symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
9958.TW,世紀鋼,鋼鐵工業,chip_watch,False,False,True,kronos,0.18342623941698788,100.0,50.5,38.0,69.00452488687776,75.0,70.09545248868777,113.5,134.31887817382812,盤中強勢,研究重點,風險穩定,113.0,125.5,40.2,,8.0,,,2026-08-07,TWSE T86 official,official-only,,True,True
2014.TW,中鴻,鋼鐵工業,chip_watch,False,False,True,kronos,0.08545148996350971,100.0,50.5,38.0,70.40816326530619,75.0,69.73581632653061,17.649999618530273,19.158218383789062,盤中強勢,等待確認,風險穩定,,,41.2,,3.0,,,2026-08-07,TWSE T86 official,official-only,,True,True
4961.TW,天鈺,半導體業,chip_watch,False,False,True,kronos,0.04151478643002715,74.90887185801628,50.5,46.0,70.89552238805976,75.0,63.10265738911168,172.5,179.6613006591797,盤中強勢,等待確認,風險穩定,,,40.2,,6.0,,,2026-08-07,TWSE T86 official,official-only,,True,True
6670.TW,復盛應用,運動休閒,chip_watch,False,False,True,kronos,0.007087252033290525,54.252351219974315,50.5,54.0,61.95445920303606,75.0,56.558768847294616,268.0,269.8993835449219,盤中強勢,觀察,風險穩定,,,40.0,,5.0,,,2026-08-07,TWSE T86 official,official-only,,True,True
2887.TW,台新新光金,金融保險業,chip_watch,True,False,True,kronos,0.0323968170558091,69.43809023348547,50.5,40.0,63.18840579710148,75.0,54.19717216143006,35.150001525878906,36.28874969482422,盤中強勢,觀察,風險穩定,,,0.0,3650.0,1.0,1.0,群益金鼎,2026-08-05,TWSE T86 official + HiStock branch,official+broker,"群益金鼎、花旗環球、新加坡商瑞銀、統一-新竹、永豐金-復興22022035.81美商高盛2,0992,599-50035.84第一金-中壢18018035.86凱基-新豐3460-45736.02國泰-台中、元大-敦化、台灣摩根士丹利、元大-松山、台新-林園、元大-文心興安",False,False
2360.TW,致茂,其他電子業,chip_watch,False,False,True,kronos,0.2335233942041257,100.0,50.5,57.0,69.4936708860759,75.0,73.6243670886076,2030.0,2504.052490234375,盤中強勢,研究重點,風險穩定,,,40.0,,4.0,,,2026-08-07,TWSE T86 official,official-only,,False,False
9910.TW,豐泰,運動休閒,chip_watch,False,False,True,kronos,0.18764808709672898,100.0,50.5,54.0,47.991391678622634,75.0,70.87413916786227,69.5,82.54154205322266,持平,研究重點,風險穩定,,,40.0,,4.0,,,2026-08-07,TWSE T86 official,official-only,,False,False
2371.TW,大同,電機機械,chip_watch,False,False,True,kronos,0.1006236258086386,100.0,50.5,42.0,63.75245579567779,75.0,70.38024557956778,25.950000762939453,28.56118392944336,盤中強勢,研究重點,風險穩定,,,40.3,,8.0,,,2026-08-07,TWSE T86 official,official-only,,False,False
2376.TW,技嘉,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.08356795200081768,100.0,50.5,40.0,50.0,75.0,64.575,344.0,372.74737548828125,持平,等待確認,技術結構偏空,,,0.0,,5.0,,,2026-08-07,TWSE T86 official,official-only,,False,False
2105.TW,正新,橡膠工業,chip_watch,False,False,True,kronos,0.04027415281981139,74.16449169188684,50.5,61.0,59.03225806451616,75.0,64.065797898612,31.399999618530273,32.664608001708984,小幅走強,等待確認,風險穩定,,,40.3,,3.0,,,2026-08-07,TWSE T86 official,official-only,,False,False
2409.TW,友達,光電業,chip_watch,False,False,True,kronos,0.04753485864254259,78.52091518552555,50.5,54.0,50.0,75.0,58.85732031493394,24.549999237060547,25.71697998046875,持平,觀察,風險穩定,,,0.0,19618.0,1.0,1.0,台灣摩根士丹利,2026-08-05,TWSE T86 official + HiStock branch,official+broker,台灣摩根士丹利、群益金鼎-大安、新光、新加坡商瑞銀、凱基-林口、國泰-敦南、富邦-永和、永豐金、美林、統一-南京,False,False
7827.TW,漢康-KY創,生技醫療業,chip_watch,False,False,True,kronos,0.024370340200570828,64.6222041203425,50.5,53.0,47.763578274760356,75.0,57.9691292695959,156.0,159.80177307128906,小幅走弱,觀察,風險穩定,,,40.0,,3.0,,,2026-08-07,TWSE T86 official,official-only,,False,False
2449.TW,京元電子,半導體業,legacy_watch,True,False,False,kronos,0.16675422605404178,100.0,50.5,50.0,50.0,75.0,65.075,242.0,282.3545227050781,無即時資料,等待確認,風險穩定,,,0.0,,0.0,,,2026-08-07,TWSE T86 official,official-only,,False,False
