symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,official_broker_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry,dip_reversal
2468.TW,華經,資訊服務業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,57.0,50.0,95.0,73.75,nan,nan,無即時資料,觀察,風險穩定,35.79999923706055,39.44999694824219,40.0,,,4.0,,,2026-09-14,TWSE T86 official,official-only,,True,True,False
4585.TW,達明,其他電子業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,42.0,50.0,95.0,71.05,nan,nan,無即時資料,觀察,技術結構偏空,302.0,318.0,40.0,,,7.0,,,2026-09-14,TWSE T86 official,official-only,,False,True,False
2305.TW,全友,電腦及週邊設備業,chip_watch,True,False,True,momentum-fallback,nan,100.0,51.0,58.0,100.0,95.0,78.96000000000001,nan,nan,盤中強勢,觀察,風險穩定,,,40.1,,,4.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
2834.TW,臺企銀,金融保險業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,58.0,50.0,95.0,74.71000000000001,nan,nan,無即時資料,觀察,風險穩定,18.049999237060547,19.69999885559082,44.6,,,6.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
2412.TW,中華電,通信網路業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,58.0,50.0,95.0,74.48,nan,nan,無即時資料,觀察,風險穩定,140.5,146.0,42.3,,,10.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
5880.TW,合庫金,17,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,58.0,50.0,95.0,74.41,nan,nan,無即時資料,觀察,風險穩定,,,41.6,,,10.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
5876.TW,上海商銀,金融保險業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,58.0,50.0,95.0,74.31,nan,nan,無即時資料,觀察,風險穩定,48.75,55.0,40.6,,,10.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
3045.TW,台灣大,通信網路業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,58.0,50.0,95.0,74.29,nan,nan,無即時資料,觀察,風險穩定,,,40.4,,,10.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
3702.TW,大聯大,電子通路業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,58.0,50.0,95.0,74.28,nan,nan,無即時資料,觀察,風險穩定,,,40.3,,,5.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
1102.TW,亞泥,水泥工業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,58.0,50.0,95.0,74.26,nan,nan,無即時資料,觀察,風險穩定,35.45000076293945,36.60000228881836,40.1,,,5.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
6805.TW,富世達,電子零組件業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,58.0,50.0,95.0,74.25,nan,nan,無即時資料,觀察,風險穩定,,,40.0,,,10.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
6933.TW,AMAX-KY,電腦及週邊設備業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,58.0,50.0,95.0,74.25,nan,nan,無即時資料,觀察,風險穩定,,,40.0,,,5.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
3023.TW,信邦,電子零組件業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,58.0,50.0,95.0,73.95,nan,nan,無即時資料,觀察,風險穩定,,,40.0,,,4.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
2883.TW,凱基金,17,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,58.0,50.0,95.0,73.72,nan,nan,無即時資料,觀察,風險穩定,37.849998474121094,43.54999542236328,40.7,,,3.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
6719.TW,力智,半導體業,chip_watch,False,False,True,momentum-fallback,nan,100.0,52.0,50.0,50.0,95.0,72.8,nan,nan,無即時資料,觀察,風險穩定,,,40.0,,,7.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
6526.TW,達發,半導體業,chip_watch,False,False,True,momentum-fallback,nan,100.0,52.0,50.0,50.0,95.0,72.8,nan,nan,無即時資料,觀察,風險穩定,,,40.0,,,5.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
8464.TW,億豐,居家生活,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,50.0,50.0,95.0,72.65,nan,nan,無即時資料,觀察,風險穩定,380.0,400.0,40.0,,,5.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
6491.TW,晶碩,生技醫療業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,50.0,50.0,95.0,72.65,nan,nan,無即時資料,觀察,風險穩定,,,40.0,,,5.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
2207.TW,和泰車,汽車工業,chip_watch,False,False,True,momentum-fallback,nan,100.0,51.0,50.0,50.0,95.0,72.35000000000001,nan,nan,無即時資料,觀察,風險穩定,,,40.0,,,4.0,,,2026-09-14,TWSE T86 official,official-only,,False,False,False
