symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
2006.TW,東和鋼鐵,鋼鐵工業,chip_watch,False,False,True,kronos,0.0704886956392381,92.29321738354287,50.8,58.0,55.89887640449436,75.0,69.82251372468943,71.80000305175781,76.86109161376953,小幅走強,等待確認,風險穩定,,,40.1,,4.0,,,2026-07-24,TWSE T86 official,official-only,,False,False
9921.TW,巨大,運動休閒,chip_watch,False,False,True,kronos,0.06481656853389861,88.88994112033916,50.8,50.0,76.19883040935676,75.0,69.36136243305438,88.69999694824219,94.44922637939453,盤中強勢,等待確認,風險穩定,,,40.1,,7.0,,,2026-07-24,TWSE T86 official,official-only,,False,False
2618.TW,長榮航,航運業,chip_watch,False,False,True,kronos,0.035466373912869775,71.27982434772187,50.8,68.0,47.42962056303553,75.0,64.2409005780062,40.70000076293945,42.14348220825195,小幅走弱,等待確認,風險穩定,,,43.3,,10.0,,,2026-07-24,TWSE T86 official,official-only,,False,False
1102.TW,亞泥,水泥工業,chip_watch,False,False,True,kronos,0.03670542476741412,72.02325486044847,50.8,50.0,51.07033639143728,75.0,60.65517284030069,32.75,33.95210266113281,持平,觀察,風險穩定,,,40.2,,4.0,,,2026-07-24,TWSE T86 official,official-only,,False,False
6670.TW,復盛應用,運動休閒,chip_watch,False,False,True,kronos,0.011193391318633283,56.71603479117997,50.8,66.0,59.28030303030298,75.0,59.29864247994329,267.5,270.4942321777344,小幅走強,觀察,風險穩定,265.5,277.0,40.0,,4.0,,,2026-07-24,TWSE T86 official,official-only,,False,False
2347.TW,聯強,電子通路業,chip_watch,False,False,True,kronos,0.0354579991921109,71.27479951526654,50.8,40.0,56.37813211845102,75.0,59.23399304218839,88.5999984741211,91.7415771484375,小幅走強,觀察,風險穩定,,,40.3,,10.0,,,2026-07-24,TWSE T86 official,official-only,,False,False
3034.TW,聯詠,半導體業,chip_watch,False,False,True,kronos,0.01969798311914439,61.818789871486636,52.0,50.0,55.56660039761439,75.0,58.013236494781765,507.0,516.9868774414062,小幅走強,觀察,風險穩定,,,40.2,,10.0,,,2026-07-24,TWSE T86 official,official-only,,False,False
2385.TW,群光,電子零組件業,chip_watch,False,False,True,kronos,0.019949326492811004,61.9695958956866,50.8,50.0,53.30188679245287,75.0,57.639547242735595,106.5,108.62460327148438,小幅走強,觀察,風險穩定,,,40.0,,10.0,,,2026-07-24,TWSE T86 official,official-only,,False,False
2206.TW,三陽工業,汽車工業,chip_watch,False,False,True,kronos,0.0009401302538911693,50.5640781523347,50.8,70.0,58.07248764415158,75.0,57.5246761177323,61.400001525878906,61.457725524902344,小幅走強,觀察,風險穩定,,,40.0,,3.0,,,2026-07-24,TWSE T86 official,official-only,,False,False
3592.TW,瑞鼎,半導體業,chip_watch,False,False,True,kronos,0.011704257342605828,57.0225544055635,52.0,50.0,58.89830508474574,75.0,56.6477245504218,239.0,241.7973175048828,小幅走強,觀察,風險穩定,,,40.0,,6.0,,,2026-07-24,TWSE T86 official,official-only,,False,False
