symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
2002.TW,中鋼,鋼鐵工業,chip_watch,False,False,True,kronos,0.05063310788065767,80.37986472839461,50.0,50.0,59.43396226415088,75.0,64.9663488813532,18.799999237060547,19.751901626586914,小幅走強,等待確認,風險穩定,,,43.9,,6.0,,,2026-07-21,TWSE T86 official,official-only,,True,True
2646.TW,星宇航空,航運業,chip_confirmed,False,False,True,kronos,0.011908184398304433,57.14491063898266,50.0,60.0,73.00469483568077,75.0,59.91118820721201,22.0,22.261980056762695,盤中強勢,觀察,風險穩定,21.649999618530273,22.399999618530273,41.1,,7.0,,,2026-07-21,TWSE T86 official,official-only,,False,True
2337.TW,旺宏,半導體業,chip_watch,True,False,True,kronos,0.08802199945217226,100.0,53.2,50.0,82.76595744680847,75.0,68.95659574468085,123.0,133.8267059326172,盤中強勢,等待確認,風險穩定,,,0.0,6515.0,0.0,1.0,元大-土城永寧,2026-07-20,TWSE T86 official + HiStock branch,official+broker,元大-土城永寧、新加坡商瑞銀、兆豐-中壢、摩根大通、美商高盛、美林、台新-安南、富邦-建國、玉山-景美、富邦-新竹,False,False
2303.TW,聯電,半導體業,chip_watch,True,False,True,kronos,0.10266862039672398,100.0,53.2,48.0,74.2307692307693,75.0,67.70307692307694,134.5,148.30892944335938,盤中強勢,等待確認,風險穩定,,,0.0,29264.0,0.0,1.0,美商高盛,2026-07-20,TWSE T86 official + HiStock branch,official+broker,美商高盛、元大、凱基-信義、元大-土城永寧、花旗環球、富邦、國票-敦北法人、永豐金-匯立、港商野村、富邦-新店,False,False
3701.TW,大眾控,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.11732405650464783,100.0,50.0,50.0,78.59025032938065,75.0,72.75902503293807,39.5,44.134300231933594,盤中強勢,研究重點,風險穩定,,,40.0,,3.0,,,2026-07-21,TWSE T86 official,official-only,,False,False
6197.TW,佳必琪,電子零組件業,chip_watch,False,False,True,kronos,0.12803865758384148,100.0,50.0,54.0,65.11627906976743,75.0,72.21162790697674,307.5,346.87188720703125,盤中強勢,研究重點,風險穩定,,,40.0,,3.0,,,2026-07-21,TWSE T86 official,official-only,,False,False
2368.TW,金像電,電子零組件業,chip_watch,False,False,True,kronos,0.09615266761001284,100.0,50.0,50.0,90.02157497303125,75.0,70.50215749730313,980.0,1074.2296142578125,盤中強勢,研究重點,風險穩定,,,0.0,,10.0,,,2026-07-21,TWSE T86 official,official-only,,False,False
2207.TW,和泰車,汽車工業,chip_watch,False,False,True,kronos,0.08159705681529461,98.95823408917677,50.0,50.0,52.85714285714289,75.0,70.42109621692616,492.0,532.145751953125,小幅走強,研究重點,風險穩定,,,40.0,,10.0,,,2026-07-21,TWSE T86 official,official-only,,False,False
6472.TW,保瑞,生技醫療業,chip_watch,False,False,True,kronos,0.07118464824267456,92.71078894560475,50.0,50.0,65.1592356687898,75.0,68.86469969784065,401.0,429.5450439453125,盤中強勢,等待確認,風險穩定,,,40.0,,3.0,,,2026-07-21,TWSE T86 official,official-only,,False,False
1519.TW,華城,電機機械,chip_watch,False,False,True,kronos,0.058197638892024894,84.91858333521493,50.0,42.0,75.14970059880244,75.0,65.54647422720547,692.0,732.2727661132812,盤中強勢,等待確認,技術結構偏空,,,40.1,,3.0,,,2026-07-21,TWSE T86 official,official-only,,False,False
1597.TW,直得,電機機械,chip_watch,False,False,True,kronos,0.0614193115234376,86.85158691406257,50.0,42.0,67.2131147540983,75.0,65.41936689533173,125.0,132.6774139404297,盤中強勢,等待確認,技術結構偏空,,,40.0,,3.0,,,2026-07-21,TWSE T86 official,official-only,,False,False
