symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
2337.TW,旺宏,半導體業,chip_watch,True,False,True,kronos,0.11822810486285351,100.0,55.5,30.0,52.564102564102555,75.0,63.98141025641026,137.0,153.19725036621094,小幅走強,等待確認,技術結構偏空,,,0.0,8599.0,5.0,2.0,美商高盛,2026-08-13,TWSE T86 official + HiStock branch,official+broker,美商高盛、中國信託、元大、玉山、元大-板橋三民、富邦、美林、兆豐-南門、富邦-永康、台新-安南,False,False
2317.TW,鴻海,其他電子業,chip_watch,True,False,True,kronos,0.02886904089896425,67.32142453937854,50.0,58.0,43.320610687022906,75.0,54.99455965748478,259.5,266.99151611328125,小幅走弱,觀察,風險穩定,,,0.0,7605.0,1.0,1.0,大和國泰,2026-08-13,TWSE T86 official + HiStock branch,official+broker,大和國泰、國泰、國泰-敦南、康和、花旗環球、永豐金-匯立、新光、中國信託、華南永昌、國泰-館前,False,False
1319.TW,東陽,汽車工業,chip_watch,False,False,True,kronos,0.08361216087273715,100.0,50.0,59.0,91.54040404040413,75.0,76.56404040404041,83.9000015258789,90.9150619506836,盤中強勢,研究重點,風險穩定,79.5,88.30000305175781,41.1,,8.0,,,2026-08-14,TWSE T86 official,official-only,,False,False
6669.TW,緯穎,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.10058350937257177,100.0,50.0,50.0,92.09225700164743,75.0,74.41922570016476,6435.0,7082.2548828125,盤中強勢,研究重點,風險穩定,,,40.1,,4.0,,,2026-08-14,TWSE T86 official,official-only,,False,False
2312.TW,金寶,其他電子業,chip_watch,False,False,True,kronos,0.08883226182725701,100.0,50.0,50.0,62.66968325791851,75.0,71.80696832579186,33.75,36.74808883666992,盤中強勢,研究重點,風險穩定,,,40.4,,5.0,,,2026-08-14,TWSE T86 official,official-only,,False,False
2399.TW,映泰,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.07049103828420145,92.29462297052086,50.0,42.0,74.43693693693696,75.0,68.396811733376,45.95000076293945,49.189064025878906,盤中強勢,等待確認,風險穩定,,,40.5,,4.0,,,2026-08-14,TWSE T86 official,official-only,,False,False
6415.TW,矽力*-KY,半導體業,chip_watch,False,False,True,kronos,0.1684614817301433,100.0,55.5,25,72.5806451612903,75.0,68.29306451612904,480.0,560.8615112304688,盤中強勢,等待確認,技術結構偏空,,,40.1,,4.0,,,2026-08-14,TWSE T86 official,official-only,,False,False
3023.TW,信邦,電子零組件業,chip_watch,False,False,True,kronos,0.07053257868840146,92.31954721304088,50.0,50.0,50.0,75.0,67.8118415245643,312.0,334.00616455078125,持平,等待確認,風險穩定,,,40.0,,5.0,,,2026-08-14,TWSE T86 official,official-only,,False,False
1609.TW,大亞,電器電纜,chip_watch,False,False,True,kronos,0.07041490905622094,92.24894543373256,50.0,46.0,57.41721854304633,75.0,67.45885275611103,38.150001525878906,40.83633041381836,小幅走強,等待確認,風險穩定,,,40.3,,4.0,,,2026-08-14,TWSE T86 official,official-only,,False,False
6781.TW,AES-KY,電子零組件業,chip_watch,False,False,True,kronos,0.06689365931919644,90.13619559151786,50.0,50.0,46.88888888888887,75.0,66.73655734592015,1120.0,1194.9208984375,小幅走弱,等待確認,風險穩定,,,40.0,,6.0,,,2026-08-14,TWSE T86 official,official-only,,False,False
5521.TW,工信,建材營造,chip_watch,False,False,True,kronos,0.03361987236272279,70.17192341763368,50.0,50.0,46.74418604651156,75.0,59.14459180082295,10.699999809265137,11.059732437133789,小幅走弱,觀察,風險穩定,,,40.1,,3.0,,,2026-08-14,TWSE T86 official,official-only,,False,False
