symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers
1773.TW,勝一,化學工業,chip_confirmed,False,False,True,kronos,0.08601717562288846,100.0,50.0,61.0,79.57746478873236,77.65774647887324,185.0,200.91317749023438,盤中強勢,研究重點,風險穩定,40.1,,4.0,,,2026-07-06,TWSE T86 official,official-only,
7818.TW,溢泰實業,綠能環保,chip_watch,False,False,True,kronos,0.7051978145085327,100.0,50.0,62.0,67.29651162790694,76.6296511627907,70.5,120.21644592285156,盤中強勢,研究重點,風險穩定,40.0,,6.0,,,2026-07-06,TWSE T86 official,official-only,
6781.TW,AES-KY,電子零組件業,chip_watch,False,False,True,kronos,0.09335136718749992,100.0,50.0,62.0,64.2857142857143,76.32857142857142,1250.0,1366.689208984375,盤中強勢,研究重點,風險穩定,40.0,,7.0,,,2026-07-06,TWSE T86 official,official-only,
6431.TW,光麗-KY,生技醫療業,chip_watch,False,False,True,kronos,0.3005643708255461,100.0,50.0,42.0,100.0,75.9,19.600000381469727,25.49106216430664,盤中強勢,研究重點,風險穩定,40.0,,3.0,,,2026-07-06,TWSE T86 official,official-only,
4582.TW,聚恆-創,綠能環保,chip_watch,False,False,True,kronos,0.13059195699335202,100.0,50.0,51.0,60.25641025641022,73.72564102564102,27.700000762939453,31.317398071289062,小幅走強,研究重點,風險穩定,40.0,,3.0,,,2026-07-06,TWSE T86 official,official-only,
4989.TW,榮科,電子零組件業,chip_watch,False,False,True,kronos,0.2763047776780687,100.0,50.0,54.0,53.16742081447963,73.61674208144797,111.0,141.66983032226562,小幅走強,研究重點,風險穩定,0.0,0.0,4.0,0.0,,2026-07-06,TWSE T86 official,degraded,
2915.TW,潤泰全,貿易百貨,chip_watch,False,False,True,kronos,0.10574391472084343,100.0,50.0,42.0,58.10810810810809,71.71081081081081,52.400001525878906,57.940982818603516,小幅走強,研究重點,技術結構偏空,40.1,,4.0,,,2026-07-06,TWSE T86 official,official-only,
8467.TW,波力-KY,運動休閒,chip_watch,False,False,True,kronos,0.10780066774602526,100.0,50.0,42.0,56.194690265486734,71.51946902654868,114.0,126.28927612304688,小幅走強,研究重點,技術結構偏空,40.0,,3.0,,,2026-07-06,TWSE T86 official,official-only,
4968.TW,立積,半導體業,chip_watch,False,False,True,kronos,0.11031251034494183,100.0,50.0,40.0,52.97872340425525,70.79787234042553,118.0,131.01687622070312,小幅走強,研究重點,技術結構偏空,40.1,,3.0,,,2026-07-06,TWSE T86 official,official-only,
6863.TW,永道-KY,通信網路業,chip_watch,False,False,True,kronos,0.09962896834244805,100.0,50.0,34.0,58.387799564270225,70.13877995642702,92.9000015258789,102.15553283691406,小幅走強,研究重點,技術結構偏空,40.0,,10.0,,,2026-07-06,TWSE T86 official,official-only,
