symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
5607.TW,遠雄港,航運業,chip_confirmed,False,False,True,kronos,0.07647535536024308,95.88521321614584,51.4,50.0,63.20754716981132,75.0,70.60057934263219,54.0,58.129669189453125,盤中強勢,研究重點,風險穩定,53.5,58.900001525878906,40.1,,7.0,,,2026-08-19,TWSE T86 official,official-only,,False,False
2201.TW,裕隆,汽車工業,chip_watch,False,False,True,kronos,0.053089328688762594,81.85359721325756,51.4,68.0,63.62831858407078,75.0,69.03159088304722,28.799999237060547,30.32897186279297,盤中強勢,等待確認,風險穩定,,,40.1,,4.0,,,2026-08-19,TWSE T86 official,official-only,,False,False
2612.TW,中航,航運業,chip_watch,False,False,True,kronos,0.04681184912930014,78.08710947758009,51.4,54.0,84.5679012345679,75.0,66.70727844060983,59.5,62.28530502319336,盤中強勢,等待確認,風險穩定,,,40.1,,3.0,,,2026-08-19,TWSE T86 official,official-only,,False,False
9945.TW,潤泰新,其他,chip_watch,False,False,True,kronos,0.05434702045893891,82.60821227536334,51.4,40.0,52.356902356902424,75.0,62.58856453206741,29.799999237060547,31.419540405273438,小幅走強,等待確認,風險穩定,,,40.3,,4.0,,,2026-08-19,TWSE T86 official,official-only,,False,False
2486.TW,一詮,光電業,chip_watch,False,False,True,kronos,0.037787969061668925,72.67278143700136,51.4,50.0,50.0,75.0,60.845473502950476,235.0,243.8801727294922,持平,觀察,風險穩定,,,40.0,,4.0,,,2026-08-19,TWSE T86 official,official-only,,False,False
6196.TW,帆宣,其他電子業,chip_watch,False,False,True,kronos,0.03714074707031245,72.28444824218747,51.4,50.0,45.82504970178929,75.0,59.99206185494454,500.0,518.5703735351562,小幅走弱,觀察,風險穩定,,,40.0,,3.0,,,2026-08-19,TWSE T86 official,official-only,,False,False
1102.TW,亞泥,水泥工業,chip_watch,False,False,True,kronos,0.029739177404531913,67.84350644271915,51.4,50.0,56.268656716417894,75.0,59.93209292659349,33.79999923706055,34.80518341064453,小幅走強,觀察,風險穩定,,,41.5,,4.0,,,2026-08-19,TWSE T86 official,official-only,,False,False
6141.TW,柏承,電子零組件業,chip_watch,False,False,True,kronos,0.0061907821826721054,53.71446930960326,51.4,54.0,100.0,75.0,59.710064258361136,44.5,44.775489807128906,盤中強勢,觀察,風險穩定,,,40.0,,3.0,,,2026-08-19,TWSE T86 official,official-only,,False,False
1727.TW,中華化,化學工業,chip_watch,False,False,True,kronos,0.013679990426632038,58.20799425597922,51.4,54.0,78.2828282828283,75.0,59.15108081787556,92.69999694824219,93.96813201904297,盤中強勢,觀察,風險穩定,,,40.4,,3.0,,,2026-08-19,TWSE T86 official,official-only,,False,False
2912.TW,統一超,貿易百貨,chip_watch,False,False,True,kronos,0.009479444141518911,55.68766648491135,51.4,52.0,61.39534883720923,75.0,56.1702181534399,218.5,220.57125854492188,盤中強勢,觀察,風險穩定,,,40.3,,3.0,,,2026-08-19,TWSE T86 official,official-only,,False,False
2449.TW,京元電子,半導體業,legacy_watch,True,False,False,kronos,0.20960108980219405,100.0,59.0,50.0,50.0,75.0,70.67999999999999,235.0,284.2562561035156,無即時資料,研究重點,風險穩定,,,40.3,,1.0,,,2026-08-19,TWSE T86 official,official-only,,False,False
3450.TW,聯鈞,半導體業,legacy_watch,True,False,False,kronos,0.2215455608603396,100.0,59.0,40.0,50.0,75.0,64.35,567.0,692.6163330078125,無即時資料,等待確認,風險穩定,,,0.0,,0.0,,,2026-08-19,TWSE T86 official,official-only,,False,False
