symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers
4590.TW,富田-創,電機機械,chip_watch,False,False,True,kronos,0.08281858762105299,99.6911525726318,50.9,53.0,100.0,78.15646102905272,96.0,103.9505844116211,盤中強勢,研究重點,風險穩定,40.0,,5.0,,,2026-07-03,TWSE T86 official,official-only,
1316.TW,上曜,建材營造,chip_watch,False,False,True,kronos,0.16281851089718802,100.0,50.9,62.0,76.54028436018953,77.73402843601895,10.949999809265137,12.73286247253418,盤中強勢,研究重點,風險穩定,40.1,,5.0,,,2026-07-03,TWSE T86 official,official-only,
3040.TW,遠見,其他,chip_watch,False,False,True,kronos,0.28765602935359547,100.0,50.9,66.0,61.170212765957444,76.99702127659575,38.20000076293945,49.18846130371094,盤中強勢,研究重點,風險穩定,40.0,,3.0,,,2026-07-03,TWSE T86 official,official-only,
1409.TW,新纖,紡織纖維,chip_confirmed,False,False,True,kronos,0.0743553407730595,94.6132044638357,50.9,46.0,100.0,74.72528178553429,31.0,33.305015563964844,盤中強勢,研究重點,風險穩定,40.2,,4.0,,,2026-07-03,TWSE T86 official,official-only,
1473.TW,台南,紡織纖維,chip_watch,False,False,True,kronos,0.19564244180981727,100.0,50.9,50.0,61.98044009779953,73.87804400977996,20.799999237060547,24.869361877441406,盤中強勢,研究重點,風險穩定,40.0,,3.0,,,2026-07-03,TWSE T86 official,official-only,
3033.TW,威健,電子通路業,chip_watch,False,False,True,kronos,0.21363045787416324,100.0,50.9,54.0,50.0,73.48,50.400001525878906,61.16697692871094,持平,研究重點,風險穩定,40.1,,4.0,,,2026-07-03,TWSE T86 official,official-only,
7610.TW,聯友金屬-創,綠能環保,chip_watch,False,False,True,kronos,0.23281805300245106,100.0,50.9,42.0,65.43086172344684,72.62308617234468,2550.0,3143.68603515625,盤中強勢,研究重點,風險穩定,40.0,,9.0,,,2026-07-03,TWSE T86 official,official-only,
1806.TW,冠軍,玻璃陶瓷,chip_confirmed,False,False,True,kronos,0.06938165372725269,91.62899223635162,50.9,54.0,73.81530984204127,72.51312787874478,8.510000228881836,9.100438117980957,盤中強勢,研究重點,風險穩定,40.1,,5.0,,,2026-07-03,TWSE T86 official,official-only,
4934.TW,太極,光電業,chip_watch,False,False,True,kronos,0.2681753080185145,100.0,50.9,46.0,55.80110497237556,72.46011049723757,18.25,23.14419937133789,小幅走強,研究重點,風險穩定,40.1,,5.0,,,2026-07-03,TWSE T86 official,official-only,
6863.TW,永道-KY,通信網路業,chip_watch,False,False,True,kronos,0.08433721922707083,100.0,50.9,42.0,54.60526315789471,71.54052631578946,91.80000305175781,99.54216003417969,小幅走強,研究重點,技術結構偏空,40.0,,5.0,,,2026-07-03,TWSE T86 official,official-only,
5608.TW,四維航,航運業,chip_watch,False,False,True,kronos,0.04554091214436573,77.32454728661943,50.9,68.0,77.01754385964921,69.9115733006127,14.800000190734863,15.474005699157715,盤中強勢,等待確認,風險穩定,40.1,,3.0,,,2026-07-03,TWSE T86 official,official-only,
1536.TW,和大,汽車工業,chip_watch,False,False,True,kronos,0.06093006848843063,86.55804109305838,50.9,54.0,67.87819253438123,69.89103569066148,52.20000076293945,55.380550384521484,盤中強勢,等待確認,風險穩定,40.3,,3.0,,,2026-07-03,TWSE T86 official,official-only,
6794.TW,向榮生技,生技醫療業,chip_watch,False,False,True,kronos,0.05547244195217549,83.2834651713053,50.9,45.0,96.06451612903217,69.59983768142534,82.5999984741211,87.18202209472656,盤中強勢,等待確認,風險穩定,40.0,,5.0,,,2026-07-03,TWSE T86 official,official-only,
6934.TW,心誠鎂,生技醫療業,chip_watch,False,False,True,kronos,0.060659285071942515,86.39557104316552,50.9,42.0,87.1212121212121,69.35034962938741,69.5,73.7158203125,盤中強勢,等待確認,技術結構偏空,40.0,,3.0,,,2026-07-03,TWSE T86 official,official-only,
6176.TW,瑞儀,光電業,chip_watch,False,False,True,kronos,0.06653887924113633,89.9233275446818,50.9,42.0,72.40000000000002,69.28933101787271,90.30000305175781,96.30846405029297,盤中強勢,等待確認,風險穩定,40.6,,4.0,,,2026-07-03,TWSE T86 official,official-only,
4148.TW,全宇生技-KY,生技醫療業,chip_watch,False,False,True,kronos,0.056946867334610296,84.16812040076618,50.9,61.0,56.885245901639415,69.23577275047043,30.799999237060547,32.55396270751953,小幅走強,等待確認,風險穩定,40.0,,3.0,,,2026-07-03,TWSE T86 official,official-only,
1451.TW,年興,紡織纖維,chip_watch,False,False,True,kronos,0.04687945150790718,78.1276709047443,50.9,68.0,64.36950146627565,68.96801850852529,17.399999618530273,18.215702056884766,盤中強勢,等待確認,風險穩定,40.0,,4.0,,,2026-07-03,TWSE T86 official,official-only,
3042.TW,晶技,電子零組件業,chip_watch,False,False,True,kronos,0.04832440112010539,78.99464067206324,50.9,46.0,100.0,68.47785626882529,249.0,261.03277587890625,盤中強勢,等待確認,風險穩定,0.0,13571.0,0.0,2.0,美商高盛,2026-07-02,TWSE T86 official + HiStock branch,official+broker,美商高盛、元大、華南永昌、國泰、統一、凱基、港商野村、國票-敦北法人、摩根大通、台新
6405.TW,悅城,光電業,chip_watch,False,False,True,kronos,0.06429253855059214,88.57552313035528,50.9,42.0,64.99176276770994,68.0093855289131,62.0,65.98613739013672,盤中強勢,等待確認,技術結構偏空,40.0,,3.0,,,2026-07-03,TWSE T86 official,official-only,
3013.TW,晟銘電,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.055318105381165994,83.1908632286996,50.9,52.0,62.78538812785388,67.63488410426523,111.5,117.66796875,盤中強勢,等待確認,風險穩定,40.1,,5.0,,,2026-07-03,TWSE T86 official,official-only,
6781.TW,AES-KY,電子零組件業,chip_watch,False,False,True,kronos,0.055544981664540805,83.32698899872449,50.9,50.0,61.61825726141075,67.17262132563087,1225.0,1293.0426025390625,盤中強勢,等待確認,風險穩定,40.0,,5.0,,,2026-07-03,TWSE T86 official,official-only,
4438.TW,廣越,紡織纖維,chip_watch,False,False,True,kronos,0.04949729673324099,79.6983780399446,50.9,54.0,66.17161716171614,66.97651293214946,62.0,65.06883239746094,盤中強勢,等待確認,風險穩定,40.0,,3.0,,,2026-07-03,TWSE T86 official,official-only,
7780.TW,大研生醫*,食品工業,chip_watch,False,False,True,kronos,0.05307449521525753,81.84469712915453,50.9,50.0,61.63434903047096,66.5813137547089,18.350000381469727,19.323917388916016,盤中強勢,等待確認,風險穩定,40.1,,8.0,,,2026-07-03,TWSE T86 official,official-only,
6994.TW,富威電力,綠能環保,chip_watch,False,False,True,kronos,0.04410317927237428,76.46190756342457,50.9,58.0,66.23931623931618,66.48869464930145,41.900001525878906,43.7479248046875,盤中強勢,等待確認,風險穩定,40.9,,5.0,,,2026-07-03,TWSE T86 official,official-only,
2439.TW,美律,通信網路業,chip_watch,False,False,True,kronos,0.04562344981372535,77.37406988823521,50.9,52.0,67.11111111111114,65.7407390664052,92.19999694824219,96.40647888183594,盤中強勢,等待確認,風險穩定,40.2,,4.0,,,2026-07-03,TWSE T86 official,official-only,
7760.TW,享溫馨,觀光餐旅,chip_watch,False,False,True,kronos,0.03962919671812193,73.77751803087315,50.9,54.0,75.96291012838807,65.58729822518806,36.349998474121094,37.79051971435547,盤中強勢,等待確認,風險穩定,40.0,,3.0,,,2026-07-03,TWSE T86 official,official-only,
2427.TW,三商電,資訊服務業,chip_confirmed,False,False,True,kronos,0.03440241478213113,70.64144886927868,50.9,48.0,100.0,65.53657954771148,26.649999618530273,27.566823959350586,盤中強勢,等待確認,風險穩定,40.1,,4.0,,,2026-07-03,TWSE T86 official,official-only,
