symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,official_broker_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry,dip_reversal
1303.TW,南亞,塑膠工業,chip_watch,True,False,True,kronos,0.1108436768757548,100.0,50.0,42.0,100.0,75.0,69.2,207.0,229.94464111328125,盤中強勢,等待確認,風險穩定,,,0.0,19744.0,443.0,2.0,1.0,元大,2026-08-25,TWSE T86 official + HiStock branch,official+broker,元大、美林、新加坡商瑞銀、台灣摩根士丹利、統一、中國信託、犇亞證券、凱基-台北、康和、兆豐-民生,False,False,False
6770.TW,力積電,半導體業,chip_watch,True,False,True,kronos,0.10224443320443055,100.0,50.1,50.0,62.17391304347835,75.0,66.73239130434783,70.19999694824219,77.37755584716797,盤中強勢,等待確認,風險穩定,,,0.0,6139.0,508.0,1.0,1.0,國泰-敦南,2026-08-25,TWSE T86 official + HiStock branch,official+broker,國泰-敦南、元大-蘆洲、富邦-永和、兆豐-民生、新光、元大-中壢、富邦-木柵、富邦-北港、富邦-陽明、統一-城中,False,False,False
6451.TW,訊芯-KY,半導體業,chip_watch,False,False,True,kronos,0.20023694263957648,100.0,50.1,50.0,100.0,75.0,74.935,454.5,545.5076904296875,盤中強勢,研究重點,風險穩定,,,40.2,,,3.0,,,2026-08-26,TWSE T86 official,official-only,,False,False,False
3037.TW,欣興,電子零組件業,chip_watch,False,False,True,kronos,0.07842312516837291,97.05387510102375,50.0,50.0,91.55251141552507,75.0,73.70410742691081,1160.0,1250.9708251953125,盤中強勢,研究重點,風險穩定,,,40.8,,,10.0,,,2026-08-26,TWSE T86 official,official-only,,False,False,False
1802.TW,台玻,玻璃陶瓷,chip_watch,False,False,True,kronos,0.13814526609813416,100.0,50.0,52.0,70.51724137931035,75.0,72.97172413793103,59.70000076293945,67.94727325439453,盤中強勢,研究重點,風險穩定,,,43.2,,,4.0,,,2026-08-26,TWSE T86 official,official-only,,False,False,False
2357.TW,華碩,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.08271300829524963,99.62780497714978,50.0,42.0,84.81081081081076,75.0,72.27081282308349,971.0,1051.3143310546875,盤中強勢,研究重點,風險穩定,,,40.2,,,5.0,,,2026-08-26,TWSE T86 official,official-only,,False,False,False
5243.TW,乙盛-KY,光電業,chip_watch,False,False,True,kronos,0.09444490026255115,100.0,50.0,42.0,68.85521885521892,75.0,70.1855218855219,91.5,100.14170837402344,盤中強勢,研究重點,風險穩定,,,40.0,,,3.0,,,2026-08-26,TWSE T86 official,official-only,,False,False,False
4958.TW,臻鼎-KY,電子零組件業,chip_watch,False,False,True,kronos,0.18060437469819268,100.0,50.0,50.0,64.18918918918912,75.0,67.31891891891891,453.0,534.8137817382812,盤中強勢,等待確認,風險穩定,,,0.0,,,3.0,,,2026-08-26,TWSE T86 official,official-only,,False,False,False
1216.TW,統一,食品工業,chip_watch,False,False,True,kronos,0.0263544041442636,65.81264248655816,50.0,50.0,48.202824133504464,75.0,58.404707283645806,77.69999694824219,79.74773406982422,持平,觀察,風險穩定,,,40.5,,,10.0,,,2026-08-26,TWSE T86 official,official-only,,False,False,False
3712.TW,永崴投控,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.019247126336471077,61.548275801882646,50.0,50.0,63.46153846153841,75.0,57.808050376812766,21.200000762939453,21.60803985595703,盤中強勢,觀察,風險穩定,,,40.2,,,3.0,,,2026-08-26,TWSE T86 official,official-only,,False,False,False
