symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
6770.TW,力積電,半導體業,chip_watch,True,False,True,kronos,-0.004458454176974769,47.32492749381514,53.8,68.0,74.56140350877185,75.0,53.68986497371248,70.80000305175781,70.48434448242188,盤中強勢,觀察,Kronos 預期報酬為負,,,0.0,8586.0,1.0,1.0,美商高盛,2026-08-21,TWSE T86 official + HiStock branch,official+broker,美商高盛、富邦、富邦-高雄、康和、元大、摩根大通、元大-向上、華南永昌、台新-建北、花旗環球,False,False
7711.TW,永擎,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.08079226699905773,98.47536019943463,50.4,52.0,100.0,75.0,75.43637606980212,497.5,537.6941528320312,盤中強勢,研究重點,風險穩定,,,40.1,,9.0,,,2026-08-24,TWSE T86 official,official-only,,False,False
3034.TW,聯詠,半導體業,chip_watch,False,False,True,kronos,0.11046394826741235,100.0,53.8,50.0,65.84905660377358,75.0,72.39490566037735,542.0,601.8714599609375,盤中強勢,研究重點,風險穩定,,,40.4,,4.0,,,2026-08-24,TWSE T86 official,official-only,,False,False
4927.TW,泰鼎-KY,電子零組件業,chip_watch,False,False,True,kronos,0.199264390065649,100.0,50.4,42.0,84.94704992435723,75.0,71.85470499243573,34.70000076293945,41.61447525024414,盤中強勢,研究重點,風險穩定,,,40.0,,3.0,,,2026-08-24,TWSE T86 official,official-only,,False,False
9910.TW,豐泰,運動休閒,chip_watch,False,False,True,kronos,0.08938759817204,100.0,50.4,42.0,55.96590909090911,75.0,69.26659090909092,71.0,77.34651947021484,小幅走強,等待確認,風險穩定,,,40.1,,4.0,,,2026-08-24,TWSE T86 official,official-only,,False,False
2612.TW,中航,航運業,chip_watch,False,False,True,kronos,0.1091511425461289,100.0,50.4,40.0,51.16279069767431,75.0,68.68627906976744,60.29999923706055,66.8818130493164,持平,等待確認,技術結構偏空,,,40.1,,6.0,,,2026-08-24,TWSE T86 official,official-only,,False,False
2426.TW,鼎元,光電業,chip_watch,False,False,True,kronos,0.4409384635747666,100.0,50.4,53.0,53.406326034063255,75.0,66.90063260340634,82.5999984741211,119.02151489257812,小幅走強,等待確認,風險穩定,,,0.0,0.0,3.0,0.0,,2026-08-24,TWSE T86 official,degraded,,False,False
1608.TW,華榮,電器電纜,chip_watch,False,False,True,kronos,0.018440370929928562,61.06422255795714,50.4,67.0,66.59693165969324,75.0,62.02217106125432,36.70000076293945,37.37676239013672,盤中強勢,等待確認,風險穩定,,,40.3,,5.0,,,2026-08-24,TWSE T86 official,official-only,,False,False
6213.TW,聯茂,電子零組件業,chip_watch,False,False,True,kronos,0.07207967333225396,93.24780399935237,50.4,58.0,8.382066276803101,75.0,61.634938027453636,482.5,517.2784423828125,盤中弱勢,觀察,盤中走弱,,,0.0,0.0,10.0,0.0,,2026-08-24,TWSE T86 official,degraded,,False,False
2618.TW,長榮航,航運業,chip_watch,False,False,True,kronos,0.046302283934749555,77.78137036084973,50.4,42.0,50.82159624413143,75.0,61.39563925071055,42.650001525878906,44.624794006347656,持平,觀察,風險穩定,,,41.3,,6.0,,,2026-08-24,TWSE T86 official,official-only,,False,False
2211.TW,長榮鋼,鋼鐵工業,chip_watch,False,False,True,kronos,0.030310197855024645,68.18611871301479,50.4,50.0,53.31753554502365,75.0,55.75689510405754,84.80000305175781,87.37030792236328,小幅走強,觀察,風險穩定,,,0.0,,5.0,,,2026-08-24,TWSE T86 official,official-only,,False,False
