symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
6285.TW,啟碁,通信網路業,chip_watch,False,False,True,kronos,0.10706510857410545,100.0,50.0,38.0,65.2173913043479,75.0,69.32173913043479,258.5,286.17633056640625,盤中強勢,等待確認,風險穩定,,,40.0,,4.0,,,2026-07-23,TWSE T86 official,official-only,,False,True
8271.TW,宇瞻,半導體業,chip_watch,True,False,True,kronos,0.039350164504278196,73.61009870256692,50.0,42.0,98.09160305343511,75.0,63.882694851241936,210.0,218.26353454589844,盤中強勢,等待確認,風險穩定,,,40.1,,3.0,,,2026-07-23,TWSE T86 official,official-only,,False,False
2885.TW,元大金,金融保險業,chip_watch,True,False,True,kronos,0.04817589069114425,78.90553441468654,50.0,46.0,52.21870047543575,75.0,57.93880709268387,63.29999923706055,66.34953308105469,小幅走強,觀察,風險穩定,,,0.0,0.0,3.0,0.0,,2026-07-23,TWSE T86 official,degraded,,False,False
1605.TW,華新,電器電纜,chip_watch,False,False,True,kronos,0.317454897583602,100.0,50.0,46.0,53.13432835820895,75.0,69.46343283582091,33.650001525878906,44.332359313964844,小幅走強,等待確認,風險穩定,,,40.5,,3.0,,,2026-07-23,TWSE T86 official,official-only,,False,False
8210.TW,勤誠,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.05718249304819922,84.30949582891954,50.0,50.0,68.26086956521743,75.0,66.83441049664359,1180.0,1247.475341796875,盤中強勢,等待確認,風險穩定,,,40.0,,5.0,,,2026-07-23,TWSE T86 official,official-only,,False,False
6206.TW,飛捷,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.06694453312800475,90.16671987680284,50.0,38.0,69.36758893280637,75.0,66.00511085016164,130.0,138.70278930664062,盤中強勢,等待確認,風險穩定,,,40.1,,3.0,,,2026-07-23,TWSE T86 official,official-only,,False,False
1402.TW,遠東新,紡織纖維,chip_watch,False,False,True,kronos,0.03576460906296308,71.45876543777786,50.0,58.0,50.0,75.0,62.250567903222255,27.200000762939453,28.17279815673828,持平,等待確認,風險穩定,,,41.4,,8.0,,,2026-07-23,TWSE T86 official,official-only,,False,False
1102.TW,亞泥,水泥工業,chip_watch,False,False,True,kronos,0.04351624553537525,76.10974732122514,50.0,44.0,55.39291217257316,75.0,60.90770277968611,32.70000076293945,34.122982025146484,小幅走強,觀察,風險穩定,,,40.3,,3.0,,,2026-07-23,TWSE T86 official,official-only,,False,False
2605.TW,新興,航運業,chip_confirmed,False,False,True,kronos,0.025440626878004746,65.26437612680284,50.0,50.0,73.37042925278217,75.0,60.079574569659215,32.5,33.326820373535156,盤中強勢,觀察,風險穩定,31.850000381469727,33.900001525878906,40.0,,3.0,,,2026-07-23,TWSE T86 official,official-only,,False,False
2515.TW,中工,建材營造,chip_watch,False,False,True,kronos,0.017200640279868562,60.320384167921134,50.0,54.0,55.73770491803287,75.0,57.69590495057569,12.300000190734863,12.511568069458008,小幅走強,觀察,風險穩定,,,40.1,,4.0,,,2026-07-23,TWSE T86 official,official-only,,False,False
1723.TW,中碳,化學工業,chip_watch,False,False,True,kronos,0.0003503206265798031,50.210192375947884,50.0,50.0,80.2217036172695,75.0,55.5057376933087,89.4000015258789,89.43132019042969,盤中強勢,觀察,風險穩定,,,40.1,,3.0,,,2026-07-23,TWSE T86 official,official-only,,False,False
2883.TW,凱基金,金融保險業,chip_watch,False,False,True,kronos,0.002404433951794571,51.44266037107674,50.0,54.0,59.19540229885057,75.0,50.62447135976192,30.850000381469727,30.924177169799805,小幅走強,觀察,風險穩定,,,0.0,0.0,3.0,0.0,,2026-07-23,TWSE T86 official,degraded,,False,False
2330.TW,台積電,半導體業,legacy_watch,True,False,False,kronos,0.129978133933212,100.0,50.0,42.0,50.0,75.0,63.4,2405.0,2717.597412109375,無即時資料,等待確認,技術結構偏空,,,0.0,,0.0,,,2026-07-23,TWSE T86 official,official-only,,False,False
