symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers
2380.TW,虹光,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.07737363927504592,96.42418356502756,50.5,50.0,100.0,76.16967342601103,21.25,22.894189834594727,盤中強勢,研究重點,風險穩定,40.0,,3.0,,,2026-06-30,TWSE T86 official,official-only,
2385.TW,群光,電子零組件業,chip_watch,False,False,True,kronos,0.08815465909298337,100.0,50.5,53.0,70.19230769230762,75.21923076923076,107.0,116.43254852294922,盤中強勢,研究重點,風險穩定,0.0,,3.0,,,2026-06-30,TWSE T86 official,official-only,
2467.TW,志聖,電子零組件業,chip_watch,False,False,True,kronos,0.15461291617284245,100.0,50.5,38.0,79.35483870967745,73.13548387096775,646.0,745.8799438476562,盤中強勢,研究重點,風險穩定,40.2,,4.0,,,2026-06-30,TWSE T86 official,official-only,
3533.TW,嘉澤,電子零組件業,chip_watch,False,False,True,kronos,0.13260486744068278,100.0,50.5,41.0,66.58767772511843,72.45876777251185,2160.0,2446.426513671875,盤中強勢,研究重點,風險穩定,0.0,,5.0,,,2026-06-30,TWSE T86 official,official-only,
1512.TW,瑞利,汽車工業,chip_watch,False,False,True,kronos,0.1209059849653249,100.0,50.5,44.0,52.064896755162195,71.60648967551623,6.800000190734863,7.622160911560059,持平,研究重點,風險穩定,40.0,,4.0,,,2026-06-30,TWSE T86 official,official-only,
3030.TW,德律,其他電子業,chip_watch,False,False,True,kronos,0.057620209042388515,84.57212542543311,50.5,38.0,100.0,69.02885017017326,353.5,373.8687438964844,盤中強勢,等待確認,風險穩定,40.1,,3.0,,,2026-06-30,TWSE T86 official,official-only,
2360.TW,致茂,其他電子業,chip_watch,False,False,True,kronos,0.04324892018860127,75.94935211316076,50.5,50.0,85.64814814814807,66.54455566007911,2270.0,2368.175048828125,盤中強勢,等待確認,風險穩定,40.0,,10.0,,,2026-06-30,TWSE T86 official,official-only,
6515.TW,穎崴,半導體業,chip_watch,False,False,True,kronos,0.028088200400731234,66.85292024043875,52.0,46.0,100.0,63.8411680961755,8890.0,9139.7041015625,盤中強勢,等待確認,風險穩定,0.0,,3.0,,,2026-06-30,TWSE T86 official,official-only,
8462.TW,柏文,運動休閒,chip_watch,False,False,True,kronos,0.04298368867460667,75.790213204764,50.5,50.0,50.0,62.9160852819056,143.0,149.14666748046875,持平,等待確認,風險穩定,40.0,,5.0,,,2026-06-30,TWSE T86 official,official-only,
6438.TW,迅得,其他電子業,chip_watch,False,False,True,kronos,0.006912276993936484,54.14736619636189,50.5,61.0,94.44444444444444,60.9033909229892,167.5,168.65780639648438,盤中強勢,觀察,風險穩定,40.0,,3.0,,,2026-06-30,TWSE T86 official,official-only,
6753.TW,龍德造船,航運業,chip_watch,False,False,True,kronos,0.018533551650839142,61.12013099050348,50.5,54.0,75.6410256410257,60.412154960303965,141.5,144.12249755859375,盤中強勢,觀察,風險穩定,40.2,,3.0,,,2026-06-30,TWSE T86 official,official-only,
6951.TW,青新-創,綠能環保,chip_watch,False,False,True,kronos,0.024148257447302646,64.48895446838159,50.5,50.0,55.4263565891473,58.93821744626737,77.9000015258789,79.7811508178711,小幅走強,觀察,風險穩定,40.0,,3.0,,,2026-06-30,TWSE T86 official,official-only,
1233.TW,天仁,食品工業,chip_watch,False,False,True,kronos,0.01608546372649311,59.651278235895866,50.5,56.0,57.47330960854082,58.40784225521243,28.399999618530273,28.856826782226562,小幅走強,觀察,風險穩定,40.0,,3.0,,,2026-06-30,TWSE T86 official,official-only,
4766.TW,南寶,化學工業,chip_watch,False,False,True,kronos,0.004646632982336918,52.78797978940215,50.5,60.0,76.49199417758365,58.36439133351923,356.5,358.1565246582031,盤中強勢,觀察,風險穩定,40.1,,6.0,,,2026-06-30,TWSE T86 official,official-only,
8222.TW,寶一,電機機械,chip_watch,False,False,True,kronos,0.008917685666698594,55.350611400019154,50.5,53.0,77.67857142857136,58.10810170286481,40.75,41.11339569091797,盤中強勢,觀察,風險穩定,40.1,,3.0,,,2026-06-30,TWSE T86 official,official-only,
7610.TW,聯友金屬-創,綠能環保,chip_watch,False,False,True,kronos,0.000841632105195389,50.504979263117235,50.5,51.0,100.0,58.0019917052469,2430.0,2432.045166015625,盤中強勢,觀察,風險穩定,40.0,,6.0,,,2026-06-30,TWSE T86 official,official-only,
6908.TW,宏碁遊戲-創,電子通路業,chip_watch,False,False,True,kronos,0.0017572804281329457,51.05436825687977,50.5,65.0,58.42245989304824,56.86399329205673,37.849998474121094,37.91651153564453,小幅走強,觀察,風險穩定,40.0,,3.0,,,2026-06-30,TWSE T86 official,official-only,
1453.TW,大將,建材營造,chip_watch,False,False,True,kronos,0.01620982402068938,59.72589441241362,50.5,50.0,46.88888888888887,56.17924665385434,11.199999809265137,11.381549835205078,小幅走弱,觀察,風險穩定,40.0,,3.0,,,2026-06-30,TWSE T86 official,official-only,
2330.TW,台積電,半導體業,legacy_watch,True,False,False,kronos,0.012357901384730585,57.414740830838355,52.0,62.0,50.0,58.265896332335345,2505.0,2535.95654296875,無即時資料,觀察,風險穩定,0.0,0.0,0.0,0.0,,2026-06-30,TWSE T86 official,degraded,
