symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
2330.TW,台積電,半導體業,chip_watch,True,False,True,kronos,0.09953466695781565,100.0,56.2,42.0,55.84551148225465,75.0,70.17455114822546,2415.0,2655.376220703125,小幅走強,研究重點,風險穩定,,,40.6,,4.0,,,2026-08-12,TWSE T86 official,official-only,,False,False
2303.TW,聯電,半導體業,chip_watch,True,False,True,kronos,0.18288986081999492,100.0,56.2,46.0,50.0,75.0,66.42999999999999,123.0,145.49545288085938,持平,等待確認,風險穩定,,,0.0,15057.0,3.0,2.0,美商高盛,2026-08-11,TWSE T86 official + HiStock branch,official+broker,美商高盛、台灣摩根士丹利、港商麥格理、凱基-台北、永豐金-匯立637637122.68玉山-台南101711-609122.29兆豐、港商野村、凱基-城中、元大-金華、宏遠、台新-新莊,False,False
2409.TW,友達,光電業,chip_watch,True,False,True,kronos,0.2325937906901041,100.0,50.0,46.0,54.02298850574716,75.0,64.80229885057473,26.25,32.355587005615234,小幅走強,等待確認,風險穩定,,,0.0,16532.0,0.0,1.0,"永豐金-匯立4,1144,11426.36凱基-台北33,46355,209-21,74526.73國泰-敦南",2026-08-11,TWSE T86 official + HiStock branch,official+broker,"永豐金-匯立4,1144,11426.36凱基-台北33,46355,209-21,74526.73國泰-敦南、中國信託-高雄、凱基-台南、新光、台新-西松、富邦-台北、元大-三民、台新、美好-富順、元大-南京",False,False
1717.TW,長興,化學工業,chip_watch,False,False,True,kronos,0.2799953874193999,100.0,50.0,54.0,100.0,75.0,76.35,78.5999984741211,100.60763549804688,盤中強勢,研究重點,風險穩定,,,43.5,,4.0,,,2026-08-12,TWSE T86 official,official-only,,False,False
2377.TW,微星,電腦及週邊設備業,chip_confirmed,False,False,True,kronos,0.10858569624861314,100.0,50.0,52.0,100.0,75.0,75.47,169.0,187.35098266601562,盤中強勢,研究重點,風險穩定,158.0,183.0,41.7,,3.0,,,2026-08-12,TWSE T86 official,official-only,,False,False
2376.TW,技嘉,電腦及週邊設備業,chip_confirmed,False,False,True,kronos,0.20753107185211395,100.0,50.0,42.0,99.92867332382318,75.0,73.98286733238231,375.5,453.42791748046875,盤中強勢,研究重點,風險穩定,353.0,394.0,40.9,,8.0,,,2026-08-12,TWSE T86 official,official-only,,False,False
4764.TW,雙鍵,化學工業,chip_watch,False,False,True,kronos,0.21283472707133022,100.0,50.0,52.0,76.19542619542612,75.0,72.92954261954262,249.5,302.6022644042969,盤中強勢,研究重點,風險穩定,,,40.1,,3.0,,,2026-08-12,TWSE T86 official,official-only,,False,False
2009.TW,第一銅,鋼鐵工業,chip_watch,False,False,True,kronos,0.12533315177772275,100.0,50.0,50.0,72.72159800249693,75.0,72.8321598002497,41.349998474121094,46.53252410888672,盤中強勢,研究重點,風險穩定,,,40.6,,8.0,,,2026-08-12,TWSE T86 official,official-only,,False,False
2367.TW,燿華,電子零組件業,chip_watch,False,False,True,kronos,0.09740877412056004,100.0,50.0,52.0,65.64245810055864,75.0,71.90424581005587,45.75,50.206451416015625,盤中強勢,研究重點,風險穩定,,,40.4,,3.0,,,2026-08-12,TWSE T86 official,official-only,,False,False
6472.TW,保瑞,生技醫療業,chip_watch,False,False,True,kronos,0.17098977430811457,100.0,50.0,50.0,50.8264462809918,75.0,70.28264462809919,424.0,496.4996643066406,持平,研究重點,風險穩定,,,40.0,,4.0,,,2026-08-12,TWSE T86 official,official-only,,False,False
