symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
1319.TW,東陽,汽車工業,chip_watch,False,False,True,kronos,0.08368569232047873,100.0,50.2,75,53.99429386590593,75.0,75.3394293865906,70.5,76.39984130859375,小幅走強,研究重點,風險穩定,,,40.1,,3.0,,,2026-07-29,TWSE T86 official,official-only,,False,False
9939.TW,宏全,其他,chip_watch,False,False,True,kronos,0.09329247107872596,100.0,50.2,54.0,60.9375,75.0,71.84375,130.0,142.12802124023438,盤中強勢,研究重點,風險穩定,,,40.2,,3.0,,,2026-07-29,TWSE T86 official,official-only,,False,False
2603.TW,長榮,航運業,chip_watch,False,False,True,kronos,0.06000596417978432,86.0035785078706,50.2,50.0,55.25000000000004,75.0,66.23625247775472,201.5,213.59120178222656,小幅走強,等待確認,風險穩定,,,40.8,,10.0,,,2026-07-29,TWSE T86 official,official-only,,False,False
2207.TW,和泰車,汽車工業,chip_confirmed,False,False,True,kronos,0.0575766149972905,84.54596899837429,50.2,38.0,76.60000000000002,75.0,64.791089149431,519.0,548.8822631835938,盤中強勢,等待確認,風險穩定,507.0,537.0,40.1,,3.0,,,2026-07-29,TWSE T86 official,official-only,,False,False
2504.TW,國產,建材營造,chip_watch,False,False,True,kronos,0.031020804549295677,68.61248272957741,50.2,68.0,57.852564102564074,75.0,63.9396253656085,31.549999237060547,32.52870559692383,小幅走強,等待確認,風險穩定,,,40.1,,5.0,,,2026-07-29,TWSE T86 official,official-only,,False,False
6890.TW,來億-KY,運動休閒,chip_watch,False,False,True,kronos,0.04942287098277709,79.65372258966624,50.2,46.0,62.138728323699375,75.0,63.82267573875313,176.0,184.69842529296875,盤中強勢,等待確認,風險穩定,,,40.0,,5.0,,,2026-07-29,TWSE T86 official,official-only,,False,False
9945.TW,潤泰新,其他,chip_watch,False,False,True,kronos,0.019535497260080747,61.72129835604845,50.2,68.0,51.34615384615384,75.0,60.917069809232345,26.049999237060547,26.55889892578125,持平,觀察,風險穩定,,,40.5,,10.0,,,2026-07-29,TWSE T86 official,official-only,,False,False
3034.TW,聯詠,半導體業,chip_watch,False,False,True,kronos,0.01669462600556937,60.01677560334162,52.0,54.0,67.7664974619289,75.0,59.41252120736246,505.0,513.4307861328125,盤中強勢,觀察,風險穩定,,,40.3,,10.0,,,2026-07-29,TWSE T86 official,official-only,,False,False
9912.TW,偉聯,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.023850000670964544,64.31000040257872,50.2,46.0,50.0,75.0,56.938500140902555,12.649999618530273,12.951702117919922,持平,觀察,風險穩定,,,40.0,,4.0,,,2026-07-29,TWSE T86 official,official-only,,False,False
2633.TW,台灣高鐵,航運業,chip_watch,False,False,True,kronos,0.012557895903717808,57.53473754223069,50.2,56.0,51.34615384615384,75.0,56.75177352439613,26.049999237060547,26.377132415771484,持平,觀察,風險穩定,,,40.5,,4.0,,,2026-07-29,TWSE T86 official,official-only,,False,False
2002.TW,中鋼,鋼鐵工業,chip_watch,False,False,True,kronos,0.029327169963779598,67.59630197826776,50.2,50.0,48.1578947368421,75.0,55.00449516607792,18.950000762939453,19.50575065612793,持平,觀察,風險穩定,,,0.0,0.0,10.0,0.0,,2026-07-29,TWSE T86 official,degraded,,False,False
2451.TW,創見,半導體業,legacy_watch,True,False,False,kronos,0.15640445631377542,100.0,52.0,40.0,50.0,75.0,67.6,269.5,311.6510009765625,無即時資料,等待確認,技術結構偏空,,,40.0,,1.0,,,2026-07-29,TWSE T86 official,official-only,,False,False
