symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers
2618.TW,長榮航,航運業,chip_watch,True,False,True,kronos,0.03139390006764353,68.83634004058612,50.7,58.0,45.608531994981185,61.335389215732576,39.599998474121094,40.843196868896484,小幅走弱,觀察,風險穩定,0.1,61856.0,3.0,2.0,摩根大通,2026-07-08,TWSE T86 official + HiStock branch,official+broker,"摩根大通、美商高盛、台灣摩根士丹利、凱基-台北、美林、永豐金-匯立1,7551,75539.69合庫394,309-4,26940.02法銀巴黎、新光、新加坡商瑞銀、新光-新竹、國泰"
7786.TW,東方風能,綠能環保,chip_confirmed,False,False,True,kronos,0.3051691019310141,100.0,50.7,52.0,71.78988326848241,75.21898832684823,132.5,172.93490600585938,盤中強勢,研究重點,風險穩定,40.0,,6.0,,,2026-07-09,TWSE T86 official,official-only,
6805.TW,富世達,電子零組件業,chip_watch,False,False,True,kronos,0.24855388484589036,100.0,50.7,42.0,82.61648745519722,74.30164874551971,1460.0,1822.888671875,盤中強勢,研究重點,技術結構偏空,40.0,,3.0,,,2026-07-09,TWSE T86 official,official-only,
3593.TW,力銘,電子零組件業,chip_watch,False,False,True,kronos,0.061134470651255546,86.68068239075333,50.7,58.0,100.0,73.91227295630134,15.949999809265137,16.925094604492188,盤中強勢,研究重點,風險穩定,40.0,,7.0,,,2026-07-09,TWSE T86 official,official-only,
6919.TW,康霈*,生技醫療業,chip_watch,False,False,True,kronos,0.1404262808866279,100.0,50.7,40.0,70.09569377990425,72.64956937799043,107.5,122.5958251953125,盤中強勢,研究重點,風險穩定,40.1,,4.0,,,2026-07-09,TWSE T86 official,official-only,
6789.TW,采鈺,半導體業,chip_watch,False,False,True,kronos,0.06786611612560689,90.71966967536413,59.0,46.0,52.72904483430807,70.06077235357647,515.0,549.9510498046875,小幅走強,研究重點,風險穩定,40.0,,3.0,,,2026-07-09,TWSE T86 official,official-only,
3005.TW,神基,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.05556876318795334,83.34125791277201,50.7,49.0,79.30232558139534,68.70673572324834,112.0,118.22370147705078,盤中強勢,等待確認,風險穩定,40.6,,4.0,,,2026-07-09,TWSE T86 official,official-only,
7740.TW,熙特爾-創,綠能環保,chip_watch,False,False,True,kronos,0.046494616492319896,77.89676989539194,50.7,60.0,62.068965517241324,67.00560450988092,147.5,154.3579559326172,盤中強勢,等待確認,風險穩定,40.0,,3.0,,,2026-07-09,TWSE T86 official,official-only,
6838.TW,台新藥,生技醫療業,chip_watch,False,False,True,kronos,0.05141089643975705,80.84653786385422,50.7,54.0,54.34782608695661,66.21339775423735,24.299999237060547,25.549283981323242,小幅走強,等待確認,風險穩定,40.0,,4.0,,,2026-07-09,TWSE T86 official,official-only,
6214.TW,精誠,資訊服務業,chip_watch,False,False,True,kronos,0.017202131424216116,60.321278854529666,50.7,69.0,94.07407407407402,64.97591894921928,143.5,145.968505859375,盤中強勢,等待確認,風險穩定,40.5,,9.0,,,2026-07-09,TWSE T86 official,official-only,
4439.TW,冠星-KY,紡織纖維,chip_watch,False,False,True,kronos,0.015198207137608222,59.11892428256493,50.7,69.0,94.21052631578945,64.50862234460492,101.0,102.53501892089844,盤中強勢,等待確認,風險穩定,40.0,,3.0,,,2026-07-09,TWSE T86 official,official-only,
6934.TW,心誠鎂,生技醫療業,chip_watch,False,False,True,kronos,0.01648293896924491,59.88976338154694,50.7,54.0,100.0,62.39590535261878,79.69999694824219,81.01368713378906,盤中強勢,等待確認,風險穩定,40.0,,5.0,,,2026-07-09,TWSE T86 official,official-only,
2528.TW,皇普,建材營造,chip_watch,False,False,True,kronos,0.044281242242103946,76.56874534526237,50.7,40.0,59.48081264108353,62.21557940221331,22.450000762939453,23.444114685058594,小幅走強,等待確認,風險穩定,40.1,,3.0,,,2026-07-09,TWSE T86 official,official-only,
7823.TW,奧義賽博-KY創,數位雲端,chip_confirmed,False,False,True,kronos,0.01919445624843097,61.51667374905858,50.7,46.0,91.76610978520287,60.62328047814373,88.80000305175781,90.50447082519531,盤中強勢,觀察,風險穩定,40.0,,7.0,,,2026-07-09,TWSE T86 official,official-only,
8467.TW,波力-KY,運動休閒,chip_watch,False,False,True,kronos,0.028446647277565518,67.06798836653931,50.7,50.0,59.29203539823003,60.39639888643873,114.5,117.75714111328125,小幅走強,觀察,風險穩定,40.0,,5.0,,,2026-07-09,TWSE T86 official,official-only,
8404.TW,百和興業-KY,其他,chip_watch,False,False,True,kronos,0.008264837186215512,54.958902311729304,50.7,74.0,54.19161676646718,59.842722601338444,16.799999237060547,16.9388484954834,小幅走強,觀察,風險穩定,40.0,,4.0,,,2026-07-09,TWSE T86 official,official-only,
6176.TW,瑞儀,光電業,chip_watch,False,False,True,kronos,0.027251422995786978,66.35085379747218,50.7,54.0,47.68976897689758,59.74931841667864,90.5999984741211,93.06897735595703,小幅走弱,觀察,風險穩定,40.2,,6.0,,,2026-07-09,TWSE T86 official,official-only,
2908.TW,特力,貿易百貨,chip_watch,False,False,True,kronos,-0.005998065765205118,46.40116054087693,50.7,74.0,54.838709677419374,56.484335184092714,21.850000381469727,21.718942642211914,小幅走強,觀察,Kronos 預期報酬為負,40.0,,4.0,,,2026-07-09,TWSE T86 official,official-only,
6869.TW,雲豹能源,綠能環保,chip_watch,False,False,True,kronos,0.01536808722712868,59.220852336277204,50.7,50.0,45.11854951185498,55.84019588569638,71.19999694824219,72.29420471191406,小幅走弱,觀察,風險穩定,40.0,,4.0,,,2026-07-09,TWSE T86 official,official-only,
6957.TW,裕慶-KY,其他,chip_watch,False,False,True,kronos,0.00916780093973757,55.50068056384254,50.7,54.0,51.67464114832541,55.80773634036956,209.5,211.420654296875,持平,觀察,風險穩定,40.0,,7.0,,,2026-07-09,TWSE T86 official,official-only,
4737.TW,華廣,生技醫療業,chip_watch,False,False,True,kronos,0.007580639996816574,54.548383998089946,50.7,50.0,61.0526315789474,55.56461675713072,57.900001525878906,58.33892059326172,盤中強勢,觀察,風險穩定,40.0,,5.0,,,2026-07-09,TWSE T86 official,official-only,
8150.TW,南茂,半導體業,legacy_watch,True,False,False,kronos,0.16243202665932155,100.0,59.0,50.0,50.0,74.3,117.0,136.00454711914062,無即時資料,研究重點,風險穩定,0.0,0.0,1.0,0.0,,2026-07-09,TWSE T86 official,degraded,
2330.TW,台積電,半導體業,legacy_watch,True,False,False,kronos,0.10956869500517596,100.0,59.0,40.0,50.0,72.3,2415.0,2679.6083984375,無即時資料,研究重點,技術結構偏空,0.0,,0.0,,,2026-07-09,TWSE T86 official,official-only,
