symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers
8150.TW,南茂,半導體業,chip_watch,True,False,True,kronos,0.13199204664963937,100.0,59.0,50.0,100.0,79.3,117.0,132.4430694580078,盤中強勢,研究重點,風險穩定,0.0,20054.0,1.0,1.0,摩根大通,2026-07-09,TWSE T86 official + HiStock branch,official+broker,摩根大通、元大、群益金鼎、台灣摩根士丹利、美商高盛、凱基-台北、富邦、元大-松江、凱基-信義、元大-竹科
6202.TW,盛群,半導體業,chip_confirmed,True,False,True,kronos,0.1228126381071275,100.0,59.0,42.0,100.0,77.69999999999999,73.30000305175781,82.30216979980469,盤中強勢,研究重點,風險穩定,41.7,,4.0,,,2026-07-09,TWSE T86 official,official-only,
2401.TW,凌陽,半導體業,chip_watch,False,False,True,kronos,0.16138446692264452,100.0,59.0,58.0,71.875,78.0875,33.0,38.325687408447266,盤中強勢,研究重點,風險穩定,40.7,,3.0,,,2026-07-09,TWSE T86 official,official-only,
3653.TW,健策,電子零組件業,chip_watch,False,False,True,kronos,0.08648390271548356,100.0,50.7,42.0,51.093749999999936,71.14937499999999,3205.0,3482.180908203125,持平,研究重點,技術結構偏空,40.0,,3.0,,,2026-07-09,TWSE T86 official,official-only,
2417.TW,圓剛,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.08461379724794771,100.0,50.7,40.0,50.77777777777774,70.71777777777777,45.04999923706055,48.86185073852539,持平,研究重點,風險穩定,40.0,,4.0,,,2026-07-09,TWSE T86 official,official-only,
6230.TW,尼得科超眾,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.049144498763545874,79.48669925812752,50.7,52.0,64.40329218106997,66.275008921358,124.0,130.0939178466797,盤中強勢,等待確認,風險穩定,40.0,,9.0,,,2026-07-09,TWSE T86 official,official-only,
4439.TW,冠星-KY,紡織纖維,chip_watch,False,False,True,kronos,0.02136245576461948,62.81747345877169,50.7,69.0,94.21052631578945,65.98804201508761,101.0,103.15760803222656,盤中強勢,等待確認,風險穩定,40.0,,3.0,,,2026-07-09,TWSE T86 official,official-only,
2434.TW,統懋,半導體業,chip_watch,False,False,True,kronos,0.01844200388447992,61.06520233068795,59.0,61.0,100.0,65.92608093227518,62.099998474121094,63.24524688720703,盤中強勢,等待確認,風險穩定,40.0,,4.0,,,2026-07-09,TWSE T86 official,official-only,
2618.TW,長榮航,航運業,chip_watch,False,False,True,kronos,0.048217582633956146,78.93054958037368,50.7,58.0,45.608531994981185,65.37307303164759,39.599998474121094,41.50941467285156,小幅走弱,等待確認,風險穩定,0.0,35405.0,3.0,3.0,台灣摩根士丹利,2026-07-09,TWSE T86 official + HiStock branch,official+broker,台灣摩根士丹利、摩根大通、美商高盛、凱基-台北、美林、法銀巴黎、新加坡商瑞銀、新光、合庫-自強、國泰-忠孝
8467.TW,波力-KY,運動休閒,chip_watch,False,False,True,kronos,0.04051281791587069,74.30769074952241,50.7,50.0,59.29203539823003,63.29227983963197,114.5,119.13871765136719,小幅走強,等待確認,風險穩定,40.0,,5.0,,,2026-07-09,TWSE T86 official,official-only,
2597.TW,潤弘,建材營造,chip_watch,False,False,True,kronos,0.02149261565165994,62.895569390995966,50.7,62.0,56.28742514970053,60.82697027136844,168.5,172.1215057373047,小幅走強,觀察,風險穩定,40.0,,4.0,,,2026-07-09,TWSE T86 official,official-only,
6869.TW,雲豹能源,綠能環保,chip_watch,False,False,True,kronos,0.03494766470866972,70.96859882520184,50.7,50.0,45.11854951185498,60.53929448126624,71.19999694824219,73.68827056884766,小幅走弱,觀察,風險穩定,40.0,,4.0,,,2026-07-09,TWSE T86 official,official-only,
1423.TW,利華,紡織纖維,chip_watch,False,False,True,kronos,0.028219454459029514,66.9316726754177,50.7,50.0,52.85714285714289,59.698383355881376,36.900001525878906,37.94129943847656,小幅走強,觀察,風險穩定,40.0,,5.0,,,2026-07-09,TWSE T86 official,official-only,
3005.TW,神基,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.017829145703996963,60.697487422398176,50.7,49.0,79.30232558139534,59.6492275270988,112.0,113.99686431884766,盤中強勢,觀察,風險穩定,40.6,,5.0,,,2026-07-09,TWSE T86 official,official-only,
6957.TW,裕慶-KY,其他,chip_watch,False,False,True,kronos,0.020320482640960646,62.192289584576386,50.7,54.0,51.67464114832541,58.48437994866309,209.5,213.75714111328125,持平,觀察,風險穩定,40.0,,8.0,,,2026-07-09,TWSE T86 official,official-only,
6689.TW,伊雲谷,數位雲端,chip_watch,False,False,True,kronos,0.022147307466456878,63.288384479874125,50.7,50.0,52.20125786163514,58.17547957811316,63.79999923706055,65.21299743652344,小幅走強,觀察,風險穩定,40.0,,5.0,,,2026-07-09,TWSE T86 official,official-only,
6965.TW,中傑-KY,運動休閒,chip_watch,False,False,True,kronos,0.016842651367187544,60.10559082031253,50.7,50.0,56.17906683480456,57.30014301160547,80.0,81.347412109375,小幅走強,觀察,風險穩定,40.0,,5.0,,,2026-07-09,TWSE T86 official,official-only,
2441.TW,超豐,半導體業,legacy_watch,True,False,False,kronos,0.0016821626973400061,51.009297618404005,59.0,50.0,50.0,54.7037190473616,144.5,144.74307250976562,無即時資料,觀察,風險穩定,40.7,,1.0,,,2026-07-09,TWSE T86 official,official-only,
