symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers
6770.TW,力積電,半導體業,chip_watch,True,False,True,kronos,0.047798812114469014,78.6792872686814,50.0,61.0,100.0,71.17171490747256,81.5999984741211,85.50038146972656,盤中強勢,研究重點,風險穩定,0.0,30631.0,1.0,1.0,美林,2026-06-18,TWSE T86 official + HiStock branch,official+broker,美林、台灣摩根士丹利、美商高盛、玉山、元大、永豐金、富邦、凱基-中壢、國票、富隆40040074群益金鼎-台南32388-35573.77凱基-鳳山
8021.TW,尖點,其他電子業,chip_watch,False,False,True,kronos,0.10550383733595092,100.0,50.0,54.0,98.98710865561696,78.1987108655617,581.0,642.2977294921875,盤中強勢,研究重點,風險穩定,40.0,,3.0,,,2026-06-18,TWSE T86 official,official-only,
8499.TW,鼎炫-KY,其他電子業,chip_confirmed,False,False,True,kronos,0.2509865466459298,100.0,50.0,52.0,96.05263157894743,77.50526315789475,324.0,405.31964111328125,盤中強勢,研究重點,風險穩定,40.0,,3.0,,,2026-06-18,TWSE T86 official,official-only,
3715.TW,定穎投控,電子零組件業,chip_watch,False,False,True,kronos,0.14371135486122277,100.0,50.0,46.0,100.0,76.7,194.5,222.4518585205078,盤中強勢,研究重點,風險穩定,40.4,,5.0,,,2026-06-18,TWSE T86 official,official-only,
2383.TW,台光電,電子零組件業,chip_watch,False,False,True,kronos,0.1070180056330472,100.0,50.0,44.0,78.12499999999997,74.1125,5825.0,6448.3798828125,盤中強勢,研究重點,風險穩定,40.2,,4.0,,,2026-06-18,TWSE T86 official,official-only,
1806.TW,冠軍,玻璃陶瓷,chip_watch,False,False,True,kronos,0.07656088083729129,95.93652850237477,50.0,48.0,49.14841849148422,70.38945325009834,8.210000038146973,8.8385648727417,持平,研究重點,風險穩定,40.0,,4.0,,,2026-06-18,TWSE T86 official,official-only,
7795.TW,長廣,電子零組件業,chip_watch,False,False,True,kronos,0.04282766540933336,75.69659924560001,50.0,61.0,100.0,69.97863969824002,451.0,470.3152770996094,盤中強勢,等待確認,風險穩定,40.0,,3.0,,,2026-06-18,TWSE T86 official,official-only,
1337.TW,再生-KY,塑膠工業,chip_watch,False,False,True,kronos,0.07160592516886166,92.963555101317,50.0,50.0,47.23865877712022,69.40928791823882,5.050000190734863,5.411610126495361,小幅走弱,等待確認,風險穩定,40.0,,3.0,,,2026-06-18,TWSE T86 official,official-only,
2634.TW,漢翔,航運業,chip_watch,False,False,True,kronos,0.027917721926682626,66.75063315600957,50.0,61.0,93.00847457627114,65.70110072003095,50.099998474121094,51.49867630004883,盤中強勢,等待確認,風險穩定,40.0,,8.0,,,2026-06-18,TWSE T86 official,official-only,
4588.TW,玖鼎電力,其他電子業,chip_watch,False,False,True,kronos,0.0481929306156379,78.91575836938273,50.0,38.0,66.58206429780034,63.32450977753313,60.5,63.415672302246094,盤中強勢,等待確認,風險穩定,40.0,,6.0,,,2026-06-18,TWSE T86 official,official-only,
