symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,official_broker_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry,dip_reversal
8150.TW,南茂,半導體業,chip_watch,True,False,True,kronos,0.017068416514295137,60.24104990857708,52.0,54.0,100.0,75.0,62.38436746800198,94.0,95.60443115234375,盤中強勢,等待確認,風險穩定,,,43.0,,,3.0,,,2026-09-18,TWSE T86 official,official-only,,True,True,False
6239.TW,力成,半導體業,chip_watch,True,False,True,kronos,0.02406042394503749,64.4362543670225,52.0,38.0,74.22586520947175,75.0,57.84527554940505,284.0,290.8331604003906,盤中強勢,觀察,風險穩定,,,40.7,,,3.0,,,2026-09-18,TWSE T86 official,official-only,,True,True,False
3042.TW,晶技,電子零組件業,chip_watch,False,False,True,kronos,0.3218201841442243,100.0,50.0,40.0,73.52941176470596,75.0,70.9429411764706,184.5,243.87582397460938,盤中強勢,研究重點,風險穩定,,,40.9,,,6.0,,,2026-09-18,TWSE T86 official,official-only,,True,True,False
4746.TW,台耀,生技醫療業,chip_watch,False,False,True,kronos,0.11500463583391984,100.0,50.0,52.0,52.938090241343176,75.0,71.20380902413432,47.849998474121094,53.352970123291016,小幅走強,研究重點,風險穩定,,,40.1,,,5.0,,,2026-09-18,TWSE T86 official,official-only,,False,True,False
2362.TW,藍天,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.10596574488534682,100.0,50.0,45.0,65.53911205074006,75.0,70.463911205074,48.349998474121094,53.47344207763672,盤中強勢,研究重點,風險穩定,,,40.1,,,3.0,,,2026-09-18,TWSE T86 official,official-only,,False,False,False
2377.TW,微星,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.07714824061239911,96.28894436743947,50.0,50.0,59.15032679738559,75.0,70.12616320834238,155.0,166.95797729492188,小幅走強,研究重點,風險穩定,,,40.1,,,6.0,,,2026-09-18,TWSE T86 official,official-only,,False,False,False
2233.TW,宇隆,汽車工業,chip_watch,False,False,True,kronos,0.2054769256968556,100.0,50.0,38.0,72.29299363057325,75.0,69.72929936305734,162.0,195.28726196289062,盤中強勢,等待確認,技術結構偏空,,,40.0,,,3.0,,,2026-09-18,TWSE T86 official,official-only,,False,False,False
3338.TW,泰碩,電子零組件業,chip_watch,False,False,True,kronos,0.028215408325195312,66.92924499511719,50.0,70.0,71.21212121212119,75.0,65.04644786950314,68.0,69.91864776611328,盤中強勢,等待確認,風險穩定,,,40.0,,,6.0,,,2026-09-18,TWSE T86 official,official-only,,False,False,False
6589.TW,台康生技,生技醫療業,chip_confirmed,False,False,True,kronos,0.039493770136190376,73.69626208171422,50.0,42.0,70.5078125,75.0,61.75447297859998,52.70000076293945,54.78132247924805,盤中強勢,觀察,風險穩定,51.5,58.0,40.1,,,5.0,,,2026-09-18,TWSE T86 official,official-only,,False,False,False
2880.TW,華南金,金融保險業,chip_watch,False,False,True,kronos,0.0399170229318937,73.95021375913622,50.0,53.0,46.34655532359084,75.0,61.63723034805677,47.650001525878906,49.55204772949219,小幅走弱,觀察,風險穩定,,,40.2,,,10.0,,,2026-09-18,TWSE T86 official,official-only,,False,False,False
2466.TW,冠西電,光電業,chip_watch,False,False,True,kronos,0.021995688384433887,63.19741303066033,50.0,50.0,73.90243902439026,75.0,59.71933846317014,106.0,108.33154296875,盤中強勢,觀察,風險穩定,,,40.1,,,4.0,,,2026-09-18,TWSE T86 official,official-only,,False,False,False
2489.TW,瑞軒,光電業,legacy_watch,True,False,False,kronos,0.103106986572439,100.0,50.0,42.0,65.39351851851849,75.0,64.93935185185185,44.150001525878906,48.70217514038086,盤中強勢,等待確認,技術結構偏空,,,0.0,,,0.0,,,2026-09-18,TWSE T86 official,official-only,,False,False,False
