symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers
3481.TW,群創,光電業,chip_watch,True,False,True,kronos,0.11681212739689673,100.0,50.0,42.0,52.07715133531141,71.10771513353114,67.5999984741211,75.49649810791016,持平,研究重點,技術結構偏空,0.0,41139.0,0.0,1.0,台灣摩根士丹利,2026-06-30,TWSE T86 official + HiStock branch,official+broker,台灣摩根士丹利、元大、統一、新加坡商瑞銀、美林、法銀巴黎、國泰、富邦、港商野村、花旗環球
2337.TW,旺宏,半導體業,chip_watch,True,False,True,kronos,0.032842262504027,69.7053575024162,54.3,56.0,59.75609756097569,63.41775275706405,145.5,150.27854919433594,小幅走強,等待確認,風險穩定,0.0,9966.0,0.0,1.0,兆豐-中壢,2026-06-30,TWSE T86 official + HiStock branch,official+broker,兆豐-中壢、元大、國泰-敦南、永豐金、富邦-永和、台新-安南、永豐金-信義、富邦-建國、台新、元大-信義安和
4590.TW,富田-創,電機機械,chip_confirmed,False,False,True,kronos,0.1987002979625354,100.0,50.0,46.0,100.0,76.7,88.0,105.48562622070312,盤中強勢,研究重點,風險穩定,40.0,,3.0,,,2026-07-02,TWSE T86 official,official-only,
8028.TW,昇陽半導體,半導體業,chip_watch,False,False,True,kronos,0.16762005929455936,100.0,54.3,52.0,69.07051282051276,75.66705128205128,320.5,374.22222900390625,盤中強勢,研究重點,風險穩定,40.2,,6.0,,,2026-07-02,TWSE T86 official,official-only,
6515.TW,穎崴,半導體業,chip_watch,False,False,True,kronos,0.09897581565520941,100.0,54.3,38.0,83.07086614173222,74.26708661417322,9310.0,10231.46484375,盤中強勢,研究重點,風險穩定,40.0,,4.0,,,2026-07-02,TWSE T86 official,official-only,
1806.TW,冠軍,玻璃陶瓷,chip_watch,False,False,True,kronos,0.1210295048077703,100.0,50.0,50.0,64.76426799007447,73.97642679900744,8.229999542236328,9.226072311401367,盤中強勢,研究重點,風險穩定,40.1,,3.0,,,2026-07-02,TWSE T86 official,official-only,
4540.TW,全球傳動,電機機械,chip_watch,False,False,True,kronos,0.06487220366001534,88.9233221960092,50.0,52.0,100.0,73.46932887840367,62.29999923706055,66.34153747558594,盤中強勢,研究重點,風險穩定,40.0,,4.0,,,2026-07-02,TWSE T86 official,official-only,
7780.TW,大研生醫*,食品工業,chip_watch,False,False,True,kronos,0.08441175146601676,100.0,50.0,50.0,55.86592178770955,73.08659217877096,18.049999237060547,19.573631286621094,小幅走強,研究重點,風險穩定,40.1,,5.0,,,2026-07-02,TWSE T86 official,official-only,
3050.TW,鈺德,光電業,chip_watch,False,False,True,kronos,0.10463116344175893,100.0,50.0,42.0,64.17004048583001,72.317004048583,12.600000381469727,13.918353080749512,盤中強勢,研究重點,技術結構偏空,40.0,,3.0,,,2026-07-02,TWSE T86 official,official-only,
2608.TW,嘉里大榮,航運業,chip_watch,False,False,True,kronos,0.08547407595901779,100.0,50.0,50.0,47.582037996545814,72.25820379965458,28.850000381469727,31.315927505493164,小幅走弱,研究重點,風險穩定,40.0,,3.0,,,2026-07-02,TWSE T86 official,official-only,
3029.TW,零壹,資訊服務業,chip_watch,False,False,True,kronos,0.07240175733379295,93.44105440027576,50.0,52.0,69.75806451612894,72.25222821172319,102.0,109.38497924804688,盤中強勢,研究重點,風險穩定,40.1,,3.0,,,2026-07-02,TWSE T86 official,official-only,
6781.TW,AES-KY,電子零組件業,chip_watch,False,False,True,kronos,0.11920008995720965,100.0,50.0,40.0,64.83050847457623,71.98305084745762,1205.0,1348.6361083984375,盤中強勢,研究重點,風險穩定,40.0,,3.0,,,2026-07-02,TWSE T86 official,official-only,
3058.TW,立德,電子零組件業,chip_watch,False,False,True,kronos,0.21057397777773645,100.0,50.0,40.0,64.69613259668503,71.9696132596685,9.239999771118164,11.18570327758789,盤中強勢,研究重點,技術結構偏空,40.1,,3.0,,,2026-07-02,TWSE T86 official,official-only,
4912.TW,聯德控股-KY,電子零組件業,chip_watch,False,False,True,kronos,0.15066200078919878,100.0,50.0,42.0,53.27102803738322,71.22710280373832,86.0,98.9569320678711,小幅走強,研究重點,技術結構偏空,40.0,,3.0,,,2026-07-02,TWSE T86 official,official-only,
2485.TW,兆赫,通信網路業,chip_watch,False,False,True,kronos,0.07579716050853191,95.47829630511914,50.0,54.0,47.33333333333333,71.224651855381,52.29999923706055,56.264190673828125,小幅走弱,研究重點,風險穩定,40.1,,5.0,,,2026-07-02,TWSE T86 official,official-only,
2104.TW,國際中橡,橡膠工業,chip_watch,False,False,True,kronos,0.06214267433928278,87.28560460356967,50.0,56.0,73.78640776699028,70.9928826181269,10.649999618530273,11.311819076538086,盤中強勢,研究重點,風險穩定,40.3,,3.0,,,2026-07-02,TWSE T86 official,official-only,
6614.TW,資拓宏宇,數位雲端,chip_watch,False,False,True,kronos,0.27957042021730305,100.0,50.0,40.0,54.408060453400566,70.94080604534005,39.95000076293945,51.118839263916016,小幅走強,研究重點,技術結構偏空,40.0,,3.0,,,2026-07-02,TWSE T86 official,official-only,
1441.TW,大東,紡織纖維,chip_watch,False,False,True,kronos,0.0735234086881762,94.11404521290572,50.0,38.0,77.13178294573649,70.45879637973594,9.380000114440918,10.069649696350098,盤中強勢,研究重點,風險穩定,40.0,,3.0,,,2026-07-02,TWSE T86 official,official-only,
