symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers
8114.TW,振樺電,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.15693942944392325,100.0,50.0,55.0,87.46958637469581,77.24695863746958,216.5,250.47738647460938,盤中強勢,研究重點,風險穩定,40.1,,4.0,,,2026-07-07,TWSE T86 official,official-only,
2712.TW,遠雄來,觀光餐旅,chip_watch,False,False,True,kronos,0.1834508604922538,100.0,50.0,49.0,50.0,72.3,14.75,17.455900192260742,持平,研究重點,風險穩定,40.0,,3.0,,,2026-07-07,TWSE T86 official,official-only,
4178.TW,永笙-KY,生技醫療業,chip_watch,False,False,True,kronos,0.26553085502094453,100.0,50.0,40.0,51.88172043010737,70.68817204301074,18.649999618530273,23.602149963378906,持平,研究重點,風險穩定,40.0,,3.0,,,2026-07-07,TWSE T86 official,official-only,
4164.TW,承業醫,生技醫療業,chip_watch,False,False,True,kronos,0.07127771371015124,92.76662822609075,50.0,50.0,48.81355932203392,69.48800722263968,29.450000762939453,31.549129486083984,持平,等待確認,風險穩定,40.0,,3.0,,,2026-07-07,TWSE T86 official,official-only,
2527.TW,宏璟,建材營造,chip_watch,False,False,True,kronos,0.05493325443655572,82.95995266193344,50.0,49.0,50.0,65.48398106477337,42.599998474121094,44.940155029296875,持平,等待確認,風險穩定,40.0,,3.0,,,2026-07-07,TWSE T86 official,official-only,
1477.TW,聚陽,紡織纖維,chip_watch,False,False,True,kronos,0.04561619933686556,77.36971960211933,50.0,54.0,54.5652173913044,64.70440957997818,231.5,242.06015014648438,小幅走強,等待確認,風險穩定,40.4,,3.0,,,2026-07-07,TWSE T86 official,official-only,
1614.TW,三洋電,電器電纜,chip_watch,False,False,True,kronos,0.05725682756751338,84.35409654050802,50.0,40.0,54.375000000000064,64.67913861620322,32.20000076293945,34.043670654296875,小幅走強,等待確認,風險穩定,40.0,,3.0,,,2026-07-07,TWSE T86 official,official-only,
8016.TW,矽創,半導體業,chip_confirmed,False,False,True,kronos,0.022965517911043953,63.77931074662637,52.0,50.0,92.16867469879523,62.62859176853007,352.0,360.0838623046875,盤中強勢,等待確認,風險穩定,40.5,,3.0,,,2026-07-07,TWSE T86 official,official-only,
6541.TW,泰福-KY,生技醫療業,chip_watch,False,False,True,kronos,0.037018081573007455,72.21084894380448,50.0,50.0,44.11764705882347,60.79610428340414,41.29999923706055,42.8288459777832,小幅走弱,觀察,風險穩定,40.0,,3.0,,,2026-07-07,TWSE T86 official,official-only,
2939.TW,永邑-KY,貿易百貨,chip_watch,False,False,True,kronos,0.03215622719354183,69.29373631612509,50.0,54.0,46.410256410256345,60.65852016747567,19.399999618530273,20.02383041381836,小幅走弱,觀察,風險穩定,40.0,,5.0,,,2026-07-07,TWSE T86 official,official-only,
6885.TW,全福生技,生技醫療業,chip_watch,False,False,True,kronos,0.03080198489379926,68.48119093627956,50.0,48.0,56.436781609195364,60.136154535431366,21.950000762939453,22.6261043548584,小幅走強,觀察,風險穩定,40.0,,3.0,,,2026-07-07,TWSE T86 official,official-only,
2885.TW,元大金,金融保險業,chip_watch,False,False,True,kronos,0.02162572553024833,62.975435318148996,50.0,54.0,64.3274853801169,59.92292266527129,69.80000305175781,71.30947875976562,盤中強勢,觀察,風險穩定,41.7,,3.0,,,2026-07-07,TWSE T86 official,official-only,
1783.TW,和康生,生技醫療業,chip_watch,False,False,True,kronos,0.030404778309322422,68.24286698559345,50.0,50.0,50.86206896551726,59.88335369078911,40.650001525878906,41.885955810546875,持平,觀察,風險穩定,40.0,,3.0,,,2026-07-07,TWSE T86 official,official-only,
