symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,official_broker_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry,dip_reversal
1326.TW,台化,塑膠工業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,42.0,83.66500829187405,95.0,73.90650082918741,nan,nan,盤中強勢,觀察,技術結構偏空,61.70000076293945,67.30000305175781,42.4,,,3.0,,,2026-08-27,TWSE T86 official,official-only,,True,True,False
2302.TW,麗正,半導體業,legacy_watch,True,False,False,momentum-fallback,nan,100.0,52.0,50.0,50.0,95.0,67.3,nan,nan,無即時資料,觀察,風險穩定,47.849998474121094,55.349998474121094,0.0,,,0.0,,,2026-08-27,TWSE T86 official,official-only,,True,True,False
1303.TW,南亞,塑膠工業,chip_watch,True,False,True,momentum-fallback,nan,100.0,50.0,50.0,100.0,95.0,73.3,nan,nan,盤中強勢,觀察,風險穩定,,,0.0,27249.0,0.0,3.0,2.0,富邦,2026-08-27,TWSE T86 official + HiStock branch,official+broker,富邦、美商高盛、凱基-城中、凱基-台北、國票-敦北法人、群益金鼎-台北、國票-安和、統一-城中、永豐金-匯立、國泰,False,False,False
2408.TW,南亞科,半導體業,chip_watch,True,False,True,momentum-fallback,nan,100.0,52.0,57.0,82.49516441005798,95.0,72.9595164410058,nan,nan,盤中強勢,觀察,風險穩定,,,0.1,32891.0,0.0,2.0,2.0,美商高盛,2026-08-27,TWSE T86 official + HiStock branch,official+broker,美商高盛、新加坡商瑞銀、台灣摩根士丹利、摩根大通、元大、美林、港商野村、凱基、凱基-台北、統一,False,False,False
2609.TW,陽明,航運業,chip_watch,True,False,True,momentum-fallback,nan,100.0,50.0,58.0,53.64583333333328,95.0,69.46458333333334,nan,nan,小幅走強,觀察,風險穩定,,,0.0,15554.0,0.0,1.0,1.0,台灣摩根士丹利,2026-08-27,TWSE T86 official + HiStock branch,official+broker,台灣摩根士丹利、凱基-台北、美林、元大、法銀巴黎、永豐金-彰化、群益金鼎、永豐金-北高雄、富邦-高雄、富邦,False,False,False
2371.TW,大同,電機機械,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,65.0,89.24050632911388,95.0,79.08405063291139,nan,nan,盤中強勢,觀察,風險穩定,28.049999237060547,29.999998092651367,42.6,,,3.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
2491.TW,吉祥全,光電業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,100.0,95.0,78.52,nan,nan,盤中強勢,觀察,風險穩定,,,40.2,,,3.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
6108.TW,競國,電子零組件業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,82.30769230769235,95.0,76.75076923076924,nan,nan,盤中強勢,觀察,風險穩定,,,40.2,,,3.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
2637.TW,慧洋-KY,航運業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,76.09649122807014,95.0,76.73964912280701,nan,nan,盤中強勢,觀察,風險穩定,,,40.3,,,5.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
2392.TW,正崴,電子零組件業,chip_watch,False,False,True,momentum-fallback,nan,100.0,50.0,58.0,73.25581395348837,95.0,76.48558139534885,nan,nan,盤中強勢,觀察,風險穩定,,,40.6,,,5.0,,,2026-08-27,TWSE T86 official,official-only,,False,False,False
