symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
2409.TW,友達,光電業,chip_watch,False,False,True,kronos,0.18274787620261868,100.0,50.9,61.0,100.0,75.0,73.135,27.0,31.934192657470703,盤中強勢,研究重點,風險穩定,25.600000381469727,29.200000762939453,0.0,30771.0,2.0,1.0,港商野村,2026-08-07,TWSE T86 official + HiStock branch,official+broker,港商野村、凱基-台北、摩根大通、德信、凱基-市府、新加坡商瑞銀、美林、康和、台新-新興、兆豐-台中,True,True
9958.TW,世紀鋼,鋼鐵工業,chip_watch,False,False,True,kronos,0.05355446914146689,82.13268148488012,50.9,42.0,65.41850220264314,75.0,64.34328873997235,116.0,122.21231842041016,盤中強勢,等待確認,技術結構偏空,,,40.2,,9.0,,,2026-08-10,TWSE T86 official,official-only,,True,True
8150.TW,南茂,半導體業,legacy_watch,True,False,False,kronos,0.038428495862018464,73.05709751721108,55.5,46.0,50.0,75.0,55.894984131023875,92.9000015258789,96.47000885009766,無即時資料,觀察,風險穩定,,,0.0,0.0,1.0,0.0,,2026-08-10,TWSE T86 official,degraded,,False,True
3006.TW,晶豪科,半導體業,chip_watch,True,False,True,kronos,0.06199687535446907,87.19812521268145,55.5,46.0,100.0,75.0,71.1243438244385,275.5,292.58013916015625,盤中強勢,研究重點,風險穩定,,,40.8,,6.0,,,2026-08-10,TWSE T86 official,official-only,,False,False
6715.TW,嘉基,電子零組件業,chip_watch,False,False,True,kronos,0.10721845246410755,100.0,50.9,40.0,100.0,75.0,73.335,363.5,402.4739074707031,盤中強勢,研究重點,風險穩定,,,40.0,,4.0,,,2026-08-10,TWSE T86 official,official-only,,False,False
6753.TW,龍德造船,航運業,chip_watch,False,False,True,kronos,0.07762489856128951,96.57493913677371,50.9,49.0,86.29629629629628,75.0,72.27585832750043,142.0,153.02273559570312,盤中強勢,研究重點,風險穩定,,,40.1,,3.0,,,2026-08-10,TWSE T86 official,official-only,,False,False
6213.TW,聯茂,電子零組件業,chip_watch,False,False,True,kronos,0.23859306469298236,100.0,50.9,55.0,100.0,75.0,72.13499999999999,427.5,529.49853515625,盤中強勢,研究重點,風險穩定,,,0.0,6930.0,2.0,2.0,摩根大通,2026-08-07,TWSE T86 official + HiStock branch,official+broker,摩根大通、美林、美商高盛、凱基-台北、富邦-仁愛、港商野村、合庫-新竹、富邦-新店、群益金鼎、元大-敦南,False,False
3543.TW,州巧,光電業,chip_watch,False,False,True,kronos,0.19945834330375622,100.0,50.9,32.0,84.02777777777781,75.0,70.13777777777779,37.75,45.2795524597168,盤中強勢,研究重點,技術結構偏空,,,40.0,,4.0,,,2026-08-10,TWSE T86 official,official-only,,False,False
2009.TW,第一銅,鋼鐵工業,chip_watch,False,False,True,kronos,0.07102023184507233,92.6121391070434,50.9,50.0,45.614035087719316,75.0,67.61065219623711,39.650001525878906,42.4659538269043,小幅走弱,等待確認,風險穩定,,,40.0,,6.0,,,2026-08-10,TWSE T86 official,official-only,,False,False
2465.TW,麗臺,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.05108336181450479,80.65001708870287,50.9,41.0,100.0,75.0,67.122505981046,93.5999984741211,98.38140106201172,盤中強勢,等待確認,風險穩定,,,40.6,,7.0,,,2026-08-10,TWSE T86 official,official-only,,False,False
1229.TW,聯華,食品工業,chip_watch,False,False,True,kronos,0.07409782177041135,94.45869306224681,50.9,42.0,50.861008610086245,75.0,66.581643432795,40.70000076293945,43.715782165527344,持平,等待確認,技術結構偏空,,,40.0,,3.0,,,2026-08-10,TWSE T86 official,official-only,,False,False
2371.TW,大同,電機機械,chip_watch,False,False,True,kronos,0.03192688193041904,69.15612915825142,50.9,54.0,72.92870905587674,75.0,62.94251611097567,26.799999237060547,27.6556396484375,盤中強勢,等待確認,風險穩定,26.0,28.700000762939453,40.1,,9.0,,,2026-08-10,TWSE T86 official,official-only,,False,False
9914.TW,美利達,運動休閒,chip_confirmed,False,False,True,kronos,0.018173661342886893,60.904196805732134,50.9,45.0,95.04950495049509,75.0,60.17641937705575,86.0,87.56293487548828,盤中強勢,觀察,風險穩定,81.4000015258789,87.5,40.2,,4.0,,,2026-08-10,TWSE T86 official,official-only,,False,False
7827.TW,漢康-KY創,生技醫療業,chip_watch,False,False,True,kronos,0.020006561279296786,62.00393676757807,50.9,50.0,67.94871794871788,75.0,58.83124966352411,160.0,163.2010498046875,盤中強勢,觀察,風險穩定,157.5,183.0,40.0,,4.0,,,2026-08-10,TWSE T86 official,official-only,,False,False
