symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
3029.TW,零壹,資訊服務業,chip_watch,False,False,True,kronos,0.010267005119149575,56.16020307148975,51.1,45.0,100.0,75.0,58.77107107502141,109.5,110.62423706054688,盤中強勢,觀察,風險穩定,,,40.5,,3.0,,,2026-07-31,TWSE T86 official,official-only,,True,True
8150.TW,南茂,半導體業,chip_watch,True,False,True,kronos,0.2591574016635654,100.0,52.0,72.0,100.0,75.0,75.6,72.5999984741211,91.41482543945312,盤中強勢,研究重點,風險穩定,,,0.0,0.0,3.0,0.0,,2026-07-31,TWSE T86 official,degraded,,False,False
2344.TW,華邦電,半導體業,chip_watch,True,False,True,kronos,0.08796457143930292,100.0,52.0,47.0,100.0,75.0,69.89999999999999,130.0,141.43539428710938,盤中強勢,等待確認,風險穩定,,,0.0,34225.0,0.0,1.0,台灣摩根士丹利,2026-07-30,TWSE T86 official + HiStock branch,official+broker,台灣摩根士丹利、摩根大通、凱基-台北、新加坡商瑞銀、美商高盛、美林、兆豐、港商野村、玉山-台南、兆豐-松德,False,False
3535.TW,晶彩科,光電業,chip_watch,False,False,True,kronos,0.24808644193234053,100.0,51.1,51.0,100.0,75.0,75.56500000000001,77.0999984741211,96.22746276855469,盤中強勢,研究重點,風險穩定,,,40.0,,4.0,,,2026-07-31,TWSE T86 official,official-only,,False,False
2367.TW,燿華,電子零組件業,chip_watch,False,False,True,kronos,0.13957609780001246,100.0,51.1,48.0,100.0,75.0,75.275,36.29999923706055,41.36661148071289,盤中強勢,研究重點,風險穩定,,,40.1,,10.0,,,2026-07-31,TWSE T86 official,official-only,,False,False
6215.TW,和椿,其他電子業,chip_watch,False,False,True,kronos,0.22490502506322252,100.0,51.1,50.0,100.0,75.0,75.065,86.5,105.95428466796875,盤中強勢,研究重點,風險穩定,,,40.0,,3.0,,,2026-07-31,TWSE T86 official,official-only,,False,False
6443.TW,元晶,光電業,chip_watch,False,False,True,kronos,0.33371180484169405,100.0,51.1,44.0,97.19101123595502,75.0,74.1841011235955,23.75,31.675655364990234,盤中強勢,研究重點,技術結構偏空,,,40.0,,5.0,,,2026-07-31,TWSE T86 official,official-only,,False,False
2485.TW,兆赫,通信網路業,chip_watch,False,False,True,kronos,0.21145459155102708,100.0,51.1,42.0,100.0,75.0,74.085,35.75,43.30950164794922,盤中強勢,研究重點,技術結構偏空,,,40.2,,5.0,,,2026-07-31,TWSE T86 official,official-only,,False,False
6757.TW,台灣虎航,航運業,chip_watch,False,False,True,kronos,0.12315357691658968,100.0,51.1,52.0,81.87613843351546,75.0,73.99261384335155,57.400001525878906,64.4690170288086,盤中強勢,研究重點,風險穩定,,,40.4,,4.0,,,2026-07-31,TWSE T86 official,official-only,,False,False
1519.TW,華城,電機機械,chip_watch,False,False,True,kronos,0.11323112325465434,100.0,51.1,39.0,94.34389140271493,75.0,72.30938914027149,705.0,784.8279418945312,盤中強勢,研究重點,風險穩定,,,40.1,,3.0,,,2026-07-31,TWSE T86 official,official-only,,False,False
6919.TW,康霈*,生技醫療業,chip_watch,False,False,True,kronos,0.14039137756940234,100.0,51.1,50.0,50.0,75.0,70.675,103.0,117.46031188964844,持平,研究重點,風險穩定,,,40.1,,5.0,,,2026-07-31,TWSE T86 official,official-only,,False,False
2610.TW,華航,航運業,chip_watch,False,False,True,kronos,0.06596122581552133,89.5767354893128,51.1,50.0,72.5806451612903,75.0,70.06492193738852,22.399999618530273,23.877531051635742,盤中強勢,研究重點,風險穩定,,,47.9,,6.0,,,2026-07-31,TWSE T86 official,official-only,,False,False
