symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
6873.TW,泓德能源,綠能環保,chip_watch,False,False,True,kronos,0.24035293091992482,100.0,50.0,32.0,52.40549828178693,75.0,66.5405498281787,87.5999984741211,108.65491485595703,小幅走強,等待確認,技術結構偏空,,,40.0,,3.0,,,2026-07-22,TWSE T86 official,official-only,,True,True
6770.TW,力積電,半導體業,chip_watch,True,False,True,kronos,0.038914855172409224,73.34891310344554,53.8,75,80.10752688172056,75.0,64.452872274378,67.9000015258789,70.54232025146484,盤中強勢,等待確認,風險穩定,,,0.0,8054.0,0.0,1.0,凱基,2026-07-21,TWSE T86 official + HiStock branch,official+broker,"凱基、富邦、港商麥格理1,0451,04564.23台灣摩根士丹利4,9377,399-2,46264.14元大-大同、台新、富邦-南屯、凱基-台北、群益金鼎、兆豐-民生、國泰-松江、永豐金",False,False
2885.TW,元大金,金融保險業,chip_watch,True,False,True,kronos,0.05851177471932956,85.10706483159774,50.0,42.0,70.55464926590545,75.0,61.04293761764975,63.099998474121094,66.7920913696289,盤中強勢,觀察,技術結構偏空,,,0.0,31532.0,2.0,1.0,台灣摩根士丹利,2026-07-21,TWSE T86 official + HiStock branch,official+broker,"台灣摩根士丹利、美商高盛、摩根大通、新加坡商瑞銀、凱基、元大-永和、群益金鼎-大甲1,0031,00360.6港商麥格理2591,042-78360.7永興-台中、港商野村、花旗環球、元大",False,False
3481.TW,群創,光電業,chip_watch,True,False,True,kronos,0.018240283784412226,60.944170270647334,50.0,60.0,74.85207100591714,75.0,56.215666695318276,52.5,53.45761489868164,盤中強勢,觀察,風險穩定,,,0.0,20128.0,0.0,2.0,富邦,2026-07-21,TWSE T86 official + HiStock branch,official+broker,富邦、凱基-桃園、國泰-敦南、第一金-自由、元大-松江、富邦-南屯、台新-安南、國泰-台中、元大-南屯、群益金鼎-永和,False,False
3037.TW,欣興,電子零組件業,chip_watch,False,False,True,kronos,0.08556227174062836,100.0,50.0,61.0,100.0,75.0,77.16,907.0,984.60498046875,盤中強勢,研究重點,風險穩定,,,40.6,,3.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
6531.TW,愛普*,半導體業,chip_watch,False,False,True,kronos,0.466450695424353,100.0,53.8,61.0,90.79254079254073,75.0,77.05925407925409,908.0,1331.5372314453125,盤中強勢,研究重點,風險穩定,,,40.1,,4.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
6472.TW,保瑞,生技醫療業,chip_watch,False,False,True,kronos,0.07852988096557323,97.11792857934394,50.0,42.0,88.4039900249376,75.0,71.43167400526414,423.0,456.2181396484375,盤中強勢,研究重點,風險穩定,,,40.0,,4.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
6285.TW,啟碁,通信網路業,chip_watch,False,False,True,kronos,0.27100115990921436,100.0,50.0,45.0,72.85714285714282,75.0,71.19571428571427,253.0,321.56329345703125,盤中強勢,研究重點,風險穩定,,,40.1,,3.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
8112.TW,至上,電子通路業,chip_watch,False,False,True,kronos,0.12562694615595849,100.0,50.0,43.0,65.42923433874705,75.0,70.3429234338747,88.0999984741211,99.16773223876953,盤中強勢,研究重點,技術結構偏空,,,43.0,,3.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
9921.TW,巨大,運動休閒,chip_watch,False,False,True,kronos,0.17859177426803585,100.0,50.0,46.0,50.0,75.0,69.7,84.5999984741211,99.7088623046875,持平,等待確認,風險穩定,,,40.0,,5.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
1795.TW,美時,生技醫療業,chip_watch,False,False,True,kronos,0.13293972263088483,100.0,50.0,42.0,57.34908136482944,75.0,69.04490813648295,192.5,218.0908966064453,小幅走強,等待確認,技術結構偏空,,,40.1,,3.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
2385.TW,群光,電子零組件業,chip_watch,False,False,True,kronos,0.05639182793702324,83.83509676221394,50.0,52.0,63.39712918660294,75.0,66.61199678543517,106.5,112.50572967529297,盤中強勢,等待確認,風險穩定,,,40.3,,10.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
2365.TW,昆盈,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.06285265149801744,87.71159089881047,50.0,42.0,74.58193979933117,75.0,66.47725079451678,30.950000762939453,32.89529037475586,盤中強勢,等待確認,技術結構偏空,,,40.2,,3.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
2603.TW,長榮,航運業,chip_watch,False,False,True,kronos,0.030717794177601565,68.43067650656094,50.0,50.0,60.34482758620696,75.0,60.60521953591703,206.0,212.32786560058594,小幅走強,觀察,風險穩定,,,41.2,,10.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
4770.TW,上品,化學工業,chip_watch,False,False,True,kronos,0.014457618797218297,58.67457127833098,50.0,52.0,72.2222222222223,75.0,58.068322169638066,227.5,230.7891082763672,盤中強勢,觀察,風險穩定,,,40.1,,3.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
3596.TW,智易,通信網路業,chip_watch,False,False,True,kronos,0.016820800781250034,60.09248046875002,50.0,53.0,61.382113821138276,75.0,57.68057954617633,187.5,190.65390014648438,盤中強勢,觀察,風險穩定,,,40.1,,3.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
2374.TW,佳能,光電業,chip_watch,False,False,True,kronos,0.015029119044930539,59.01747142695832,50.0,57.0,55.20833333333339,75.0,57.47694833276875,67.69999694824219,68.71746826171875,小幅走強,觀察,風險穩定,,,40.0,,3.0,,,2026-07-22,TWSE T86 official,official-only,,False,False
2891.TW,中信金,金融保險業,chip_watch,False,False,True,kronos,0.0040045976638793945,52.40275859832764,50.0,56.0,64.51355661881972,75.0,52.49232117129665,64.0,64.25629425048828,盤中強勢,觀察,風險穩定,,,0.0,0.0,5.0,0.0,,2026-07-22,TWSE T86 official,degraded,,False,False
