symbol,name,industry,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note
2409.TW,友達,光電業,kronos,0.03349791181848394,70.09874709109036,51.4,50.0,60.583153347732164,61.877814171209366,23.5,24.287200927734375,盤中強勢,觀察,風險穩定
