symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
6533.TW,晶心科,半導體業,chip_watch,False,False,True,kronos,0.028095418382154458,66.85725102929268,55.5,38.0,79.95495495495489,75.0,60.330533355747924,231.5,238.00408935546875,盤中強勢,觀察,風險穩定,,,40.1,,5.0,,,2026-08-03,TWSE T86 official,official-only,,True,True
2049.TW,上銀,電機機械,chip_watch,False,False,True,kronos,0.23656344126506035,100.0,50.9,52.0,100.0,75.0,75.455,332.0,410.5390625,盤中強勢,研究重點,風險穩定,327.0,375.0,40.2,,3.0,,,2026-08-03,TWSE T86 official,official-only,,False,True
6919.TW,康霈*,生技醫療業,chip_watch,False,False,True,kronos,0.3378223436608163,100.0,50.9,42.0,94.17475728155338,75.0,73.50247572815533,109.5,146.49154663085938,盤中強勢,研究重點,風險穩定,,,40.5,,6.0,,,2026-08-03,TWSE T86 official,official-only,,False,True
2610.TW,華航,航運業,chip_watch,True,False,True,kronos,0.021375982496912194,62.825589498147316,50.9,50.0,51.56249999999996,75.0,54.18020632435155,22.450000762939453,22.92989158630371,持平,觀察,風險穩定,,,0.0,35203.0,7.0,2.0,新加坡商瑞銀,2026-07-31,TWSE T86 official + HiStock branch,official+broker,新加坡商瑞銀、台灣摩根士丹利、摩根大通、元大、美林、美商高盛、華南永昌-世貿、港商野村90990922.56元大-旗山109663-55422.35永豐金、凱基23523522.46富邦-仁愛22523-50122.48康和、統一,False,False
4576.TW,大銀微系統,電機機械,chip_watch,False,False,True,kronos,0.21573991339823917,100.0,50.9,52.0,100.0,75.0,75.745,197.0,239.50076293945312,盤中強勢,研究重點,風險穩定,,,40.1,,4.0,,,2026-08-03,TWSE T86 official,official-only,,False,False
8110.TW,華東,半導體業,chip_watch,False,False,True,kronos,0.265170364102576,100.0,55.5,45.0,100.0,75.0,75.325,40.79999923706055,51.61894989013672,盤中強勢,研究重點,風險穩定,,,40.0,,5.0,,,2026-08-03,TWSE T86 official,official-only,,False,False
6443.TW,元晶,光電業,chip_watch,False,False,True,kronos,0.11416524717632148,100.0,50.9,50.0,85.36842105263162,75.0,74.19184210526315,24.950000762939453,27.798423767089844,盤中強勢,研究重點,風險穩定,,,40.2,,6.0,,,2026-08-03,TWSE T86 official,official-only,,False,False
6933.TW,AMAX-KY,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.10088992428469967,100.0,50.9,58.0,68.66666666666663,75.0,74.10166666666666,154.0,169.53704833984375,盤中強勢,研究重點,風險穩定,,,40.0,,5.0,,,2026-08-03,TWSE T86 official,official-only,,False,False
3013.TW,晟銘電,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.10404014587402344,100.0,50.9,46.0,78.2184655396618,75.0,72.35684655396618,80.0,88.32321166992188,盤中強勢,研究重點,風險穩定,,,40.0,,4.0,,,2026-08-03,TWSE T86 official,official-only,,False,False
2014.TW,中鴻,鋼鐵工業,chip_watch,False,False,True,kronos,0.17731500146763057,100.0,50.9,44.0,54.21686746987942,75.0,69.86668674698795,16.700000762939453,19.661161422729492,小幅走強,等待確認,技術結構偏空,,,40.1,,5.0,,,2026-08-03,TWSE T86 official,official-only,,False,False
2006.TW,東和鋼鐵,鋼鐵工業,chip_watch,False,False,True,kronos,0.01915158287633667,61.490949725802004,50.9,54.0,100.0,75.0,63.04683240403071,80.4000015258789,81.93978881835938,盤中強勢,等待確認,風險穩定,,,40.9,,10.0,,,2026-08-03,TWSE T86 official,official-only,,False,False
3596.TW,智易,通信網路業,chip_watch,False,False,True,kronos,0.028381431495750453,67.02885889745028,50.9,52.0,88.55072463768114,75.0,62.760173077875706,182.0,187.16542053222656,盤中強勢,等待確認,風險穩定,,,40.1,,3.0,,,2026-08-03,TWSE T86 official,official-only,,False,False
6472.TW,保瑞,生技醫療業,chip_watch,False,False,True,kronos,0.010505512713784748,56.30330762827085,50.9,52.0,75.6209150326798,75.0,58.303249173162776,396.5,400.6654357910156,盤中強勢,觀察,風險穩定,,,40.0,,6.0,,,2026-08-03,TWSE T86 official,official-only,,False,False
1907.TW,永豐餘,造紙工業,chip_watch,False,False,True,kronos,0.019497618104304726,61.698570862582834,50.9,54.0,52.40963855421683,75.0,58.280463657325676,29.149999618530273,29.718355178833008,小幅走強,觀察,風險穩定,,,40.1,,6.0,,,2026-08-03,TWSE T86 official,official-only,,False,False
2915.TW,潤泰全,貿易百貨,chip_watch,False,False,True,kronos,0.018778192429315554,61.266915457589334,50.9,50.0,54.02298850574716,75.0,57.49071926073098,52.5,53.48585510253906,小幅走強,觀察,風險穩定,,,40.1,,6.0,,,2026-08-03,TWSE T86 official,official-only,,False,False
2834.TW,臺企銀,金融保險業,chip_watch,False,False,True,kronos,0.0239858512465152,64.39151074790912,50.9,46.0,50.0,75.0,52.27202876176819,18.200000762939453,18.63654327392578,持平,觀察,風險穩定,,,0.0,33482.0,0.0,2.0,美商高盛,2026-07-31,TWSE T86 official + HiStock branch,official+broker,"美商高盛、新加坡商瑞銀、凱基-台北、永豐金、台新-大昌、台新-草屯1,9011,90118.2港商麥格理1,848-1,84818.22美林、凱基-岡山、國泰-板橋、港商野村、富邦-敦南",False,False
