symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers
2610.TW,華航,航運業,chip_watch,True,False,True,kronos,0.024117159556193535,64.47029573371611,50.0,55.0,44.97607655502394,75.0,58.78221116230303,20.75,21.250431060791016,小幅走弱,觀察,風險穩定,,,42.2,,5.0,,,2026-07-17,TWSE T86 official,official-only,
2504.TW,國產,建材營造,chip_watch,False,False,True,kronos,0.02883551324893574,67.30130794936144,50.0,46.0,55.54675118858954,75.0,58.25013290113546,31.799999237060547,32.71696853637695,小幅走強,觀察,風險穩定,,,40.4,,3.0,,,2026-07-17,TWSE T86 official,official-only,
3576.TW,聯合再生,光電業,chip_watch,False,False,True,kronos,0.021594925961215594,62.95695557672936,50.0,50.0,55.93220338983065,75.0,58.228154790838346,17.850000381469727,18.235469818115234,小幅走強,觀察,風險穩定,,,41.0,,6.0,,,2026-07-17,TWSE T86 official,official-only,
