symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers
1402.TW,遠東新,紡織纖維,chip_watch,True,False,True,kronos,0.03966132622756757,73.79679573654055,50.7,46.0,56.35208711433752,75.0,60.93908721922295,27.799999237060547,28.902584075927734,小幅走強,觀察,風險穩定,,,42.7,,3.0,,,2026-07-16,TWSE T86 official,official-only,
2002.TW,中鋼,鋼鐵工業,chip_watch,False,False,True,kronos,0.050884106854544475,80.53046411272669,50.7,52.0,55.630026809651476,75.0,64.46366512041948,18.799999237060547,19.756620407104492,小幅走強,等待確認,風險穩定,,,43.1,,3.0,,,2026-07-16,TWSE T86 official,official-only,
2014.TW,中鴻,鋼鐵工業,chip_watch,False,False,True,kronos,0.04431150080265778,76.58690048159467,50.7,38.0,60.086455331412125,75.0,60.519060701699345,17.600000381469727,18.3798828125,小幅走強,觀察,風險穩定,,,41.0,,3.0,,,2026-07-16,TWSE T86 official,official-only,
9945.TW,潤泰新,其他,chip_watch,False,False,True,kronos,0.026385415268861845,65.8312491613171,50.7,54.0,61.93181818181821,75.0,60.0791190246428,26.850000381469727,27.558448791503906,盤中強勢,觀察,風險穩定,,,40.4,,3.0,,,2026-07-16,TWSE T86 official,official-only,
2633.TW,台灣高鐵,航運業,chip_watch,False,False,True,kronos,0.031476504491459556,68.88590269487574,50.7,44.0,55.39499036608868,75.0,58.484564979815374,26.149999618530273,26.97311019897461,小幅走強,觀察,風險穩定,,,40.3,,3.0,,,2026-07-16,TWSE T86 official,official-only,
6177.TW,達麗,建材營造,chip_watch,False,False,True,kronos,0.007132848103841072,54.279708862304645,50.7,54.0,66.41791044776122,75.0,56.75468914658275,48.0,48.342376708984375,盤中強勢,觀察,風險穩定,47.0,49.29999923706055,40.1,,4.0,,,2026-07-16,TWSE T86 official,official-only,
2369.TW,菱生,半導體業,legacy_watch,True,False,False,kronos,0.088326853612686,100.0,50.7,42.0,50.0,75.0,67.805,39.849998474121094,43.36982345581055,無即時資料,等待確認,技術結構偏空,,,40.0,,1.0,,,2026-07-16,TWSE T86 official,official-only,
