symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,official_broker_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry,dip_reversal
3711.TW,日月光投控,半導體業,chip_watch,True,False,True,kronos,0.12791128305288457,100.0,50.4,62.0,60.9375,75.0,73.84375000000001,650.0,733.142333984375,盤中強勢,研究重點,風險穩定,645.0,726.0,40.9,,,4.0,,,2026-09-10,TWSE T86 official,official-only,,False,False,False
2409.TW,友達,光電業,chip_watch,True,False,True,kronos,0.08073256368557447,98.43953821134468,50.4,50.0,66.06557377049177,75.0,71.75039575101981,31.200000762939453,33.71885681152344,盤中強勢,研究重點,風險穩定,,,44.3,,,4.0,,,2026-09-10,TWSE T86 official,official-only,,False,False,False
3017.TW,奇鋐,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.06956201454118505,91.73720872471102,50.4,50.0,66.56804733727803,75.0,68.73482778737666,3460.0,3700.6845703125,盤中強勢,等待確認,風險穩定,,,40.1,,,3.0,,,2026-09-10,TWSE T86 official,official-only,,False,False,False
1560.TW,中砂,電機機械,chip_watch,False,False,True,kronos,0.17201522265092084,100.0,50.4,40.0,52.87671232876707,75.0,68.54767123287671,733.0,859.087158203125,小幅走強,等待確認,風險穩定,,,40.0,,,4.0,,,2026-09-10,TWSE T86 official,official-only,,False,False,False
6937.TW,天虹,半導體業,chip_watch,False,False,True,kronos,0.06851247839025554,91.10748703415332,50.4,50.0,62.027491408934665,75.0,68.05036960284713,296.0,316.2796936035156,盤中強勢,等待確認,風險穩定,,,40.0,,,3.0,,,2026-09-10,TWSE T86 official,official-only,,False,False,False
1623.TW,大東電,電器電纜,chip_watch,False,False,True,kronos,0.035763109848755636,71.45786590925339,50.4,50.0,50.0,75.0,60.27025306823869,218.5,226.31423950195312,持平,觀察,風險穩定,,,40.0,,,4.0,,,2026-09-10,TWSE T86 official,official-only,,False,False,False
1503.TW,士電,電機機械,chip_watch,False,False,True,kronos,0.0315759426209985,68.9455655725991,50.4,50.0,46.601941747572816,75.0,59.36114212516696,205.0,211.4730682373047,小幅走弱,觀察,風險穩定,,,40.1,,,5.0,,,2026-09-10,TWSE T86 official,official-only,,False,False,False
2254.TW,巨鎧精密-創,汽車工業,chip_watch,False,False,True,kronos,0.054911289096722715,82.94677345803363,50.4,42.0,54.29447852760734,75.0,58.8208185630725,65.5999984741211,69.20217895507812,小幅走強,觀察,風險穩定,,,0.0,,,3.0,,,2026-09-10,TWSE T86 official,official-only,,False,False,False
8210.TW,勤誠,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.05328120975703987,81.96872585422392,50.4,48.0,45.414847161572084,75.0,58.79053876513558,910.0,958.4859008789062,小幅走弱,觀察,風險穩定,,,0.0,,,3.0,,,2026-09-10,TWSE T86 official,official-only,,False,False,False
