symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,official_broker_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry,dip_reversal
6770.TW,力積電,半導體業,chip_watch,True,False,True,kronos,0.0654690901697963,89.28145410187778,51.8,54.0,46.04519774011311,75.0,62.12302870966853,70.4000015258789,75.00902557373047,小幅走弱,等待確認,風險穩定,,,0.0,9493.0,509.0,0.0,1.0,國泰-敦南,2026-09-01,TWSE T86 official + HiStock branch,official+broker,國泰-敦南、新光、富邦-永和、富邦-建國、凱基-東港、國泰-台中、富邦-台北、永豐金-大園、台灣企銀-竹北、富邦-陽明,False,False,False
6442.TW,光聖,通信網路業,chip_watch,False,False,True,kronos,0.290497557233635,100.0,51.8,42.0,100.0,75.0,73.88,1795.0,2316.443115234375,盤中強勢,研究重點,風險穩定,,,40.1,,,4.0,,,2026-09-02,TWSE T86 official,official-only,,False,False,False
2356.TW,英業達,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.06918245766172793,91.50947459703676,51.8,50.0,50.0,75.0,67.25831610896287,66.5999984741211,71.20755004882812,持平,等待確認,風險穩定,,,40.6,,,3.0,,,2026-09-02,TWSE T86 official,official-only,,False,False,False
3037.TW,欣興,電子零組件業,chip_watch,False,False,True,kronos,0.06899619813078117,91.39771887846871,51.8,50.0,51.44181256436664,75.0,63.90338286390072,973.0,1040.13330078125,持平,等待確認,風險穩定,,,0.0,0.0,0.0,10.0,0.0,,2026-09-02,TWSE T86 official,degraded,,False,False,False
2887.TW,台新新光金,金融保險業,chip_watch,False,False,True,kronos,0.04020690843513797,74.12414506108277,51.8,62.0,65.63275434243184,75.0,61.07672620562216,41.20000076293945,42.85652542114258,盤中強勢,觀察,風險穩定,,,0.0,0.0,0.0,3.0,0.0,,2026-09-02,TWSE T86 official,degraded,,False,False,False
4576.TW,大銀微系統,電機機械,chip_watch,False,False,True,kronos,0.02106910894724945,62.64146536834967,51.8,48.0,84.9240780911063,75.0,60.216920688033014,242.0,247.09872436523438,盤中強勢,觀察,風險穩定,,,40.3,,,3.0,,,2026-09-02,TWSE T86 official,official-only,,False,False,False
2385.TW,群光,電子零組件業,chip_watch,False,False,True,kronos,0.006076203089326437,53.64572185359586,51.8,62.0,66.35514018691593,75.0,58.59151666745014,109.5,110.16534423828125,盤中強勢,觀察,風險穩定,,,40.1,,,10.0,,,2026-09-02,TWSE T86 official,official-only,,False,False,False
1722.TW,台肥,化學工業,chip_watch,False,False,True,kronos,0.014488494410784147,58.69309664647049,51.8,50.0,49.21612541993285,75.0,55.944196368257955,44.599998474121094,45.246185302734375,持平,觀察,風險穩定,,,40.1,,,4.0,,,2026-09-02,TWSE T86 official,official-only,,False,False,False
2889.TW,國票金,金融保險業,chip_watch,False,False,True,kronos,0.0051805973052978516,53.10835838317871,51.8,50.0,65.65495207667729,75.0,55.54342064178027,16.0,16.082889556884766,盤中強勢,觀察,風險穩定,,,42.2,,,3.0,,,2026-09-02,TWSE T86 official,official-only,,False,False,False
3450.TW,聯鈞,半導體業,legacy_watch,True,False,False,kronos,0.1909491960392442,100.0,51.8,50.0,50.0,75.0,69.58,602.0,716.951416015625,無即時資料,等待確認,風險穩定,,,40.1,,,1.0,,,2026-09-02,TWSE T86 official,official-only,,False,False,False
