symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,confidence_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,stop_loss_price,take_profit_price,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,best_entry,short_entry
5471.TW,松翰,半導體業,chip_watch,False,False,True,kronos,0.26637330448726604,100.0,52.0,50.0,51.49892933618829,75.0,70.64989293361883,46.79999923706055,59.26626968383789,持平,研究重點,風險穩定,,,40.0,,4.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
6415.TW,矽力*-KY,半導體業,chip_watch,False,False,True,kronos,0.07831891462425089,96.99134877455053,52.0,55.0,50.0,75.0,70.46697207109267,375.5,404.90875244140625,持平,研究重點,風險穩定,,,40.2,,4.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
1476.TW,儒鴻,紡織纖維,chip_confirmed,False,False,True,kronos,0.06812581149014552,90.87548689408732,50.0,50.0,77.91728212703094,75.0,70.11814862563365,352.0,375.98028564453125,盤中強勢,研究重點,風險穩定,347.5,368.0,40.2,,10.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
1319.TW,東陽,汽車工業,chip_watch,False,False,True,kronos,0.07444012907567532,94.66407744540518,50.0,42.0,58.936170212766044,75.0,67.62604412716841,71.4000015258789,76.71502685546875,小幅走強,等待確認,風險穩定,,,40.0,,4.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
9945.TW,潤泰新,其他,chip_watch,False,False,True,kronos,0.04741489974990154,78.44893984994093,50.0,58.0,67.46641074856048,75.0,66.38377002233537,26.700000762939453,27.965978622436523,盤中強勢,等待確認,風險穩定,,,40.8,,10.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
1303.TW,南亞,塑膠工業,chip_watch,False,False,True,kronos,0.08069542194234924,98.41725316540955,50.0,50.0,67.3144876325088,75.0,66.37748737114423,145.0,156.70083618164062,盤中強勢,等待確認,風險穩定,,,0.0,31236.0,0.0,1.0,台灣摩根士丹利,2026-07-29,TWSE T86 official + HiStock branch,official+broker,台灣摩根士丹利、美商高盛、美林、元大、凱基-台北、新加坡商瑞銀、港商野村、國票-安和、永豐金-虎尾、統一-城中,False,False
2002.TW,中鋼,鋼鐵工業,chip_watch,False,False,True,kronos,0.07719779395764048,96.31867637458429,50.0,50.0,50.0,75.0,65.2115367311045,18.950000762939453,20.412899017333984,持平,等待確認,風險穩定,,,0.0,0.0,10.0,0.0,,2026-07-30,TWSE T86 official,degraded,,False,False
7689.TW,大鵬科CLMX,未分類,chip_watch,False,False,True,kronos,0.06049873459507049,86.2992407570423,50.0,44.0,53.96600566572245,75.0,64.30133483153705,177.5,188.238525390625,小幅走強,等待確認,技術結構偏空,,,40.0,,3.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
2633.TW,台灣高鐵,航運業,chip_watch,False,False,True,kronos,0.03820811045274941,72.92486627164965,50.0,52.0,56.7178502879079,75.0,62.20548822386816,26.299999237060547,27.304872512817383,小幅走強,等待確認,風險穩定,,,41.1,,5.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
2504.TW,國產,建材營造,chip_watch,False,False,True,kronos,0.04412119526620617,76.4727171597237,50.0,44.0,56.656101426307416,75.0,61.74106114853404,31.850000381469727,33.2552604675293,小幅走強,觀察,風險穩定,,,40.1,,6.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
3005.TW,神基,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.03439088301225146,70.63452980735087,50.0,48.0,69.626168224299,75.0,61.20470225500271,110.0,113.78299713134766,盤中強勢,觀察,風險穩定,,,40.2,,3.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
6472.TW,保瑞,生技醫療業,chip_watch,False,False,True,kronos,0.030923763910929436,68.55425834655766,50.0,47.0,61.11111111111107,75.0,59.71510153240629,384.0,395.8747253417969,盤中強勢,觀察,風險穩定,,,40.1,,4.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
6176.TW,瑞儀,光電業,chip_watch,False,False,True,kronos,0.023335150112830494,64.0010900676983,50.0,56.0,57.508939213349144,75.0,59.281275445029316,84.80000305175781,86.77882385253906,小幅走強,觀察,風險穩定,,,40.3,,3.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
3703.TW,欣陸,建材營造,chip_watch,False,False,True,kronos,0.02838708769442566,67.0322526166554,50.0,46.0,55.1344743276285,75.0,58.70473584859224,20.600000381469727,21.18477439880371,小幅走強,觀察,風險穩定,,,40.3,,5.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
2480.TW,敦陽科,資訊服務業,chip_watch,False,False,True,kronos,0.012642075210715698,57.58524512642942,50.0,50.0,61.21794871794868,75.0,56.776630666045165,158.5,160.50376892089844,盤中強勢,觀察,風險穩定,,,40.0,,9.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
9941.TW,裕融,其他,chip_watch,False,False,True,kronos,0.017205783980727363,60.32347038843642,50.0,50.0,44.87804878048788,75.0,55.80101951400154,81.4000015258789,82.80055236816406,小幅走弱,觀察,風險穩定,,,40.0,,4.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
2885.TW,元大金,金融保險業,legacy_watch,True,False,False,kronos,0.12274499092754931,100.0,50.0,40.0,60.12861736334403,75.0,68.3728617363344,63.099998474121094,70.84520721435547,小幅走強,等待確認,風險穩定,,,40.6,,1.0,,,2026-07-30,TWSE T86 official,official-only,,False,False
