symbol,name,industry,screening_bucket,legacy_hit,new_strategy_hit,chip_radar_hit,signal_source,kronos_return,kronos_score,news_score,technical_score,realtime_score,hybrid_score,current_close,predicted_close,realtime_status,action,risk_note,top10_main_force_buy_strength,top10_main_force_net_buy,foreign_buy_streak_days,branch_main_force_buy_streak_days,branch_main_force_leader,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers
2337.TW,旺宏,半導體業,chip_watch,True,False,True,kronos,0.24122122831122828,100.0,51.7,48.0,50.0,72.44,172.0,213.49005126953125,持平,研究重點,風險穩定,0.0,16156.0,3.0,1.0,凱基-台北,2026-06-23,TWSE T86 official + HiStock branch,official+broker,凱基-台北、美商高盛、摩根大通、富邦、元大-士林、國泰-敦南、富邦-永和、台新-北新莊、兆豐-南門、永豐金
3481.TW,群創,光電業,chip_watch,True,False,True,kronos,0.2550636257410488,100.0,50.1,25,86.06060606060606,71.1260606060606,69.4000015258789,87.1014175415039,盤中強勢,研究重點,技術結構偏空,0.0,29019.0,0.0,1.0,台灣摩根士丹利,2026-06-23,TWSE T86 official + HiStock branch,official+broker,台灣摩根士丹利、永豐金-匯立、國泰、台新-大裕、兆豐-高雄、凱基-市政、永豐金-埔里、港商野村、群益金鼎、台新-西松
1326.TW,台化,塑膠工業,chip_watch,False,False,True,kronos,0.09529384705206212,100.0,50.1,50.0,100.0,77.52000000000001,57.70000076293945,63.198455810546875,盤中強勢,研究重點,風險穩定,40.4,,8.0,,,2026-06-23,TWSE T86 official,official-only,
6213.TW,聯茂,電子零組件業,chip_watch,False,False,True,kronos,0.17098416325343857,100.0,50.1,45.0,100.0,76.52000000000001,309.0,361.8341064453125,盤中強勢,研究重點,風險穩定,41.0,,4.0,,,2026-06-23,TWSE T86 official,official-only,
1560.TW,中砂,電機機械,chip_watch,False,False,True,kronos,0.08176119591747333,99.056717550484,50.1,50.0,93.68794326241141,76.51148134643475,749.0,810.2391357421875,盤中強勢,研究重點,風險穩定,40.1,,4.0,,,2026-06-23,TWSE T86 official,official-only,
2466.TW,冠西電,光電業,chip_watch,False,False,True,kronos,0.18904889640161548,100.0,50.1,42.0,83.5701598579042,74.27701598579043,59.0,70.15388488769531,盤中強勢,研究重點,技術結構偏空,40.0,,4.0,,,2026-06-23,TWSE T86 official,official-only,
6921.TW,嘉雨思-創,半導體業,chip_watch,False,False,True,kronos,0.208558848206426,100.0,51.7,50.0,64.00000000000001,74.24000000000001,71.0,85.80767822265625,盤中強勢,研究重點,風險穩定,40.0,,4.0,,,2026-06-23,TWSE T86 official,official-only,
6863.TW,永道-KY,通信網路業,chip_watch,False,False,True,kronos,0.08208549533576615,99.25129720145969,50.1,60.0,48.502673796791406,74.07078626026302,93.30000305175781,100.95858001708984,持平,研究重點,風險穩定,40.0,,3.0,,,2026-06-23,TWSE T86 official,official-only,
6807.TW,峰源-KY,居家生活,chip_watch,False,False,True,kronos,0.08828631718847335,100.0,50.1,54.0,52.10843373493963,73.53084337349397,33.79999923706055,36.78407669067383,小幅走強,研究重點,風險穩定,40.0,,3.0,,,2026-06-23,TWSE T86 official,official-only,
1474.TW,弘裕,紡織纖維,chip_watch,False,False,True,kronos,0.10042237908207863,100.0,50.1,54.0,50.0,73.32000000000001,10.149999618530273,11.169286727905273,持平,研究重點,風險穩定,40.0,,3.0,,,2026-06-23,TWSE T86 official,official-only,
6918.TW,愛派司,生技醫療業,chip_watch,False,False,True,kronos,0.10993147869499365,100.0,50.1,50.0,54.78142076502736,72.99814207650275,73.5,81.57996368408203,小幅走強,研究重點,風險穩定,40.0,,4.0,,,2026-06-23,TWSE T86 official,official-only,
6472.TW,保瑞,生技醫療業,chip_watch,False,False,True,kronos,0.09774921335523534,100.0,50.1,49.0,56.37087599544937,72.95708759954495,443.5,486.8517761230469,小幅走強,研究重點,風險穩定,40.1,,4.0,,,2026-06-23,TWSE T86 official,official-only,
4967.TW,十銓,半導體業,chip_watch,False,False,True,kronos,0.15957685511746855,100.0,51.7,42.0,65.44117647058818,72.78411764705882,278.0,322.36236572265625,盤中強勢,研究重點,風險穩定,40.1,,4.0,,,2026-06-23,TWSE T86 official,official-only,
1512.TW,瑞利,汽車工業,chip_watch,False,False,True,kronos,0.07416374335110199,94.49824601066119,50.1,60.0,54.14201183431955,72.73349958769643,6.800000190734863,7.304313659667969,小幅走強,研究重點,風險穩定,40.0,,3.0,,,2026-06-23,TWSE T86 official,official-only,
6257.TW,矽格,半導體業,chip_watch,False,False,True,kronos,0.14283862556378857,100.0,51.7,40.0,66.24472573839665,72.46447257383967,242.5,277.13836669921875,盤中強勢,研究重點,風險穩定,40.7,,3.0,,,2026-06-23,TWSE T86 official,official-only,
8429.TW,金麗-KY,貿易百貨,chip_watch,False,False,True,kronos,0.1624663130350128,100.0,50.1,50.0,48.89763779527564,72.40976377952757,6.340000152587891,7.370036602020264,持平,研究重點,風險穩定,40.0,,4.0,,,2026-06-23,TWSE T86 official,official-only,
4949.TW,有成精密,光電業,chip_watch,False,False,True,kronos,0.07311657647401582,93.86994588440949,50.1,50.0,71.52619589977223,72.22059794374103,90.5,97.11705017089844,盤中強勢,研究重點,風險穩定,40.0,,4.0,,,2026-06-23,TWSE T86 official,official-only,
6994.TW,富威電力,綠能環保,chip_watch,False,False,True,kronos,0.10653897892831843,100.0,50.1,42.0,58.18713450292405,71.73871345029241,51.900001525878906,57.42937469482422,小幅走強,研究重點,技術結構偏空,40.1,,4.0,,,2026-06-23,TWSE T86 official,official-only,
4968.TW,立積,半導體業,chip_watch,False,False,True,kronos,0.10539302588498445,100.0,51.7,40.0,58.823529411764675,71.72235294117647,120.5,133.19985961914062,小幅走強,研究重點,風險穩定,40.1,,4.0,,,2026-06-23,TWSE T86 official,official-only,
2228.TW,劍麟,汽車工業,chip_watch,False,False,True,kronos,0.28852700831856315,100.0,50.1,40.0,55.63218390804596,71.0832183908046,87.69999694824219,113.00381469726562,小幅走強,研究重點,風險穩定,40.0,,8.0,,,2026-06-23,TWSE T86 official,official-only,
6541.TW,泰福-KY,生技醫療業,chip_watch,False,False,True,kronos,0.058635985653703315,85.18159139222199,50.1,54.0,72.34891676168762,69.62752823305757,45.25,47.90327835083008,盤中強勢,等待確認,風險穩定,0.0,,3.0,,,2026-06-23,TWSE T86 official,official-only,
2468.TW,華經,資訊服務業,chip_watch,False,False,True,kronos,0.06984344049139501,91.90606429483701,50.1,44.0,56.69398907103822,68.75182462503864,36.95000076293945,39.53071594238281,小幅走強,等待確認,技術結構偏空,40.0,,3.0,,,2026-06-23,TWSE T86 official,official-only,
1517.TW,利奇,電機機械,chip_watch,False,False,True,kronos,0.06370617558431269,88.22370535058761,50.1,50.0,50.0,67.80948214023505,10.449999809265137,11.115729331970215,持平,等待確認,風險穩定,40.0,,3.0,,,2026-06-23,TWSE T86 official,official-only,
3023.TW,信邦,電子零組件業,chip_watch,False,False,True,kronos,0.053572820385856756,82.14369223151405,50.1,48.0,70.2898550724637,67.006462399852,319.5,336.61651611328125,盤中強勢,等待確認,風險穩定,40.2,,3.0,,,2026-06-23,TWSE T86 official,official-only,
2645.TW,長榮航太,航運業,chip_watch,False,False,True,kronos,0.05823373103487328,84.94023862092396,50.1,54.0,45.965417867435164,66.8926372351131,172.5,182.54531860351562,小幅走弱,等待確認,風險穩定,40.1,,4.0,,,2026-06-23,TWSE T86 official,official-only,
6515.TW,穎崴,半導體業,chip_watch,False,False,True,kronos,0.039620271381578975,73.77216282894739,51.7,70.0,53.703703703703745,66.71923550194933,9500.0,9876.392578125,小幅走強,等待確認,風險穩定,40.0,,3.0,,,2026-06-23,TWSE T86 official,official-only,
2250.TW,IKKA-KY,汽車工業,chip_watch,False,False,True,kronos,0.0541724083515851,82.50344501095105,50.1,50.0,47.70114942528744,65.29149294690916,60.70000076293945,63.98826599121094,小幅走弱,等待確認,風險穩定,40.0,,3.0,,,2026-06-23,TWSE T86 official,official-only,
2482.TW,連宇,其他電子業,chip_watch,False,False,True,kronos,0.04952047964320294,79.71228778592177,50.1,46.0,53.977272727272684,64.00264238709599,17.700000762939453,18.576513290405273,小幅走強,等待確認,風險穩定,40.0,,4.0,,,2026-06-23,TWSE T86 official,official-only,
3715.TW,定穎投控,電子零組件業,chip_watch,False,False,True,kronos,0.04300079770739029,75.80047862443418,50.1,54.0,48.055555555555564,63.44574700532924,179.5,187.21864318847656,持平,等待確認,風險穩定,40.4,,7.0,,,2026-06-23,TWSE T86 official,official-only,
6625.TW,必應,其他,chip_watch,False,False,True,kronos,0.039698677198439114,73.81920631906347,50.1,58.0,45.52429667519178,63.20011219514457,77.69999694824219,80.78458404541016,小幅走弱,等待確認,風險穩定,40.0,,6.0,,,2026-06-23,TWSE T86 official,official-only,
1717.TW,長興,化學工業,chip_watch,False,False,True,kronos,0.04239795891504028,75.43877534902417,50.1,40.0,71.47838214783819,62.84334835439349,73.9000015258789,77.03321075439453,盤中強勢,等待確認,風險穩定,40.2,,4.0,,,2026-06-23,TWSE T86 official,official-only,
1590.TW,亞德客-KY,電機機械,chip_watch,False,False,True,kronos,0.03620473262635371,71.72283957581223,50.1,54.0,55.09090909090912,62.51822673941581,1385.0,1435.1435546875,小幅走強,等待確認,風險穩定,40.0,,4.0,,,2026-06-23,TWSE T86 official,official-only,
1307.TW,三芳,塑膠工業,chip_watch,False,False,True,kronos,0.023174207069650565,63.90452424179034,50.1,62.0,65.97717546362341,62.07952724307848,35.849998474121094,36.68079376220703,盤中強勢,等待確認,風險穩定,40.0,,3.0,,,2026-06-23,TWSE T86 official,official-only,
3017.TW,奇鋐,電腦及週邊設備業,chip_watch,False,False,True,kronos,0.02635367774209496,65.81220664525698,50.1,50.0,80.30927835051551,61.87581049315435,2530.0,2596.6748046875,盤中強勢,觀察,風險穩定,0.0,,5.0,,,2026-06-23,TWSE T86 official,official-only,
2312.TW,金寶,其他電子業,chip_watch,False,False,True,kronos,0.021787743819387417,63.07264629163245,50.1,42.0,100.0,61.149058516652985,38.0,38.82793426513672,盤中強勢,觀察,風險穩定,40.2,,4.0,,,2026-06-23,TWSE T86 official,official-only,
4536.TW,拓凱,運動休閒,chip_watch,False,False,True,kronos,0.04401395386113216,76.4083723166793,50.1,40.0,50.0,61.083348926671725,164.5,171.74029541015625,持平,觀察,風險穩定,40.0,,5.0,,,2026-06-23,TWSE T86 official,official-only,
1530.TW,亞崴,電機機械,chip_watch,False,False,True,kronos,0.026933455924426752,66.16007355465605,50.1,50.0,58.46286701208989,59.83031612307141,29.299999237060547,30.089149475097656,小幅走強,觀察,風險穩定,40.0,,3.0,,,2026-06-23,TWSE T86 official,official-only,
1102.TW,亞泥,水泥工業,chip_watch,False,False,True,kronos,0.03317175971137143,69.90305582682285,50.1,40.0,55.88235294117645,59.06945762484679,36.0,37.194183349609375,小幅走強,觀察,風險穩定,40.3,,3.0,,,2026-06-23,TWSE T86 official,official-only,
1434.TW,福懋,紡織纖維,chip_watch,False,False,True,kronos,0.0064035148326451186,53.842108899587075,50.1,66.0,64.75903614457819,58.732747174292655,16.950000762939453,17.05854034423828,盤中強勢,觀察,風險穩定,40.2,,8.0,,,2026-06-23,TWSE T86 official,official-only,
2392.TW,正崴,電子零組件業,chip_watch,False,False,True,kronos,0.01628171106812304,59.769026640873825,50.1,60.0,50.0,58.427610656349536,39.25,39.88905715942383,持平,觀察,風險穩定,40.1,,3.0,,,2026-06-23,TWSE T86 official,official-only,
8411.TW,福貞-KY,其他,chip_watch,False,False,True,kronos,0.021174033482869392,62.70442008972164,50.1,50.0,52.928870292887,57.89465506517736,12.0,12.254088401794434,小幅走強,觀察,風險穩定,40.0,,9.0,,,2026-06-23,TWSE T86 official,official-only,
1615.TW,大山,電器電纜,chip_watch,False,False,True,kronos,0.019580922532469236,61.74855351948154,50.1,54.0,47.66666666666669,57.786088074459286,44.849998474121094,45.72820281982422,小幅走弱,觀察,風險穩定,40.0,,6.0,,,2026-06-23,TWSE T86 official,official-only,
8112.TW,至上,電子通路業,chip_watch,False,False,True,kronos,0.013584622326665796,58.15077339599948,50.1,60.0,50.0,57.7803093583998,95.80000305175781,97.10140991210938,持平,觀察,風險穩定,40.5,,4.0,,,2026-06-23,TWSE T86 official,official-only,
1413.TW,宏洲,紡織纖維,chip_watch,False,False,True,kronos,0.020553918030575158,62.33235081834509,50.1,50.0,52.245989304812966,57.67753925781934,9.380000114440918,9.572795867919922,小幅走強,觀察,風險穩定,40.0,,8.0,,,2026-06-23,TWSE T86 official,official-only,
1909.TW,榮成,造紙工業,chip_watch,False,False,True,kronos,0.01849441320528844,61.096647923173066,50.1,50.0,55.80912863070537,57.53957203233977,9.720000267028809,9.899765968322754,小幅走強,觀察,風險穩定,40.4,,9.0,,,2026-06-23,TWSE T86 official,official-only,
2706.TW,第一店,觀光餐旅,chip_watch,False,False,True,kronos,0.018425519442835325,61.0553116657012,50.1,50.0,55.62248995983943,57.50437366226443,12.550000190734863,12.781240463256836,小幅走強,觀察,風險穩定,40.0,,3.0,,,2026-06-23,TWSE T86 official,official-only,
5244.TW,弘凱,光電業,chip_watch,False,False,True,kronos,0.01478995240212666,58.873971441276,50.1,58.0,43.5356200527704,57.02315058178745,37.54999923706055,38.10536193847656,小幅走弱,觀察,風險穩定,40.0,,7.0,,,2026-06-23,TWSE T86 official,official-only,
1337.TW,再生-KY,塑膠工業,chip_watch,False,False,True,kronos,0.020786126132342764,62.47167567940566,50.1,50.0,44.35483870967742,56.94415414273001,4.920000076293945,5.022267818450928,小幅走弱,觀察,風險穩定,40.0,,5.0,,,2026-06-23,TWSE T86 official,official-only,
