datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2025-06-03,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0042283535
2025-06-04,998749.5999999999,-1.3960743672214448e-16,833600.0,0.8336,1250.4,0.0012504,833600.0,165149.59999999992,0.042105317
2025-06-05,999720.6,0.0017021283412780508,1319600.0,0.48660845521239765,1979.4,0.0007299126828185965,948100.0,51620.59999999998,0.00808084
2025-06-06,1001120.6,0.0014003912693206482,1319600.0,0.0,1979.4,0.0,949500.0,51620.59999999998,-0.003006041
2025-06-09,1003120.6,0.001997761308677496,1319600.0,0.0,1979.4,0.0,951500.0,51620.59999999998,0.010050297
2025-06-10,1027020.6,0.023825649677616034,1319600.0,0.0,1979.4,0.0,975400.0,51620.59999999998,0.039801
2025-06-11,1037320.6,0.010029010128910755,1319600.0,0.0,1979.4,0.0,985700.0,51620.59999999998,0.019138813
2025-06-12,1040620.6,0.0031812729834922782,1319600.0,0.0,1979.4,0.0,989000.0,51620.59999999998,-0.018779337
2025-06-13,1037520.6,-0.0029789915748352474,1319600.0,0.0,1979.4,0.0,985900.0,51620.59999999998,-0.01435405
2025-06-16,1035320.6,-0.0021204398254839473,1319600.0,0.0,1979.4,0.0,983700.0,51620.59999999998,-0.004854381
2025-06-17,1041120.6,0.005602129427348398,1319600.0,0.0,1979.4,0.0,989500.0,51620.59999999998,0.019512177
2025-06-18,1042120.6,0.0009605035189967425,1319600.0,0.0,1979.4,0.0,990500.0,51620.59999999998,0.0095694065
2025-06-19,1033120.6,-0.008636236535387556,1319600.0,0.0,1979.4,0.0,981500.0,51620.59999999998,-0.018957317
2025-06-20,1036420.6,0.0031942059813733267,1319600.0,0.0,1979.4,0.0,984800.0,51620.59999999998,0.019323707
2025-06-23,1027062.6,-0.008490761376221198,1691600.0,0.3589276399948052,2537.4,0.0005383914599922078,1009600.0,17462.599999999977,-0.03317535
2025-06-24,1053605.85,0.02672670585025695,2296100.0,0.5885717189974594,3444.15,0.000882857578496189,1011550.0,42055.84999999998,0.029411793
2025-06-25,1062055.85,0.008020076957621296,2296100.0,0.0,3444.15,0.0,1020000.0,42055.84999999998,0.019047618
2025-06-26,1057535.45,-0.003672123269223685,2709700.0,0.38943338055150295,4064.55,0.0005841500708272545,1032500.0,25035.449999999983,0.004672885
2025-06-27,1058035.45,0.0004727973894397583,2709700.0,0.0,4064.55,0.0,1033000.0,25035.449999999983,0.004651189
2025-06-30,1033810.6,-0.022116461220651897,3259600.0,0.5197368386853201,4889.400000000001,0.0007796052580279804,1010500.0,23310.599999999977,-0.018518507
2025-07-01,1055610.6,0.02108703470442276,3259600.0,0.0,4889.400000000001,0.0,1032300.0,23310.599999999977,0.023584962
2025-07-02,1051610.6,-0.0037892760834345542,3259600.0,0.0,4889.400000000001,0.0,1028300.0,23310.599999999977,0.0
2025-07-03,1076060.6,0.023250050921890666,3259600.0,0.0,4889.400000000001,0.0,1052750.0,23310.599999999977,0.0046082735
2025-07-04,1062360.6,-0.012731624966103208,3259600.0,0.0,4889.400000000001,0.0,1039050.0,23310.599999999977,-0.0045871735
2025-07-07,1053010.6,-0.008801154711498147,3259600.0,0.0,4889.400000000001,0.0,1029700.0,23310.599999999977,-0.0046082735
2025-07-08,1057643.325,0.005175636408598223,3804450.0,0.517421192151342,5706.675,0.0007761317882270126,1034300.0,23343.324999999953,0.0
2025-07-09,1068416.225,0.01096778065516571,4355850.0,0.5213477804533017,6533.775000000001,0.0007820216706799529,1045300.0,23116.224999999977,0.009259224
2025-07-10,1091316.225,0.02143359438406132,4355850.0,0.0,6533.775000000001,0.0,1068200.0,23116.224999999977,0.009174347
2025-07-11,1092166.225,0.0007788759852809848,4355850.0,0.0,6533.775000000001,0.0,1069050.0,23116.224999999977,0.0
2025-07-14,1087966.225,-0.0038455684710447806,4355850.0,0.0,6533.775000000001,0.0,1064850.0,23116.224999999977,-0.00454545
2025-07-15,1107416.225,0.01787739320676062,4355850.0,0.0,6533.775000000001,0.0,1084300.0,23116.224999999977,0.013698578
2025-07-16,1108766.225,0.0012190538385872033,4355850.0,0.0,6533.775000000001,0.0,1085650.0,23116.224999999977,0.018018007
2025-07-17,1110366.225,0.0014430453994032871,4355850.0,0.0,6533.775000000001,0.0,1087250.0,23116.224999999977,0.0
2025-07-18,1130716.225,0.018327286567096365,4355850.0,0.0,6533.775000000001,0.0,1107600.0,23116.224999999977,0.022123933
2025-07-21,1123416.225,-0.006456084947396947,4355850.0,0.0,6533.775000000001,0.0,1100300.0,23116.224999999977,-0.0043290257
2025-07-22,1103968.3,-0.016601148875164274,4887800.0,0.4735110533052876,7331.700000000001,0.0007102665799579316,1074700.0,29268.29999999999,-0.017391324
2025-07-23,1114554.625,0.010326383465902013,5430250.0,0.4913637465858394,8145.375000000001,0.0007370456198787593,1099550.0,15004.625,0.013274312
2025-07-24,1126554.625,0.01076663245643972,5430250.0,0.0,8145.375000000001,0.0,1111550.0,15004.625,0.0
2025-07-25,1127954.625,0.0012427271336265652,5430250.0,0.0,8145.375000000001,0.0,1112950.0,15004.625,0.0
2025-07-28,1135854.625,0.007003827835716353,5430250.0,0.0,8145.375000000001,0.0,1120850.0,15004.625,0.0
2025-07-29,1131054.625,-0.004225892904208582,5430250.0,0.0,8145.375000000001,0.0,1116050.0,15004.625,-0.00873363
2025-07-30,1135854.625,0.004243826862031531,5430250.0,0.0,8145.375000000001,0.0,1120850.0,15004.625,0.01762116
2025-07-31,1170304.625,0.03032958553124701,5430250.0,0.0,8145.375000000001,0.0,1155300.0,15004.625,0.004328966
2025-08-04,1182208.55,0.010894599344166521,5994300.0,0.48196853020212577,8991.45,0.0007229527953031886,1166000.0,16208.549999999988,-0.021551728
2025-08-05,1221584.0,0.03387727148479848,6444000.0,0.3803897374959773,9666.0,0.0005705846062439654,1195750.0,25834.0,0.0132158995
2025-08-06,1226534.0,0.004052115941269696,6444000.0,0.0,9666.0,0.0,1200700.0,25834.0,-0.021739125
2025-08-07,1240934.0,0.01174040018458518,6444000.0,0.0,9666.0,0.0,1215100.0,25834.0,0.04888892
2025-08-08,1257284.05,0.013578482014353743,6777300.0,0.2685880151563258,10165.95,0.0004028820227344893,1133650.0,123634.04999999999,-0.004237294
2025-08-11,1260234.05,0.0023463273871962343,6777300.0,0.0,10165.95,0.0,1136600.0,123634.04999999999,0.004255295
2025-08-12,1255534.05,-0.003729465967055881,6777300.0,0.0,10165.95,0.0,1131900.0,123634.04999999999,0.0
2025-08-13,1267184.05,0.00927891999424468,6777300.0,0.0,10165.95,0.0,1143550.0,123634.04999999999,0.016949177
2025-08-14,1253037.1,-0.010416797780874808,7408600.0,0.4981912453838099,11112.900000000001,0.0007472868680757154,1220650.0,32387.099999999977,-0.020833313
2025-08-15,1271987.1,0.015123255328992252,7408600.0,0.0,11112.900000000001,0.0,1239600.0,32387.099999999977,0.004255295
2025-08-18,1296087.1,0.0189467330289749,7408600.0,0.0,11112.900000000001,0.0,1263700.0,32387.099999999977,0.0
2025-08-19,1267087.1,-0.022375039455295866,7408600.0,0.0,11112.900000000001,0.0,1234700.0,32387.099999999977,0.004237294
2025-08-20,1223837.1,-0.034133407245642386,7408600.0,0.0,11112.900000000001,0.0,1191450.0,32387.099999999977,-0.04219407
2025-08-21,1244820.35,0.017445132199375227,7653100.0,0.19978149052680294,11479.650000000001,0.00029967223579020443,1227300.0,17520.349999999977,0.0132158995
2025-08-22,1242056.225,-0.0019279890467728937,7895850.0,0.19500805879338332,11843.775000000001,0.00029251208819007496,1209150.0,32906.22499999998,-0.013043463
