symbol,date,open,high,low,close,volume
1101,2026-08-13,24.55,24.7,24.0,24.05,37511920.0
1102,2026-08-13,32.55,32.55,31.6,31.7,19553836.0
1103,2026-08-13,13.4,13.4,13.05,13.15,302703.0
1104,2026-08-13,26.7,26.75,26.45,26.55,585971.0
1108,2026-08-13,11.75,11.8,11.65,11.75,349762.0
1109,2026-08-13,13.6,13.6,13.5,13.55,97301.0
1110,2026-08-13,16.3,16.6,16.05,16.6,275413.0
1201,2026-08-13,12.3,12.3,12.2,12.2,191810.0
1203,2026-08-13,46.6,46.6,43.2,46.0,23750.0
1210,2026-08-13,52.9,52.9,52.0,52.4,2418803.0
1213,2026-08-13,7.72,7.72,7.56,7.6,8122.0
1215,2026-08-13,109.5,109.5,107.5,107.5,445841.0
1216,2026-08-13,76.5,76.5,75.1,76.3,13840646.0
1217,2026-08-13,9.95,9.95,9.89,9.89,204093.0
1218,2026-08-13,0.0,0.0,0.0,0.0,0.0
1219,2026-08-13,11.05,11.1,10.95,11.05,309814.0
1220,2026-08-13,11.05,11.05,10.95,11.05,159851.0
1225,2026-08-13,24.55,25.3,24.55,24.8,74282.0
1227,2026-08-13,28.9,28.95,28.6,28.9,921033.0
1229,2026-08-13,41.7,41.8,41.05,41.3,1435026.0
1231,2026-08-13,82.1,82.1,80.7,80.7,375666.0
1232,2026-08-13,155.5,155.5,152.0,154.5,321798.0
1233,2026-08-13,28.0,28.0,27.6,27.6,9771.0
1234,2026-08-13,33.6,33.95,33.6,33.95,132215.0
1235,2026-08-13,36.35,37.25,35.85,35.85,15490.0
1236,2026-08-13,25.55,25.55,24.9,25.1,125278.0
1240,2026-08-14,56.6,57.0,56.5,56.7,24000.0
1256,2026-08-13,180.0,180.5,175.5,180.5,53334.0
1259,2026-08-14,62.4,65.0,61.3,65.0,56000.0
1264,2026-08-14,259.0,259.5,258.5,259.5,17000.0
1268,2026-08-14,180.0,182.0,179.5,181.5,32000.0
1294,2026-08-14,57.6,57.9,57.1,57.3,18000.0
1295,2026-08-14,46.4,46.85,46.3,46.7,45000.0
1301,2026-08-13,57.9,59.8,57.5,57.5,33137523.0
1303,2026-08-13,191.0,195.0,184.0,189.0,96257719.0
1304,2026-08-13,12.15,12.35,12.05,12.2,2439923.0
1305,2026-08-13,11.85,12.15,11.8,11.95,2343136.0
1307,2026-08-13,30.9,31.0,30.5,30.55,949026.0
1308,2026-08-13,13.7,13.9,13.55,13.6,1428267.0
1309,2026-08-13,13.2,13.3,12.95,13.0,1649582.0
1310,2026-08-13,8.11,8.23,8.06,8.14,3608852.0
1312,2026-08-13,11.8,12.0,11.7,11.7,3011337.0
1313,2026-08-13,11.5,12.0,11.5,11.95,4859041.0
1314,2026-08-13,7.8,7.82,7.64,7.66,28405260.0
1315,2026-08-13,63.9,65.0,63.7,64.2,102277.0
1316,2026-08-13,10.25,10.25,10.0,10.0,1683345.0
1319,2026-08-13,79.4,79.5,78.1,79.2,2781262.0
1321,2026-08-13,32.3,32.75,32.05,32.35,207200.0
1323,2026-08-13,21.6,21.95,21.45,21.7,119015.0
1324,2026-08-13,10.1,10.15,10.05,10.1,35516.0
1325,2026-08-13,26.6,26.6,26.0,26.0,344852.0
1326,2026-08-13,60.3,61.1,59.0,59.5,21357549.0
1336,2026-08-14,16.2,17.65,16.05,17.65,3475000.0
1337,2026-08-13,4.69,4.71,4.66,4.7,148824.0
1338,2026-08-13,14.8,14.95,14.65,14.85,105688.0
1339,2026-08-13,46.9,46.9,45.65,46.1,140934.0
1340,2026-08-13,5.31,5.31,5.16,5.19,112744.0
1341,2026-08-13,58.8,60.8,58.8,60.7,14033.0
1342,2026-08-13,104.0,104.0,103.0,104.0,152599.0
1402,2026-08-13,27.7,27.7,26.85,26.95,21263160.0
1409,2026-08-13,25.0,25.5,24.65,25.15,15661270.0
1410,2026-08-13,25.9,26.2,25.7,26.0,21648.0
1413,2026-08-13,9.3,9.5,9.3,9.46,36092.0
1414,2026-08-13,19.15,19.35,18.8,19.35,381722.0
1416,2026-08-13,11.6,11.75,11.4,11.75,1356499.0
1417,2026-08-13,8.31,8.31,8.21,8.29,126553.0
1418,2026-08-13,17.9,18.15,17.85,18.0,12004.0
1419,2026-08-13,65.5,65.6,64.7,64.9,39518.0
1423,2026-08-13,35.95,35.95,35.3,35.5,15514.0
1432,2026-08-13,15.15,15.25,15.1,15.1,75254.0
1434,2026-08-13,17.95,17.95,17.55,17.6,1334669.0
1435,2026-08-13,23.7,25.5,23.15,25.5,66243.0
1436,2026-08-13,37.85,37.9,37.05,37.2,138949.0
1437,2026-08-13,30.55,31.7,30.55,31.5,305743.0
1438,2026-08-13,22.4,22.6,22.35,22.4,26211.0
1439,2026-08-13,29.15,29.15,28.55,28.75,106339.0
1440,2026-08-13,13.75,13.95,13.45,13.65,2166597.0
1441,2026-08-13,9.05,9.05,8.91,8.91,7880.0
1442,2026-08-13,30.0,30.0,29.65,29.85,105456.0
1443,2026-08-13,25.9,25.9,25.25,25.55,14053.0
1444,2026-08-13,7.24,7.3,7.12,7.22,1050101.0
1445,2026-08-13,10.4,10.4,10.15,10.2,112567.0
1446,2026-08-13,14.1,14.1,13.8,14.0,237414.0
1447,2026-08-13,7.11,7.11,6.89,6.91,1976292.0
1449,2026-08-13,12.65,12.7,12.45,12.5,208740.0
1451,2026-08-13,17.4,17.5,17.3,17.4,96159.0
1452,2026-08-13,11.3,11.6,11.3,11.55,170259.0
1453,2026-08-13,11.3,11.85,11.2,11.4,80946.0
1454,2026-08-13,12.95,12.95,12.7,12.7,19329.0
1455,2026-08-13,10.0,10.05,9.8,9.89,1417916.0
1456,2026-08-13,13.7,14.2,13.55,13.55,74411.0
1457,2026-08-13,14.5,14.6,14.35,14.55,119541.0
1459,2026-08-13,14.55,14.65,13.6,14.05,319871.0
1460,2026-08-13,6.66,6.7,6.6,6.69,208063.0
1463,2026-08-13,17.7,17.75,17.6,17.75,24033.0
1464,2026-08-13,10.25,10.3,10.15,10.2,364882.0
1465,2026-08-13,12.25,12.3,12.0,12.15,339115.0
1466,2026-08-13,16.6,16.95,16.15,16.3,677952.0
1467,2026-08-13,9.1,9.1,8.7,8.76,571528.0
1468,2026-08-13,13.35,13.5,12.9,13.5,66000.0
1470,2026-08-13,24.25,24.25,23.25,24.0,39004.0
1471,2026-08-13,9.5,9.58,9.4,9.5,211846.0
1472,2026-08-13,88.3,89.9,88.3,89.0,54099.0
1473,2026-08-13,20.0,20.15,19.85,19.95,80410.0
1474,2026-08-13,10.1,10.1,9.94,10.1,48906.0
1475,2026-08-13,27.55,27.55,25.95,25.95,87705.0
1476,2026-08-13,326.5,327.5,321.0,326.5,1221373.0
1477,2026-08-13,218.5,219.5,215.5,219.5,2354094.0
1503,2026-08-13,201.0,206.0,200.5,201.5,2288143.0
1504,2026-08-13,68.5,71.4,68.3,70.4,22941158.0
1506,2026-08-13,10.35,10.35,10.05,10.3,600132.0
1512,2026-08-13,6.65,6.75,6.55,6.74,104617.0
1513,2026-08-13,168.5,177.0,166.5,171.0,15449705.0
1514,2026-08-13,103.0,104.5,102.5,102.5,2105663.0
1515,2026-08-13,31.8,31.8,30.5,30.5,886214.0
1516,2026-08-13,15.25,15.25,15.0,15.0,24190.0
1517,2026-08-13,12.05,12.05,11.6,11.65,1065832.0
1519,2026-08-13,724.0,736.0,713.0,720.0,1696375.0
1521,2026-08-13,25.5,25.9,25.1,25.55,35789.0
1522,2026-08-13,28.5,28.55,27.9,27.95,449356.0
