symbol,date,open,high,low,close,volume
1101,2026-08-28,24.1,24.4,24.1,24.3,16839498.0
1102,2026-08-28,34.9,34.9,34.3,34.55,8933528.0
1103,2026-08-28,13.2,13.25,13.15,13.15,210363.0
1104,2026-08-28,26.6,26.65,26.45,26.45,931772.0
1108,2026-08-28,11.75,11.8,11.7,11.75,113428.0
1109,2026-08-28,13.6,13.6,13.5,13.5,73635.0
1110,2026-08-28,16.05,16.05,15.9,15.95,24996.0
1201,2026-08-28,12.2,12.3,12.15,12.25,304248.0
1203,2026-08-28,46.0,46.0,45.05,45.2,13751.0
1210,2026-08-28,52.2,52.4,51.9,52.0,1731459.0
1213,2026-08-28,8.07,8.07,7.69,7.7,113303.0
1215,2026-08-28,108.5,109.0,107.5,108.5,451609.0
1216,2026-08-28,76.5,76.5,75.2,75.7,11006895.0
1217,2026-08-28,9.99,10.0,9.97,9.97,360634.0
1218,2026-08-28,14.6,14.65,14.35,14.55,2440793.0
1219,2026-08-28,11.7,11.75,11.45,11.5,579349.0
1220,2026-08-28,10.95,10.95,10.8,10.9,117164.0
1225,2026-08-28,26.4,26.4,25.35,25.45,294386.0
1227,2026-08-28,28.9,28.9,28.6,28.65,757742.0
1229,2026-08-28,42.45,42.45,41.85,42.15,1036182.0
1231,2026-08-28,81.1,81.1,80.6,80.6,267703.0
1232,2026-08-28,156.5,157.5,156.0,156.5,104906.0
1233,2026-08-28,28.55,28.9,28.55,28.9,7403.0
1234,2026-08-28,33.25,33.4,33.2,33.25,40461.0
1235,2026-08-28,37.25,37.25,37.0,37.0,2718.0
1236,2026-08-28,25.5,25.75,25.45,25.55,112274.0
1240,2026-08-31,57.1,57.4,57.1,57.1,12000.0
1256,2026-08-28,185.5,188.0,183.5,188.0,111300.0
1259,2026-08-31,62.7,63.4,61.3,63.4,14000.0
1264,2026-08-31,251.0,252.0,251.0,251.5,17000.0
1268,2026-08-31,181.5,182.0,181.0,181.5,18000.0
1294,2026-08-31,54.4,54.4,53.4,53.7,56000.0
1295,2026-08-31,46.3,46.35,45.6,45.65,24000.0
1301,2026-08-28,63.2,64.8,62.1,62.7,33720847.0
1303,2026-08-28,230.5,238.5,219.0,220.5,192491363.0
1304,2026-08-28,12.4,12.55,12.0,12.05,2957396.0
1305,2026-08-28,12.5,12.55,12.05,12.1,1932665.0
1307,2026-08-28,31.0,31.1,30.6,30.7,598692.0
1308,2026-08-28,14.15,14.35,13.85,13.85,1497972.0
1309,2026-08-28,13.4,13.55,13.05,13.1,1946446.0
1310,2026-08-28,8.69,8.78,8.37,8.43,5238853.0
1312,2026-08-28,15.7,15.7,13.8,14.15,212554333.0
1313,2026-08-28,12.25,12.3,11.75,11.85,3551660.0
1314,2026-08-28,8.21,8.25,8.03,8.05,18157758.0
1315,2026-08-28,66.3,66.3,65.2,65.5,73230.0
1316,2026-08-28,11.85,11.95,11.05,11.15,9614361.0
1319,2026-08-28,82.0,84.3,82.0,82.1,2802208.0
1321,2026-08-28,33.75,33.75,33.0,33.15,151698.0
1323,2026-08-28,21.55,21.55,21.25,21.5,24550.0
1324,2026-08-28,10.1,10.25,10.0,10.25,42188.0
1325,2026-08-28,26.7,26.7,26.3,26.3,130588.0
1326,2026-08-28,63.5,64.2,62.0,62.1,23816854.0
1336,2026-08-31,16.6,17.0,16.4,16.8,379000.0
1337,2026-08-28,4.8,4.8,4.64,4.67,376676.0
1338,2026-08-28,14.5,14.6,14.2,14.2,91492.0
1339,2026-08-28,43.65,43.65,42.65,43.3,124172.0
1340,2026-08-28,5.25,5.3,5.23,5.23,94269.0
1341,2026-08-28,60.1,60.1,60.1,60.1,1000.0
1342,2026-08-28,105.0,105.0,104.0,104.0,124111.0
1402,2026-08-28,28.35,28.35,28.0,28.1,9013833.0
1409,2026-08-28,25.2,25.2,24.1,24.3,19584388.0
1410,2026-08-28,24.65,24.85,24.35,24.4,70793.0
1413,2026-08-28,9.32,9.33,9.18,9.31,14641.0
1414,2026-08-28,19.3,19.45,18.85,19.3,538753.0
1416,2026-08-28,11.8,11.85,11.7,11.8,194146.0
1417,2026-08-28,8.33,8.33,8.24,8.29,75045.0
1418,2026-08-28,17.75,17.75,17.75,17.75,6624.0
1419,2026-08-28,66.1,66.9,65.4,66.9,91850.0
1423,2026-08-28,35.8,35.8,34.4,34.95,21839.0
1432,2026-08-28,15.1,15.1,15.0,15.05,72772.0
1434,2026-08-28,18.15,18.35,17.8,17.85,2610132.0
1435,2026-08-28,23.5,23.5,21.85,22.0,18279.0
1436,2026-08-28,39.15,39.15,38.5,38.55,99470.0
1437,2026-08-28,32.2,32.2,31.8,31.95,32375.0
1438,2026-08-28,22.45,22.45,22.2,22.35,23248.0
1439,2026-08-28,29.45,29.5,28.95,29.4,32094.0
1440,2026-08-28,13.95,13.95,13.65,13.7,1147332.0
1441,2026-08-28,9.18,9.18,9.08,9.09,14134.0
1442,2026-08-28,30.2,30.4,29.8,29.85,121083.0
1443,2026-08-28,25.0,25.0,24.9,24.9,4525.0
1444,2026-08-28,7.2,7.3,7.16,7.17,876247.0
1445,2026-08-28,10.25,10.5,10.2,10.5,28120.0
1446,2026-08-28,13.6,13.7,13.55,13.65,80772.0
1447,2026-08-28,6.91,7.0,6.88,6.88,1149646.0
1449,2026-08-28,12.5,12.5,12.35,12.45,276927.0
1451,2026-08-28,17.4,17.4,17.25,17.4,83168.0
1452,2026-08-28,11.4,11.45,11.15,11.4,98667.0
1453,2026-08-28,11.45,11.45,11.1,11.25,39479.0
1454,2026-08-28,12.5,12.5,12.45,12.45,7492.0
1455,2026-08-28,10.0,10.05,9.97,9.97,901205.0
1456,2026-08-28,13.9,13.9,13.5,13.65,52439.0
1457,2026-08-28,14.45,14.45,14.35,14.45,51405.0
1459,2026-08-28,15.85,15.9,15.3,15.55,168696.0
1460,2026-08-28,6.64,6.66,6.61,6.62,159830.0
1463,2026-08-28,17.5,17.5,17.4,17.4,13257.0
1464,2026-08-28,10.3,10.3,10.15,10.15,228355.0
1465,2026-08-28,12.0,12.45,11.95,12.0,320572.0
1466,2026-08-28,16.35,16.35,15.8,15.9,384286.0
1467,2026-08-28,8.36,8.36,8.26,8.28,164242.0
1468,2026-08-28,13.15,13.3,12.95,13.3,52001.0
1470,2026-08-28,24.0,24.0,23.55,23.55,5000.0
1471,2026-08-28,10.1,10.1,9.82,10.0,299929.0
1472,2026-08-28,0.0,0.0,0.0,0.0,177.0
