symbol,date,open,high,low,close,volume
1101,2026-07-24,23.8,24.1,23.8,23.8,12078546.0
1102,2026-07-24,32.5,32.95,32.5,32.75,6016270.0
1103,2026-07-24,13.05,13.2,13.05,13.15,606204.0
1104,2026-07-24,26.8,26.85,26.55,26.8,527848.0
1108,2026-07-24,12.2,12.2,12.05,12.15,221431.0
1109,2026-07-24,13.8,13.85,13.75,13.8,80760.0
1110,2026-07-24,15.9,16.0,15.85,15.95,125150.0
1201,2026-07-24,12.4,12.45,12.25,12.45,475681.0
1203,2026-07-24,46.1,46.9,44.25,46.9,32735.0
1210,2026-07-24,56.5,57.8,56.5,57.8,1632459.0
1213,2026-07-24,7.02,7.4,7.02,7.24,15909.0
1215,2026-07-24,109.5,110.0,108.5,109.5,600764.0
1216,2026-07-24,75.9,77.7,75.9,77.4,15558878.0
1217,2026-07-24,9.92,9.99,9.9,9.98,396107.0
1218,2026-07-24,15.95,16.2,15.95,16.2,902274.0
1219,2026-07-24,11.55,11.85,11.55,11.85,445277.0
1220,2026-07-24,11.3,11.4,11.25,11.4,59560.0
1225,2026-07-24,26.6,26.7,26.5,26.65,91458.0
1227,2026-07-24,28.75,29.2,28.7,29.2,1325241.0
1229,2026-07-24,42.35,42.5,41.05,41.65,4520450.0
1231,2026-07-24,92.0,92.0,91.4,91.9,342172.0
1232,2026-07-24,152.0,154.0,152.0,154.0,188670.0
1233,2026-07-24,28.9,29.2,28.8,29.2,15095.0
1234,2026-07-24,33.3,33.65,33.3,33.65,104377.0
1235,2026-07-24,35.2,36.5,35.2,36.5,17245.0
1236,2026-07-24,23.5,23.6,23.35,23.55,36366.0
1240,2026-07-27,54.7,55.2,54.5,54.5,17000.0
1256,2026-07-24,186.0,186.0,182.0,183.5,62694.0
1259,2026-07-27,0.0,0.0,0.0,0.0,0.0
1264,2026-07-27,257.5,258.0,257.5,257.5,7000.0
1268,2026-07-27,172.0,173.0,172.0,172.5,19000.0
1294,2026-07-27,56.0,56.0,55.8,55.8,7000.0
1295,2026-07-27,47.5,48.6,47.2,48.6,25000.0
1301,2026-07-24,66.5,67.0,62.1,62.7,63817125.0
1303,2026-07-24,191.5,194.5,177.5,177.5,74131356.0
1304,2026-07-24,13.55,13.6,12.85,12.9,6223996.0
1305,2026-07-24,12.95,13.0,12.4,12.45,2620634.0
1307,2026-07-24,32.3,32.55,31.95,32.3,437030.0
1308,2026-07-24,14.75,14.9,13.9,14.1,3091270.0
1309,2026-07-24,15.9,15.95,14.8,14.8,8604694.0
1310,2026-07-24,10.1,10.25,9.91,9.96,3181936.0
1312,2026-07-24,14.1,14.1,13.1,13.2,20087245.0
1313,2026-07-24,12.3,12.3,11.8,11.95,3705428.0
1314,2026-07-24,8.35,8.4,8.2,8.27,24861168.0
1315,2026-07-24,64.6,64.6,63.4,63.5,30432.0
1316,2026-07-24,10.2,10.3,10.15,10.25,597805.0
1319,2026-07-24,72.8,73.2,71.6,72.1,1887857.0
1321,2026-07-24,31.9,32.2,31.65,32.15,156000.0
1323,2026-07-24,19.85,20.0,19.7,20.0,36655.0
1324,2026-07-24,10.25,10.35,10.05,10.35,92441.0
1325,2026-07-24,27.7,27.9,27.15,27.7,1164317.0
1326,2026-07-24,72.0,72.6,66.8,67.5,80139162.0
1336,2026-07-27,15.6,15.6,15.2,15.45,136000.0
1337,2026-07-24,4.89,4.94,4.82,4.86,332861.0
1338,2026-07-24,16.3,16.3,15.7,15.75,57701.0
1339,2026-07-24,44.9,44.9,44.25,44.35,57844.0
1340,2026-07-24,5.34,5.37,5.29,5.3,202761.0
1341,2026-07-24,59.1,59.1,59.1,59.1,2021.0
1342,2026-07-24,112.0,113.5,110.0,111.0,249172.0
1402,2026-07-24,27.0,27.65,27.0,27.35,26234889.0
1409,2026-07-24,23.55,23.8,23.15,23.35,7593771.0
1410,2026-07-24,27.0,27.1,25.9,26.4,135409.0
1413,2026-07-24,9.99,10.3,9.97,10.3,441165.0
1414,2026-07-24,17.65,17.8,17.3,17.75,256999.0
1416,2026-07-24,10.95,10.95,10.85,10.9,231972.0
1417,2026-07-24,8.57,8.57,8.32,8.45,107478.0
1418,2026-07-24,19.3,19.3,18.7,18.7,22318.0
1419,2026-07-24,65.1,66.8,65.1,66.7,122243.0
1423,2026-07-24,35.75,35.75,35.15,35.6,52165.0
1432,2026-07-24,15.0,15.05,14.95,15.0,94474.0
1434,2026-07-24,19.45,19.5,18.8,19.15,7623825.0
1435,2026-07-24,22.0,23.2,22.0,23.2,47087.0
1436,2026-07-24,38.7,38.7,38.1,38.15,416746.0
1437,2026-07-24,31.1,31.1,30.8,30.9,129487.0
1438,2026-07-24,22.3,22.3,21.65,22.0,31001.0
1439,2026-07-24,25.8,26.3,25.2,26.3,16109.0
1440,2026-07-24,12.8,12.85,12.65,12.75,2319365.0
1441,2026-07-24,9.01,9.1,8.99,9.08,25097.0
1442,2026-07-24,29.1,29.95,29.1,29.95,233992.0
1443,2026-07-24,25.5,26.2,25.5,26.2,17026.0
1444,2026-07-24,8.07,8.07,7.83,8.0,1452706.0
1445,2026-07-24,10.7,10.8,10.5,10.8,84000.0
1446,2026-07-24,14.0,14.05,13.9,14.05,182191.0
1447,2026-07-24,7.6,7.6,7.33,7.5,2130937.0
1449,2026-07-24,12.75,12.8,12.6,12.7,398237.0
1451,2026-07-24,17.4,17.4,17.3,17.4,106502.0
1452,2026-07-24,11.55,11.65,11.45,11.65,36445.0
1453,2026-07-24,11.15,11.15,11.0,11.15,56192.0
1454,2026-07-24,12.5,12.6,12.35,12.55,42108.0
1455,2026-07-24,9.01,9.12,9.01,9.12,332733.0
1456,2026-07-24,13.55,13.55,13.2,13.4,63122.0
1457,2026-07-24,14.2,14.3,14.15,14.3,140702.0
1460,2026-07-24,6.84,6.94,6.81,6.92,587778.0
