symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy,official_broker_net_buy
0050,,,,,0,6,5,-11051231,2200000,6635911,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
0051,,,,,0,0,1,-865,0,3000,2026-09-23,TWSE T86 official,official-only,,,40.0,40.0,
0052,,,,,0,0,7,-938527,0,3906924,2026-09-23,TWSE T86 official,official-only,,,40.3,40.3,
0053,,,,,1,0,0,1000,0,-35316,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
0055,,,,,0,0,0,-37263,0,-946060,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
0056,,,,,0,0,0,-5345151,0,-11260084,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
0057,,,,,1,0,0,1000,0,-4761,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
0061,,,,,0,0,0,-5000,0,-11320,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
1101,,,,,2,0,7,30065221,-24000,740646,2026-09-23,TWSE T86 official,official-only,,,46.1,46.1,
1102,,,,,3,7,6,5215618,168000,121291,2026-09-23,TWSE T86 official,official-only,,,41.1,41.1,
1103,,,,,0,0,0,-59156,0,0,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
1104,,,,,0,1,0,-21292,2000,-126,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
1108,,,,,0,0,0,-35000,0,0,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
1109,,,,,5,0,0,8000,0,0,2026-09-23,TWSE T86 official,official-only,,,40.0,40.0,
1110,,,,,0,0,0,-8000,0,0,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
1201,,,,,3,0,0,73002,0,0,2026-09-23,TWSE T86 official,official-only,,,40.0,40.0,
1203,,,,,0,0,0,-3000,0,0,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
1210,,,,,0,1,1,-180983,2000,41960,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
1215,,,,,0,0,0,-277001,0,-2982,2026-09-23,TWSE T86 official,official-only,,,0.0,0.0,
