symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy,official_broker_net_buy
0050,,,,,0,1,0,-16246339,2800000,-1662868,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
0051,,,,,1,0,0,3754,0,-9623,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
0052,,,,,0,2,2,-3895435,18000,2589049,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
0053,,,,,1,0,0,11009,0,-53956,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
0055,,,,,2,0,0,41056,0,-237841,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
0056,,,,,0,1,0,-609329,1800000,-224000,2026-09-16,TWSE T86 official,official-only,,,40.1,40.1,
0057,,,,,0,0,0,0,0,-8000,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
0061,,,,,4,0,0,63000,0,-27180,2026-09-16,TWSE T86 official,official-only,,,40.0,40.0,
1101,,,,,0,1,2,-1181801,1483000,339882,2026-09-16,TWSE T86 official,official-only,,,40.0,40.0,
1102,,,,,0,2,1,-1274294,309528,36487,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1103,,,,,0,0,0,-144000,0,0,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1104,,,,,0,2,2,-92435,5000,611,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1108,,,,,0,0,0,-33000,0,0,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1109,,,,,0,0,0,-93000,0,0,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1110,,,,,0,0,0,-94000,0,0,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1201,,,,,0,0,0,-74000,0,0,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1203,,,,,0,0,0,-6000,0,0,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1210,,,,,0,0,1,-959000,0,22459,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1215,,,,,0,0,0,-97990,-2000,-2550,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1216,,,,,1,1,0,547433,66614,-203443,2026-09-16,TWSE T86 official,official-only,,,40.1,40.1,
1217,,,,,0,0,0,0,0,0,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1218,,,,,1,0,0,106076,0,-6,2026-09-16,TWSE T86 official,official-only,,,40.0,40.0,
1219,,,,,0,0,0,-18000,0,0,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1220,,,,,1,0,0,8990,0,-225,2026-09-16,TWSE T86 official,official-only,,,40.0,40.0,
1225,,,,,1,0,1,11000,0,1000,2026-09-16,TWSE T86 official,official-only,,,40.0,40.0,
1227,,,,,0,0,0,-134035,-36000,-93,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1229,,,,,0,0,0,-517315,0,-23054,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1231,,,,,0,0,0,-31703,-17000,-755,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
1232,,,,,0,0,0,-10369,-7000,0,2026-09-16,TWSE T86 official,official-only,,,0.0,0.0,
