symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,0,9,0,-97368426,3000000,-137269316,2026-07-20,TWSE T86 official,official-only,,,0.0,0.0
0051,,,,,0,0,0,-8946,0,-6502,2026-07-20,TWSE T86 official,official-only,,,0.0,0.0
0052,,,,,1,0,0,2644163,0,-6614821,2026-07-20,TWSE T86 official,official-only,,,0.0,0.0
0053,,,,,5,0,0,29,0,-32403,2026-07-20,TWSE T86 official,official-only,,,0.0,0.0
0055,,,,,2,0,2,82019,0,137678,2026-07-20,TWSE T86 official,official-only,,,40.0,40.0
0056,,,,,0,0,0,-23175636,0,-89599267,2026-07-20,TWSE T86 official,official-only,,,0.0,0.0
0057,,,,,0,0,0,-9000,0,-12000,2026-07-20,TWSE T86 official,official-only,,,0.0,0.0
0061,,,,,0,0,5,-2000,0,128401,2026-07-20,TWSE T86 official,official-only,,,40.0,40.0
1101,,,,,4,1,1,7053712,23000,186737,2026-07-20,TWSE T86 official,official-only,,,41.4,41.4
1102,,,,,0,1,2,-993465,25552,1177285,2026-07-20,TWSE T86 official,official-only,,,0.0,0.0
1103,,,,,5,0,3,82418,0,26000,2026-07-20,TWSE T86 official,official-only,,,40.0,40.0
1104,,,,,1,0,1,13000,-1000,19932,2026-07-20,TWSE T86 official,official-only,,,40.0,40.0
1108,,,,,0,0,3,-90774,0,6000,2026-07-20,TWSE T86 official,official-only,,,0.0,0.0
1109,,,,,0,0,1,-2300,0,9787,2026-07-20,TWSE T86 official,official-only,,,40.0,40.0
1110,,,,,5,0,3,72600,0,11000,2026-07-20,TWSE T86 official,official-only,,,40.0,40.0
1201,,,,,4,0,1,36500,0,38996,2026-07-20,TWSE T86 official,official-only,,,40.0,40.0
1203,,,,,7,0,1,15000,0,4000,2026-07-20,TWSE T86 official,official-only,,,40.0,40.0
1210,,,,,0,1,10,-263005,306000,279000,2026-07-20,TWSE T86 official,official-only,,,40.0,40.0
1213,,,,,0,0,0,-383,0,0,2026-07-20,TWSE T86 official,official-only,,,0.0,0.0
1215,,,,,0,0,3,-424100,0,10338,2026-07-20,TWSE T86 official,official-only,,,0.0,0.0
