symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,4,0,5,31063004,-4385000,20669289,2026-08-13,TWSE T86 official,official-only,,,48.0,48.0
0051,,,,,9,0,1,40,0,3311,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
0052,,,,,3,0,7,5207087,-100000,9447299,2026-08-13,TWSE T86 official,official-only,,,42.2,42.2
0053,,,,,1,0,4,2200,0,54905,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
0055,,,,,0,0,1,-5543,0,21686,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
0056,,,,,0,0,8,-749246,0,26183368,2026-08-13,TWSE T86 official,official-only,,,43.0,43.0
0057,,,,,1,0,4,1000,0,397,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
0061,,,,,5,0,3,44000,0,9640,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
1101,,,,,0,0,2,-7510712,-21000,17606,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1102,,,,,0,1,0,-14247488,135540,-326227,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1103,,,,,1,0,1,6229,0,15000,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
1104,,,,,0,0,1,-414244,0,2903,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1108,,,,,2,0,0,43000,0,-12000,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
1109,,,,,0,0,1,-1000,0,5957,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
1110,,,,,5,0,1,114000,0,2000,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
1201,,,,,0,0,4,-52000,0,5000,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1203,,,,,0,0,1,-5999,0,1000,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1210,,,,,0,2,1,-672000,154000,2936,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1215,,,,,0,0,6,-207956,0,2115,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1216,,,,,10,0,0,6000711,-6488,-302683,2026-08-13,TWSE T86 official,official-only,,,41.2,41.2
1217,,,,,0,0,1,-49000,0,5000,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1218,,,,,0,0,0,-446000,0,-313,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1219,,,,,1,0,1,75006,0,9000,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
1220,,,,,0,0,2,-20000,0,1000,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1225,,,,,1,0,2,40001,0,1000,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
1227,,,,,0,0,5,-378000,0,10169,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1229,,,,,1,0,1,53433,-5000,21781,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
1231,,,,,0,0,1,-225023,0,3306,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1232,,,,,0,0,5,-3000,0,1000,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1233,,,,,0,0,0,-4000,0,0,2026-08-13,TWSE T86 official,official-only,,,0.0,0.0
1234,,,,,1,0,2,58092,0,1000,2026-08-13,TWSE T86 official,official-only,,,40.0,40.0
