symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,0,1,0,-10988531,1400000,-2379442,2026-08-20,TWSE T86 official,official-only,,,0.0,0.0
0051,,,,,10,0,0,1,0,-3223,2026-08-20,TWSE T86 official,official-only,,,0.0,0.0
0052,,,,,0,0,1,-267604,0,227384,2026-08-20,TWSE T86 official,official-only,,,0.0,0.0
0053,,,,,4,0,0,4,0,-134292,2026-08-20,TWSE T86 official,official-only,,,0.0,0.0
0055,,,,,0,0,0,-63975,0,-41246,2026-08-20,TWSE T86 official,official-only,,,0.0,0.0
0056,,,,,0,0,0,-2836674,0,-782568,2026-08-20,TWSE T86 official,official-only,,,0.0,0.0
0057,,,,,1,0,1,4,0,21054,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
0061,,,,,1,0,0,11000,0,-19778,2026-08-20,TWSE T86 official,official-only,,,0.0,0.0
1101,,,,,2,0,1,21766556,0,53277,2026-08-20,TWSE T86 official,official-only,,,44.4,44.4
1102,,,,,5,0,0,16096660,-7000,-339878,2026-08-20,TWSE T86 official,official-only,,,43.2,43.2
1103,,,,,4,0,0,480870,0,0,2026-08-20,TWSE T86 official,official-only,,,40.1,40.1
1104,,,,,1,0,0,437125,0,0,2026-08-20,TWSE T86 official,official-only,,,40.1,40.1
1108,,,,,6,0,0,91000,0,0,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1109,,,,,1,0,0,161000,0,-853,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1110,,,,,1,0,0,59000,0,0,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1201,,,,,4,0,0,187000,0,0,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1203,,,,,1,0,0,12000,0,0,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1210,,,,,3,0,0,632384,-425000,-22000,2026-08-20,TWSE T86 official,official-only,,,40.1,40.1
1213,,,,,0,0,0,-1000,0,0,2026-08-20,TWSE T86 official,official-only,,,0.0,0.0
1215,,,,,1,2,1,134569,16000,252,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1216,,,,,10,0,0,13733329,-43000,-36734,2026-08-20,TWSE T86 official,official-only,,,42.7,42.7
1217,,,,,2,0,0,354486,0,0,2026-08-20,TWSE T86 official,official-only,,,40.1,40.1
1218,,,,,0,0,0,-128970,0,-3000,2026-08-20,TWSE T86 official,official-only,,,0.0,0.0
1219,,,,,1,0,0,113393,0,0,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1220,,,,,1,0,0,8000,0,-355,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1225,,,,,1,0,0,18000,0,-24,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1227,,,,,4,0,0,236000,0,0,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1229,,,,,4,0,1,1401331,0,142,2026-08-20,TWSE T86 official,official-only,,,40.3,40.3
1231,,,,,0,0,0,-89505,0,-275,2026-08-20,TWSE T86 official,official-only,,,0.0,0.0
1232,,,,,3,0,0,32758,0,0,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1233,,,,,0,0,0,-57000,0,0,2026-08-20,TWSE T86 official,official-only,,,0.0,0.0
1234,,,,,1,0,0,21000,0,0,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1235,,,,,1,0,0,11000,0,0,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1236,,,,,0,0,0,-2000,0,0,2026-08-20,TWSE T86 official,official-only,,,0.0,0.0
1256,,,,,4,0,0,9145,0,0,2026-08-20,TWSE T86 official,official-only,,,40.0,40.0
1301,,,,,1,0,1,1092238,0,4547,2026-08-20,TWSE T86 official,official-only,,,40.2,40.2
