symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy,official_broker_net_buy
0050,,,,,0,0,0,-6684269,0,-11974086,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
0051,,,,,1,0,0,41,0,-5073,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
0052,,,,,0,0,6,-395471,0,739199,2026-09-10,TWSE T86 official,official-only,,,40.0,40.0,
0053,,,,,0,0,0,-1999,0,-124599,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
0055,,,,,1,0,0,9080,0,-261678,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
0056,,,,,0,1,0,-653964,90000,-121437,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
0057,,,,,1,0,0,1,0,-1017,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
0061,,,,,0,0,1,-5000,0,65243,2026-09-10,TWSE T86 official,official-only,,,40.0,40.0,
1101,,,,,2,7,2,6800000,226000,68486,2026-09-10,TWSE T86 official,official-only,,,41.4,41.4,
1102,,,,,3,9,0,2471985,225582,-159710,2026-09-10,TWSE T86 official,official-only,,,40.5,40.5,
1103,,,,,5,0,0,12286,0,-6000,2026-09-10,TWSE T86 official,official-only,,,40.0,40.0,
1104,,,,,4,0,0,31664,0,-5000,2026-09-10,TWSE T86 official,official-only,,,40.0,40.0,
1108,,,,,0,0,0,-99000,0,0,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
1109,,,,,0,0,0,-5000,0,-2277,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
1110,,,,,3,0,1,3000,0,1000,2026-09-10,TWSE T86 official,official-only,,,40.0,40.0,
1201,,,,,0,0,0,-53000,0,-4000,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
1203,,,,,6,0,0,3000,0,0,2026-09-10,TWSE T86 official,official-only,,,40.0,40.0,
1210,,,,,7,0,1,92445,-1000,17277,2026-09-10,TWSE T86 official,official-only,,,40.0,40.0,
1215,,,,,5,1,0,146154,205000,-1282,2026-09-10,TWSE T86 official,official-only,,,40.1,40.1,
1216,,,,,1,0,0,786612,-26000,-122180,2026-09-10,TWSE T86 official,official-only,,,40.1,40.1,
1217,,,,,3,0,0,19681,0,-5000,2026-09-10,TWSE T86 official,official-only,,,40.0,40.0,
1218,,,,,0,0,0,-58000,0,-5000,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
1219,,,,,2,0,0,37000,0,-3000,2026-09-10,TWSE T86 official,official-only,,,40.0,40.0,
1220,,,,,1,0,1,1837,0,844,2026-09-10,TWSE T86 official,official-only,,,40.0,40.0,
1225,,,,,0,0,0,-15861,0,0,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
1227,,,,,0,0,0,-41900,-14000,-8000,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
1229,,,,,4,3,0,309526,9000,-22002,2026-09-10,TWSE T86 official,official-only,,,40.1,40.1,
1231,,,,,3,0,0,26000,-7000,-869,2026-09-10,TWSE T86 official,official-only,,,40.0,40.0,
1232,,,,,0,0,0,-30116,-5000,-3000,2026-09-10,TWSE T86 official,official-only,,,0.0,0.0,
