symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,0,0,0,-16100955,-1000000,-5293479,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
0051,,,,,10,0,0,108,0,-13995,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
0052,,,,,6,0,0,3065285,0,-4006281,2026-08-18,TWSE T86 official,official-only,,,40.1,40.1
0053,,,,,2,0,0,1002,0,-4000,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
0055,,,,,0,0,4,-12980,0,57249,2026-08-18,TWSE T86 official,official-only,,,40.0,40.0
0056,,,,,0,0,0,-3158055,0,-218569,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
0057,,,,,2,0,0,1,0,-7132,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
0061,,,,,8,0,0,3000,0,-14481,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
1101,,,,,0,0,2,-3567082,-4000,297997,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
1102,,,,,3,2,0,508099,218175,-62806,2026-08-18,TWSE T86 official,official-only,,,40.1,40.1
1103,,,,,2,0,0,98789,0,0,2026-08-18,TWSE T86 official,official-only,,,40.0,40.0
1104,,,,,0,0,0,-856000,0,-104,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
1108,,,,,5,0,0,8070,0,0,2026-08-18,TWSE T86 official,official-only,,,40.0,40.0
1109,,,,,0,0,0,-32506,0,-2000,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
1110,,,,,0,0,0,-66000,0,0,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
1201,,,,,2,0,0,90000,0,0,2026-08-18,TWSE T86 official,official-only,,,40.0,40.0
1203,,,,,0,0,0,-9000,0,0,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
1210,,,,,1,0,0,1195316,0,-62940,2026-08-18,TWSE T86 official,official-only,,,40.2,40.2
1213,,,,,2,0,0,1000,0,0,2026-08-18,TWSE T86 official,official-only,,,40.0,40.0
1215,,,,,2,0,0,246483,0,0,2026-08-18,TWSE T86 official,official-only,,,40.0,40.0
1216,,,,,10,1,0,5570730,349000,-44683,2026-08-18,TWSE T86 official,official-only,,,41.2,41.2
1217,,,,,0,0,0,-70000,0,0,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
1218,,,,,0,0,0,-79442,0,0,2026-08-18,TWSE T86 official,official-only,,,0.0,0.0
