symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,0,7,0,-22401193,3435000,-1144401,2026-07-16,TWSE T86 official,official-only,,,0.0,0.0
0051,,,,,0,0,0,-1963,0,-19800,2026-07-16,TWSE T86 official,official-only,,,0.0,0.0
0052,,,,,2,0,0,671275,0,-3604951,2026-07-16,TWSE T86 official,official-only,,,0.0,0.0
0053,,,,,3,0,0,9,0,-10049,2026-07-16,TWSE T86 official,official-only,,,0.0,0.0
0055,,,,,0,0,0,-4900,0,-4173,2026-07-16,TWSE T86 official,official-only,,,0.0,0.0
0056,,,,,0,0,0,-13137738,0,-16002398,2026-07-16,TWSE T86 official,official-only,,,0.0,0.0
0057,,,,,4,0,0,3,0,-2859,2026-07-16,TWSE T86 official,official-only,,,0.0,0.0
0061,,,,,0,0,3,-41000,0,38945,2026-07-16,TWSE T86 official,official-only,,,0.0,0.0
1101,,,,,2,0,0,13805006,-17000,-393252,2026-07-16,TWSE T86 official,official-only,,,42.7,42.7
1102,,,,,1,0,0,6956088,-998688,-7370136,2026-07-16,TWSE T86 official,official-only,,,40.3,40.3
1103,,,,,3,0,1,141000,0,8000,2026-07-16,TWSE T86 official,official-only,,,40.0,40.0
1104,,,,,2,0,1,53000,-3000,5292,2026-07-16,TWSE T86 official,official-only,,,40.0,40.0
1108,,,,,0,0,1,-357000,0,2000,2026-07-16,TWSE T86 official,official-only,,,0.0,0.0
1109,,,,,3,0,1,17000,0,3803,2026-07-16,TWSE T86 official,official-only,,,40.0,40.0
1110,,,,,3,0,1,27000,0,3000,2026-07-16,TWSE T86 official,official-only,,,40.0,40.0
1201,,,,,2,0,3,487124,0,6309,2026-07-16,TWSE T86 official,official-only,,,40.1,40.1
1203,,,,,5,0,4,6000,0,2000,2026-07-16,TWSE T86 official,official-only,,,40.0,40.0
1210,,,,,2,2,10,588000,381000,313486,2026-07-16,TWSE T86 official,official-only,,,40.2,40.2
1213,,,,,0,0,0,-383,0,0,2026-07-16,TWSE T86 official,official-only,,,0.0,0.0
1215,,,,,9,0,1,803000,0,3418,2026-07-16,TWSE T86 official,official-only,,,40.2,40.2
1216,,,,,0,10,10,-1702373,1218774,625120,2026-07-16,TWSE T86 official,official-only,,,0.0,0.0
1217,,,,,5,0,1,175000,0,6000,2026-07-16,TWSE T86 official,official-only,,,40.0,40.0
1218,,,,,2,0,3,51000,0,5000,2026-07-16,TWSE T86 official,official-only,,,40.0,40.0
