symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,6,0,1,5166286,-1400000,3082620,2026-08-17,TWSE T86 official,official-only,,,41.2,41.2
0051,,,,,10,0,0,17,0,-5004,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
0052,,,,,5,0,9,4141965,-500000,1457258,2026-08-17,TWSE T86 official,official-only,,,40.9,40.9
0053,,,,,1,0,6,1002,0,6890,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
0055,,,,,0,0,3,-248890,0,22993,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
0056,,,,,0,0,0,-5220897,0,-67558,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
0057,,,,,1,0,0,1001,0,-5178,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
0061,,,,,7,0,1,88000,0,4512,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1101,,,,,0,0,1,-1987186,0,128431,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1102,,,,,2,1,1,52348,517924,112,2026-08-17,TWSE T86 official,official-only,,,40.1,40.1
1103,,,,,1,0,1,102853,0,5000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1104,,,,,0,0,3,-3000,0,4000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1108,,,,,4,0,1,90000,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1109,,,,,0,0,3,-19832,0,2000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1110,,,,,0,0,3,-4997,0,3000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1201,,,,,1,0,1,31000,0,3000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1203,,,,,1,0,1,2000,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1210,,,,,0,0,0,-659408,0,-190382,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1213,,,,,2,0,0,1000,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1215,,,,,1,0,0,125784,0,-1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1216,,,,,10,0,0,3896568,-3159000,-44160,2026-08-17,TWSE T86 official,official-only,,,40.3,40.3
1217,,,,,2,0,3,48000,0,3000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1218,,,,,0,0,2,-442000,0,4000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1219,,,,,3,0,1,104008,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1220,,,,,0,0,1,-4000,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1225,,,,,1,0,0,2027,0,-5000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1227,,,,,1,0,1,158037,0,5000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1229,,,,,1,0,3,858918,0,9164,2026-08-17,TWSE T86 official,official-only,,,40.2,40.2
1231,,,,,1,0,1,88000,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1232,,,,,0,0,1,-17444,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1233,,,,,1,0,2,1000,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1234,,,,,0,0,4,-16000,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1235,,,,,0,0,1,-1000,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1236,,,,,2,0,1,10981,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1256,,,,,1,0,0,23410,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1301,0.0,0,,0,0,0,0,-4661929,0,-123283,2026-08-17,TWSE T86 official,degraded,,,0.0,0.0
1303,0.0,48461,4,1,0,1,3,-7473404,2595000,482575,2026-08-14,TWSE T86 official + HiStock branch,official+broker,台新-台北、凱基-站前、元大、台灣摩根士丹利、美商高盛、統一、國票-敦北法人、國泰、美林、台新-西松,台新-台北,0.0,0.0
1304,,,,,10,0,2,217677,0,38941,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1305,,,,,1,0,0,392628,0,-51000,2026-08-17,TWSE T86 official,official-only,,,40.1,40.1
1307,,,,,0,0,0,-52000,0,-6501,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1308,,,,,1,0,0,131172,0,-351,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1309,,,,,0,0,1,-181142,0,20168,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1310,,,,,0,0,1,-1377401,0,3000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1312,,,,,0,0,0,-24994,0,-79453,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1313,,,,,1,0,1,740879,0,8279,2026-08-17,TWSE T86 official,official-only,,,40.1,40.1
1314,,,,,2,0,1,1032839,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.2,40.2
1315,,,,,0,0,2,-6000,0,2000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1316,,,,,2,0,1,1216000,0,14000,2026-08-17,TWSE T86 official,official-only,,,40.2,40.2
1319,,,,,9,0,2,741365,0,161687,2026-08-17,TWSE T86 official,official-only,,,40.2,40.2
1321,,,,,1,0,1,2000,0,1775,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1323,,,,,0,0,1,0,0,3000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1324,,,,,0,0,1,-1000,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1325,,,,,1,0,0,4872,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1326,,,,,0,0,0,-5008764,0,-241992,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1337,,,,,3,0,1,61175,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1338,,,,,0,0,1,-8000,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1339,,,,,0,0,0,-42496,0,-3000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1340,,,,,0,0,0,-5000,0,0,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1341,,,,,1,0,1,2000,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1342,,,,,5,0,2,44923,-120999,1968,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1402,,,,,1,9,1,6225323,553615,63758,2026-08-17,TWSE T86 official,official-only,,,41.3,41.3
1409,,,,,0,0,7,-5566635,0,236671,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1410,,,,,0,0,2,-1000,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1413,,,,,3,0,0,1000,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1414,,,,,3,0,0,90883,0,-5000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1416,,,,,4,0,0,5070,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1417,,,,,1,0,1,57000,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1418,,,,,1,0,0,1000,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1419,,,,,0,0,1,-76000,0,2000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1423,,,,,6,0,1,4000,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1432,,,,,1,0,0,15000,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1434,,,,,1,0,7,329527,0,9000,2026-08-17,TWSE T86 official,official-only,,,40.1,40.1
1435,,,,,1,0,0,4000,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1436,,,,,1,0,0,112000,0,-1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1437,,,,,1,0,2,66000,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1438,,,,,1,0,1,1000,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1439,,,,,0,0,0,-5000,0,0,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1440,,,,,8,0,0,84081,0,-2795,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1441,,,,,0,0,1,-1000,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1442,,,,,1,0,1,68119,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1443,,,,,0,0,0,-1000,0,0,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1444,,,,,4,0,1,329110,0,5000,2026-08-17,TWSE T86 official,official-only,,,40.1,40.1
1445,,,,,1,0,0,17000,0,-1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1446,,,,,0,0,1,-114181,0,2000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1447,,,,,0,0,1,-511300,0,5000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1449,,,,,1,0,0,32198,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1451,,,,,1,0,2,8000,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1452,,,,,0,0,1,0,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1453,,,,,1,0,0,22000,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1454,,,,,1,0,0,2000,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1455,,,,,1,0,1,103923,0,3000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1456,,,,,1,0,0,1000,0,-1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1457,,,,,1,0,3,4098,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1459,,,,,1,0,1,1,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1460,,,,,0,0,1,-48000,0,3000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1463,,,,,0,0,1,-2000,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1464,,,,,1,0,1,95000,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1465,,,,,1,0,0,17000,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1466,,,,,0,0,2,-241885,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1467,,,,,0,0,3,-25507,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1468,,,,,1,0,0,2000,0,-1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1470,,,,,4,0,1,1000,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1471,,,,,0,0,0,-7000,0,0,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1472,,,,,0,0,1,0,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1473,,,,,0,0,1,-5000,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1474,,,,,0,0,1,0,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1475,,,,,0,0,0,-1000,0,0,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1476,,,,,0,7,0,-828738,39793,-322954,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1477,,,,,0,10,0,-1877860,123000,-223038,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1503,,,,,6,0,1,636352,0,3127,2026-08-17,TWSE T86 official,official-only,,,40.1,40.1
1504,,,,,3,0,4,3562242,0,163288,2026-08-17,TWSE T86 official,official-only,,,40.7,40.7
1506,,,,,0,0,1,-11000,0,6000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1512,,,,,0,0,1,-2000,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1513,,,,,6,0,1,1237315,0,84149,2026-08-17,TWSE T86 official,official-only,,,40.3,40.3
1514,,,,,1,0,0,117564,0,-9285,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1515,,,,,0,0,0,-2719666,0,-4476,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1516,,,,,1,0,1,4000,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1517,,,,,0,0,1,-12529,0,2589,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1519,,,,,1,0,1,81549,0,2954,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1521,,,,,3,0,1,2000,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1522,,,,,2,0,0,181255,0,-2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1524,,,,,6,0,1,99000,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1525,,,,,1,0,2,4000,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1526,,,,,0,0,1,-76005,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1527,,,,,1,0,1,96975,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1528,,,,,0,0,3,-30237,0,1769,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1529,,,,,2,0,1,97469,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1530,,,,,0,0,2,-1000,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1531,,,,,6,0,1,21000,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1532,,,,,1,0,1,287324,0,2496,2026-08-17,TWSE T86 official,official-only,,,40.1,40.1
1533,,,,,0,0,1,-62000,0,3000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1535,,,,,1,0,2,1000,0,3000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1536,,,,,4,0,1,573051,0,2898,2026-08-17,TWSE T86 official,official-only,,,40.1,40.1
1537,,,,,0,1,0,-73000,25000,0,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1539,,,,,1,0,0,2000,0,0,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1540,,,,,2,0,1,7000,0,2000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1541,,,,,0,0,1,0,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1558,,,,,1,0,1,39204,0,2100,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1560,,,,,2,0,1,390519,0,5804,2026-08-17,TWSE T86 official,official-only,,,40.1,40.1
1563,,,,,0,0,1,-147393,0,20871,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1568,,,,,1,0,2,17000,0,6000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1582,,,,,1,0,1,91417,0,258,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1583,,,,,0,0,1,0,0,1000,2026-08-17,TWSE T86 official,official-only,,,40.0,40.0
1587,,,,,0,0,0,-27928,0,0,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1590,,,,,0,0,1,-36482,0,17618,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1597,,,,,0,0,1,-6578,0,3367,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1598,,,,,0,0,1,-195573,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1603,,,,,0,0,2,-22624,0,1000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1604,,,,,0,0,1,-3000,0,3000,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
1605,0.0,0,,0,6,0,1,812006,-344,51438,2026-08-17,TWSE T86 official,degraded,,,40.2,40.2
1608,,,,,0,0,1,-720173,0,4009,2026-08-17,TWSE T86 official,official-only,,,0.0,0.0
