symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy,official_broker_net_buy
0050,,,,,1,0,1,12906389,0,9363556,2026-09-04,TWSE T86 official,official-only,,,43.7,43.7,
0051,,,,,1,0,0,6000,0,-665,2026-09-04,TWSE T86 official,official-only,,,40.0,40.0,
0052,,,,,1,0,2,3411767,0,2850142,2026-09-04,TWSE T86 official,official-only,,,41.0,41.0,
0053,,,,,2,0,0,3,0,-570,2026-09-04,TWSE T86 official,official-only,,,0.0,0.0,
0055,,,,,1,0,0,33003,0,-307261,2026-09-04,TWSE T86 official,official-only,,,0.0,0.0,
0056,,,,,1,0,1,10531932,0,2015506,2026-09-04,TWSE T86 official,official-only,,,42.3,42.3,
0057,,,,,2,0,0,1000,0,-3000,2026-09-04,TWSE T86 official,official-only,,,0.0,0.0,
0061,,,,,2,0,0,108000,0,-22331,2026-09-04,TWSE T86 official,official-only,,,40.0,40.0,
1101,,,,,0,3,1,-5210414,238000,142662,2026-09-04,TWSE T86 official,official-only,,,0.0,0.0,
1102,,,,,0,5,0,-1502076,651481,-67825,2026-09-04,TWSE T86 official,official-only,,,0.0,0.0,
1103,,,,,1,0,1,22000,0,5000,2026-09-04,TWSE T86 official,official-only,,,40.0,40.0,
1104,,,,,0,0,1,-37160,0,5000,2026-09-04,TWSE T86 official,official-only,,,0.0,0.0,
1108,,,,,0,0,0,-72000,0,0,2026-09-04,TWSE T86 official,official-only,,,0.0,0.0,
1109,,,,,1,0,1,22000,0,2000,2026-09-04,TWSE T86 official,official-only,,,40.0,40.0,
1110,,,,,2,0,0,107000,0,0,2026-09-04,TWSE T86 official,official-only,,,40.0,40.0,
1201,,,,,0,0,2,-176255,0,24000,2026-09-04,TWSE T86 official,official-only,,,0.0,0.0,
1203,,,,,2,0,0,8000,0,0,2026-09-04,TWSE T86 official,official-only,,,40.0,40.0,
1210,,,,,3,0,0,263869,-6000,-33685,2026-09-04,TWSE T86 official,official-only,,,40.0,40.0,
1213,,,,,0,0,0,-1000,0,0,2026-09-04,TWSE T86 official,official-only,,,0.0,0.0,
1215,,,,,1,0,2,45370,-2000,13707,2026-09-04,TWSE T86 official,official-only,,,40.0,40.0,
1216,,,,,5,0,1,1856640,-42000,2452,2026-09-04,TWSE T86 official,official-only,,,40.4,40.4,
