symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,3,0,4,9409336,-450000,10906918,2026-08-12,TWSE T86 official,official-only,,,43.1,43.1
0051,,,,,8,0,0,100,0,-6325,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
0052,,,,,2,0,6,2754803,-940000,8851864,2026-08-12,TWSE T86 official,official-only,,,41.5,41.5
0053,,,,,0,0,3,0,0,20000,2026-08-12,TWSE T86 official,official-only,,,40.0,40.0
0055,,,,,0,0,0,-44000,0,-19689,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
0056,,,,,4,0,7,8297660,0,3784388,2026-08-12,TWSE T86 official,official-only,,,42.1,42.1
0057,,,,,0,0,3,0,0,4609,2026-08-12,TWSE T86 official,official-only,,,40.0,40.0
0061,,,,,4,0,2,56000,0,1116,2026-08-12,TWSE T86 official,official-only,,,40.0,40.0
1101,,,,,6,0,1,44372,-10000,81608,2026-08-12,TWSE T86 official,official-only,,,40.0,40.0
1102,,,,,0,0,2,-2693640,-197647,32588,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1103,,,,,0,0,0,-60820,0,0,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1104,,,,,0,0,0,-161030,0,-1585,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1108,,,,,1,0,0,8000,0,-15000,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1109,,,,,1,0,0,1000,0,0,2026-08-12,TWSE T86 official,official-only,,,40.0,40.0
1110,,,,,4,0,0,90000,0,0,2026-08-12,TWSE T86 official,official-only,,,40.0,40.0
1201,,,,,0,0,3,-32000,0,21000,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1203,,,,,1,0,0,4000,0,0,2026-08-12,TWSE T86 official,official-only,,,40.0,40.0
1210,,,,,0,1,0,-1213765,158000,-431207,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1215,,,,,0,0,5,-175423,0,5235,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1216,,,,,10,0,0,5055324,-27000,-11986,2026-08-12,TWSE T86 official,official-only,,,41.0,41.0
1217,,,,,2,0,0,58812,0,0,2026-08-12,TWSE T86 official,official-only,,,40.0,40.0
1218,,,,,0,0,0,-446000,0,-313,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1219,,,,,0,0,0,-127527,0,0,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1220,,,,,1,0,1,4000,0,150,2026-08-12,TWSE T86 official,official-only,,,40.0,40.0
1225,,,,,0,0,1,0,0,1000,2026-08-12,TWSE T86 official,official-only,,,40.0,40.0
1227,,,,,0,0,4,-410000,0,9333,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1229,,,,,0,0,0,-12138,0,-292,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1231,,,,,0,0,0,-80977,0,-761,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1232,,,,,0,0,4,-11724,0,6000,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1233,,,,,0,0,0,0,0,0,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1234,,,,,0,0,1,-42983,0,8965,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1235,,,,,1,0,0,3000,0,0,2026-08-12,TWSE T86 official,official-only,,,40.0,40.0
1236,,,,,1,0,0,2000,0,0,2026-08-12,TWSE T86 official,official-only,,,40.0,40.0
1256,,,,,0,0,0,-7295,0,0,2026-08-12,TWSE T86 official,official-only,,,0.0,0.0
1301,,,,,1,0,1,5402759,0,204200,2026-08-12,TWSE T86 official,official-only,,,41.1,41.1
