symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy,official_broker_net_buy
0050,,,,,0,1,0,-42145297,1668000,-26510266,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
0051,,,,,0,0,0,-997,0,-66998,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
0052,,,,,0,0,0,-399653,0,-6806288,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
0053,,,,,1,0,0,1041,0,-377966,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
0055,,,,,2,0,0,53053,0,-157986,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
0056,,,,,0,2,0,-3420138,145000,-5672605,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
0057,,,,,2,0,0,2,0,-6000,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
0061,,,,,1,0,0,53000,0,-45960,2026-09-11,TWSE T86 official,official-only,,,40.0,40.0,
1101,,,,,0,8,0,-3141519,410000,-269475,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
1102,,,,,4,10,0,1525411,461236,-12101,2026-09-11,TWSE T86 official,official-only,,,40.4,40.4,
1103,,,,,0,0,0,-87184,0,0,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
1104,,,,,5,0,0,79208,0,0,2026-09-11,TWSE T86 official,official-only,,,40.0,40.0,
1108,,,,,0,0,0,-167000,0,0,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
1109,,,,,0,0,0,-20000,0,-567,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
1110,,,,,0,0,0,-101000,0,-18000,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
1201,,,,,0,0,0,-3000,0,0,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
1203,,,,,0,0,0,-9000,0,-1000,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
1210,,,,,8,0,0,150919,0,-7000,2026-09-11,TWSE T86 official,official-only,,,40.0,40.0,
1215,,,,,0,2,0,-218611,245000,-12000,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
1216,,,,,0,0,1,-1487301,-4840,85044,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
1217,,,,,4,0,1,148000,0,24000,2026-09-11,TWSE T86 official,official-only,,,40.0,40.0,
1218,,,,,0,0,1,-264000,0,159,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
1219,,,,,3,0,0,14330,0,0,2026-09-11,TWSE T86 official,official-only,,,40.0,40.0,
1220,,,,,0,0,0,-1093,0,-194,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
1225,,,,,0,0,0,-20000,0,0,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
1227,,,,,1,0,1,25000,0,1841,2026-09-11,TWSE T86 official,official-only,,,40.0,40.0,
1229,,,,,0,0,0,-984340,0,-35785,2026-09-11,TWSE T86 official,official-only,,,0.0,0.0,
