symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy,official_broker_net_buy
0050,,,,,1,5,1,23585804,2550000,24779976,2026-08-26,TWSE T86 official,official-only,,,48.1,48.1,
0051,,,,,0,0,1,0,0,19560,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
0052,,,,,0,0,2,-304432,-50000,6292837,2026-08-26,TWSE T86 official,official-only,,,40.7,40.7,
0053,,,,,1,0,1,1006,0,2000,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
0055,,,,,0,0,0,-123943,0,-53775,2026-08-26,TWSE T86 official,official-only,,,0.0,0.0,
0056,,,,,1,1,2,9148712,190000,11207896,2026-08-26,TWSE T86 official,official-only,,,43.2,43.2,
0057,,,,,0,0,0,0,0,-6000,2026-08-26,TWSE T86 official,official-only,,,0.0,0.0,
0061,,,,,0,0,4,-54000,0,55169,2026-08-26,TWSE T86 official,official-only,,,0.0,0.0,
1101,,,,,0,0,1,-15078632,-3000,321633,2026-08-26,TWSE T86 official,official-only,,,0.0,0.0,
1102,,,,,9,4,0,5569160,23201,-1432053,2026-08-26,TWSE T86 official,official-only,,,40.9,40.9,
1103,,,,,0,0,4,-32330,0,13000,2026-08-26,TWSE T86 official,official-only,,,0.0,0.0,
1104,,,,,0,0,0,-383730,0,-4279,2026-08-26,TWSE T86 official,official-only,,,0.0,0.0,
1108,,,,,2,0,1,1000,0,4000,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1109,,,,,1,0,1,11157,0,5000,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1110,,,,,2,0,2,13000,0,16000,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1201,,,,,2,0,2,41000,0,9000,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1203,,,,,2,0,1,14000,0,2000,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1210,,,,,0,0,1,-99000,0,27173,2026-08-26,TWSE T86 official,official-only,,,0.0,0.0,
1213,,,,,0,0,0,-1000,0,0,2026-08-26,TWSE T86 official,official-only,,,0.0,0.0,
1215,,,,,2,0,1,58975,0,10727,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1216,,,,,10,0,0,2532615,-2000,-157759,2026-08-26,TWSE T86 official,official-only,,,40.5,40.5,
1217,,,,,3,0,2,177513,0,9000,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1218,,,,,1,0,2,10000,0,7865,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1219,,,,,1,0,1,70644,0,6000,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1220,,,,,5,0,1,17000,0,914,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1225,,,,,2,0,1,65000,0,3000,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1227,,,,,0,0,2,-156424,0,14000,2026-08-26,TWSE T86 official,official-only,,,0.0,0.0,
1229,,,,,8,1,2,91595,5000,30055,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1231,,,,,0,0,1,-39000,0,14514,2026-08-26,TWSE T86 official,official-only,,,0.0,0.0,
1232,,,,,1,0,1,12159,0,2490,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1233,,,,,1,0,1,12000,0,1000,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1234,,,,,1,0,0,15000,0,-10349,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1235,,,,,1,0,1,14000,0,1000,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1236,,,,,1,0,1,5000,0,1000,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1256,,,,,2,0,0,22090,0,-125,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1301,,,,,2,0,2,16341253,0,1052737,2026-08-26,TWSE T86 official,official-only,,,43.4,43.4,
1303,0.0,19744,1,1,2,5,2,10201013,1453000,1011421,2026-08-25,TWSE T86 official + HiStock branch,official+broker,元大、美林、新加坡商瑞銀、台灣摩根士丹利、統一、中國信託、犇亞證券、凱基-台北、康和、兆豐-民生,元大,42.4,42.4,443
1304,,,,,2,0,1,1713390,0,336080,2026-08-26,TWSE T86 official,official-only,,,40.4,40.4,
1305,,,,,2,0,1,1463381,0,122878,2026-08-26,TWSE T86 official,official-only,,,40.3,40.3,
1307,,,,,2,0,1,105000,-4975,1969,2026-08-26,TWSE T86 official,official-only,,,40.0,40.0,
1308,,,,,1,0,1,1324176,0,21474,2026-08-26,TWSE T86 official,official-only,,,40.3,40.3,
1309,,,,,1,0,2,658379,0,81584,2026-08-26,TWSE T86 official,official-only,,,40.1,40.1,
1310,,,,,1,0,4,1036954,0,47000,2026-08-26,TWSE T86 official,official-only,,,40.2,40.2,
1312,,,,,0,0,0,-836324,0,-297702,2026-08-26,TWSE T86 official,official-only,,,0.0,0.0,
