symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,1,10,2,7975074,50000,14832519,2026-08-10,TWSE T86 official,official-only,,,43.4,43.4
0051,,,,,6,0,1,4007,0,7366,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
0052,,,,,0,1,4,-138784,45000,9995806,2026-08-10,TWSE T86 official,official-only,,,41.2,41.2
0053,,,,,0,0,1,-6929,0,34017,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
0055,,,,,0,0,2,-111951,0,144824,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
0056,,,,,2,4,5,26955048,840000,24836758,2026-08-10,TWSE T86 official,official-only,,,48.5,48.5
0057,,,,,0,0,1,-19,0,2073,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
0061,,,,,2,0,0,65000,0,-177859,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1101,,,,,4,0,0,3692861,0,-29537,2026-08-10,TWSE T86 official,official-only,,,40.7,40.7
1102,,,,,4,0,0,478689,-134391,-218270,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1103,,,,,0,0,2,-33836,0,6000,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1104,,,,,2,0,2,168850,0,2867,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1108,,,,,2,0,0,99000,0,0,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1109,,,,,0,0,2,-52000,0,2000,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1110,,,,,2,0,2,168449,0,2000,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1201,,,,,0,0,1,-100630,0,3000,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1203,,,,,1,0,2,5000,0,2000,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1210,,,,,2,3,1,734732,49000,246489,2026-08-10,TWSE T86 official,official-only,,,40.2,40.2
1215,,,,,0,0,3,-21502,0,1546,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1216,0.0,0,,0,10,0,0,4997136,-85000,-358922,2026-08-10,TWSE T86 official,degraded,,,40.9,40.9
1217,,,,,0,0,2,-29000,0,3000,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1218,,,,,2,0,2,242000,0,3000,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1219,,,,,3,0,2,54616,0,2000,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1220,,,,,1,0,0,9000,0,-3000,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1225,,,,,2,0,0,28000,0,-3000,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1227,,,,,0,0,2,-206579,0,7768,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1229,,,,,3,1,2,46000,6000,16129,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1231,,,,,0,0,2,-96200,0,2000,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1232,,,,,0,0,2,-26340,0,1000,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1233,,,,,1,0,0,2000,0,-2000,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1234,,,,,0,0,0,-61000,0,-3000,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1235,,,,,1,0,0,1000,0,0,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1236,,,,,0,0,0,-35000,0,0,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1256,,,,,3,0,0,458,0,0,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1301,,,,,0,0,0,-1032441,0,-30669,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1303,0.0,17841,2,1,0,2,0,-22708891,352037,-356930,2026-08-07,TWSE T86 official + HiStock branch,official+broker,元大、永豐金、統一、國泰、統一-城中、美林、華南永昌-南京、凱基-市府、凱基、富邦,元大,0.0,0.0
1304,,,,,5,0,1,427270,0,51699,2026-08-10,TWSE T86 official,official-only,,,40.1,40.1
1305,,,,,4,0,1,132540,0,2878,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1307,,,,,0,0,0,-1178000,0,-12635,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1308,,,,,6,0,0,1558479,0,-12930,2026-08-10,TWSE T86 official,official-only,,,40.3,40.3
1309,,,,,3,0,1,375842,0,4523,2026-08-10,TWSE T86 official,official-only,,,40.1,40.1
1310,,,,,1,0,2,933666,0,11911,2026-08-10,TWSE T86 official,official-only,,,40.2,40.2
1312,,,,,0,0,0,-161700,0,-49081,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1313,,,,,1,0,0,462996,0,-7,2026-08-10,TWSE T86 official,official-only,,,40.1,40.1
1314,,,,,0,0,1,-4030963,0,260636,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1315,,,,,0,0,0,-65000,0,0,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1316,,,,,0,0,0,-45770,0,0,2026-08-10,TWSE T86 official,official-only,,,0.0,0.0
1319,,,,,4,0,0,567094,-72000,-13999,2026-08-10,TWSE T86 official,official-only,,,40.1,40.1
1321,,,,,2,0,2,8000,0,1000,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
1323,,,,,2,0,0,204000,0,-1000,2026-08-10,TWSE T86 official,official-only,,,40.0,40.0
