symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy,official_broker_net_buy
0050,,,,,0,3,2,-16340894,920000,26692603,2026-09-18,TWSE T86 official,official-only,,,40.1,40.1,
0051,,,,,1,0,1,1006,0,32925,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
0052,,,,,1,4,4,169787,30000,8895387,2026-09-18,TWSE T86 official,official-only,,,41.1,41.1,
0053,,,,,3,0,1,4002,0,6992,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
0055,,,,,0,0,0,-56151,0,-819742,2026-09-18,TWSE T86 official,official-only,,,0.0,0.0,
0056,,,,,0,3,0,-2863418,2490000,-2297592,2026-09-18,TWSE T86 official,official-only,,,0.0,0.0,
0057,,,,,1,0,1,1,0,29000,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
0061,,,,,6,0,0,67000,0,-11232,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
1101,,,,,0,3,4,-4088563,10000,1169950,2026-09-18,TWSE T86 official,official-only,,,0.0,0.0,
1102,,,,,0,4,3,-1632428,1485518,174203,2026-09-18,TWSE T86 official,official-only,,,0.0,0.0,
1103,,,,,1,0,2,715000,0,12000,2026-09-18,TWSE T86 official,official-only,,,40.1,40.1,
1104,,,,,0,0,4,-98000,0,26492,2026-09-18,TWSE T86 official,official-only,,,0.0,0.0,
1108,,,,,2,0,2,111000,0,4000,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
1109,,,,,2,0,2,21000,0,13000,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
1110,,,,,0,0,2,-10000,0,7000,2026-09-18,TWSE T86 official,official-only,,,0.0,0.0,
1201,,,,,0,0,2,-7229898,0,1205000,2026-09-18,TWSE T86 official,official-only,,,0.0,0.0,
1203,,,,,2,0,2,8000,0,2000,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
1210,,,,,2,0,3,986238,-153000,55311,2026-09-18,TWSE T86 official,official-only,,,40.2,40.2,
1215,,,,,2,0,2,208363,0,16073,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
1216,,,,,3,0,1,306570,-960975,310189,2026-09-18,TWSE T86 official,official-only,,,0.0,0.0,
1217,,,,,2,0,2,104022,0,23000,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
1218,,,,,1,0,2,122673,0,13000,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
1219,,,,,2,0,2,144041,0,16000,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
1220,,,,,3,0,2,34286,0,2279,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
1225,,,,,1,0,3,8091,0,4000,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
1227,,,,,0,0,2,-131795,0,41997,2026-09-18,TWSE T86 official,official-only,,,0.0,0.0,
1229,,,,,2,0,0,393639,-12882,-84173,2026-09-18,TWSE T86 official,official-only,,,40.1,40.1,
1231,,,,,2,0,2,90329,0,3000,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
1232,,,,,2,0,2,32788,0,7000,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
1233,,,,,3,0,1,9000,0,1000,2026-09-18,TWSE T86 official,official-only,,,40.0,40.0,
