symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy,official_broker_net_buy
0050,,,,,3,0,0,41108708,0,-3994360,2026-08-28,TWSE T86 official,official-only,,,47.7,47.7,
0051,,,,,1,0,3,165,0,8000,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
0052,,,,,2,0,4,5609911,-30000,1195603,2026-08-28,TWSE T86 official,official-only,,,41.3,41.3,
0053,,,,,3,0,0,2,0,-9291,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
0055,,,,,1,0,2,130000,0,58579,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
0056,,,,,3,0,4,2600001,0,6537358,2026-08-28,TWSE T86 official,official-only,,,41.3,41.3,
0057,,,,,2,0,1,1,0,1000,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
0061,,,,,2,0,0,5000,0,-23755,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1101,,,,,1,0,0,4732631,-26000,-121000,2026-08-28,TWSE T86 official,official-only,,,40.9,40.9,
1102,,,,,0,0,0,-1037516,-469000,-92360,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1103,,,,,0,0,0,-140929,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1104,,,,,0,0,0,-674924,0,-236,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1108,,,,,0,0,0,-23000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1109,,,,,0,0,3,-49653,0,32,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1110,,,,,4,0,0,6000,0,0,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1201,,,,,0,0,0,-144820,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1203,,,,,0,0,0,-5000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1210,,,,,0,0,0,-616000,0,-5829,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1213,,,,,0,0,0,-1000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1215,,,,,0,0,3,-228569,0,88,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1216,,,,,0,0,0,-1322911,-1069907,-40293,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1217,,,,,5,0,0,49500,0,0,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1218,,,,,0,0,0,-57000,0,-386,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1219,,,,,0,0,0,-279664,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1220,,,,,7,0,0,11957,0,-30,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1225,,,,,1,0,3,6000,0,1000,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1227,,,,,0,0,0,-521146,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1229,,,,,10,3,4,270096,6000,14283,2026-08-28,TWSE T86 official,official-only,,,40.1,40.1,
1231,,,,,0,0,3,-136000,0,2529,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1232,,,,,3,0,0,13700,0,0,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1233,,,,,0,0,0,-1000,0,-16,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1234,,,,,0,0,0,-8000,0,-78,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1235,,,,,0,0,0,-2000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1236,,,,,1,0,0,17000,0,0,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1256,,,,,0,0,0,-2000,0,-1000,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1301,0.0,11566,5,1,4,0,0,5288516,0,-509861,2026-08-28,TWSE T86 official + HiStock branch,official+broker,富邦、港商麥格理、台灣摩根士丹利、新加坡商瑞銀、美林、美商高盛、港商野村、中國信託-忠孝、摩根大通、第一金-自由,富邦,41.0,41.0,166
1303,0.0,26309,3,1,4,7,0,15678983,8561096,-971734,2026-08-28,TWSE T86 official + HiStock branch,official+broker,新加坡商瑞銀、台灣摩根士丹利、摩根大通、美商高盛、永豐金-匯立、凱基、元大、國泰-敦南、港商野村、大和國泰,新加坡商瑞銀,44.4,44.4,0
1304,,,,,0,0,0,-837925,0,-8556,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1305,,,,,0,0,3,-124876,0,3000,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1307,,,,,0,1,0,-110000,4000,-3973,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1308,,,,,3,0,0,46720,0,-2926,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1309,,,,,3,0,0,223057,0,-91565,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1310,,,,,0,0,0,-411929,0,-47082,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1312,,,,,1,0,0,7504823,0,-622093,2026-08-28,TWSE T86 official,official-only,,,41.4,41.4,
1313,,,,,0,0,0,-835828,0,-22569,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1314,0.0,0,,0,0,0,0,-2857045,0,-104000,2026-08-28,TWSE T86 official,degraded,,,0.0,0.0,0
1315,,,,,0,0,0,-15000,0,-1000,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1316,,,,,0,0,0,-2602000,0,-874,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1319,,,,,1,1,5,727406,4000,27892,2026-08-28,TWSE T86 official,official-only,,,40.1,40.1,
1321,,,,,0,0,0,-74000,0,-93,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1323,,,,,1,0,0,951,0,0,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1324,,,,,3,0,0,2000,0,0,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1325,,,,,4,0,0,37000,0,0,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1326,0.0,0,,0,4,0,0,2243352,0,-368939,2026-08-28,TWSE T86 official,degraded,,,40.4,40.4,0
1337,,,,,0,0,0,-225115,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1338,,,,,0,0,0,-10000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1339,,,,,0,0,1,-55000,0,325,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1340,,,,,0,0,0,0,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1341,,,,,0,0,1,0,0,1000,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1342,,,,,2,0,0,163,0,-1,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1402,,,,,0,0,1,-3824391,-12000,9193,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1409,,,,,0,0,0,-3133329,0,-292886,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1410,,,,,0,0,0,-3000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1413,,,,,0,0,0,-2000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1414,,,,,10,0,0,133482,0,-2000,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1416,,,,,4,0,0,19887,0,0,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1417,,,,,0,0,0,-1000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1418,,,,,8,0,0,1000,0,0,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1419,,,,,0,0,0,-31000,0,-6000,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1423,,,,,0,0,0,0,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1432,,,,,2,0,0,9992,0,0,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1434,,,,,0,0,4,-73104,0,12484,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1435,,,,,5,0,0,2000,0,0,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1436,,,,,0,0,0,-54635,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1437,,,,,0,0,0,-15000,0,-2000,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1438,,,,,0,0,0,0,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1439,,,,,0,0,0,-1000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1440,,,,,0,0,0,-42906,0,-58400,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1441,,,,,0,0,0,-1000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1442,,,,,0,0,0,-32367,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1443,,,,,0,0,0,-1000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1444,,,,,1,0,0,205658,0,0,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1445,,,,,0,0,0,-3000,0,-4000,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1446,,,,,0,0,0,-38000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1447,,,,,0,0,0,-136780,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
1449,,,,,1,0,1,90439,0,1115,2026-08-28,TWSE T86 official,official-only,,,40.0,40.0,
1451,,,,,0,0,0,-61000,0,0,2026-08-28,TWSE T86 official,official-only,,,0.0,0.0,
