symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,1,10,0,23625381,1801000,-9195928,2026-07-22,TWSE T86 official,official-only,,,43.9,43.9
0051,,,,,0,0,0,-4000,0,-7000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
0052,,,,,3,2,1,2471121,512000,5481194,2026-07-22,TWSE T86 official,official-only,,,41.2,41.2
0053,,,,,7,0,1,19,0,4659,2026-07-22,TWSE T86 official,official-only,,,40.0,40.0
0055,,,,,4,0,4,4000,0,184231,2026-07-22,TWSE T86 official,official-only,,,40.0,40.0
0056,,,,,2,0,1,25061073,0,10127774,2026-07-22,TWSE T86 official,official-only,,,46.2,46.2
0057,,,,,0,0,0,-48,0,-312,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
0061,,,,,1,0,0,523000,0,-226566,2026-07-22,TWSE T86 official,official-only,,,40.1,40.1
1101,,,,,0,0,0,-2953783,-26000,-497258,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1102,,,,,2,1,0,1566337,191207,-652255,2026-07-22,TWSE T86 official,official-only,,,40.3,40.3
1103,,,,,0,0,0,-100000,0,-33000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1104,,,,,0,0,0,-458000,0,-111116,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1108,,,,,0,0,0,-129277,0,-5000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1109,,,,,0,0,0,-33000,0,-11028,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1110,,,,,0,0,0,-1000,0,-8000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1201,,,,,0,0,0,-93312,0,-26000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1203,,,,,0,0,0,0,0,-4000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1210,,,,,0,0,10,-457382,0,264983,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1215,,,,,0,0,0,-146000,0,-14951,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1216,,,,,0,10,0,-13799365,4687376,-332231,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1217,,,,,9,0,0,7000,0,-39000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1218,,,,,0,0,0,-142000,0,-90000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1219,,,,,0,0,0,-145000,0,-50000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1220,,,,,0,0,0,-15000,0,-1000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1225,,,,,0,0,0,-27001,0,-8000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1227,,,,,0,0,0,-1001000,0,-33433,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1229,,,,,0,2,0,-1296649,4000,-100348,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1231,,,,,0,0,0,-102000,0,-13777,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1232,,,,,0,0,0,-80000,0,-2632,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1233,,,,,0,0,0,-2000,0,-3000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1234,,,,,0,0,0,-39000,0,-20590,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1235,,,,,0,0,0,-2000,0,-5000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1236,,,,,0,0,0,0,0,-5390,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1256,,,,,0,0,0,-19053,0,-2000,2026-07-22,TWSE T86 official,official-only,,,0.0,0.0
1301,0.0,0,,0,1,2,0,10118099,330000,-410076,2026-07-22,TWSE T86 official,degraded,,,42.0,42.0
1303,0.0,21766,5,2,0,10,0,-1724049,3266388,-130899,2026-07-21,TWSE T86 official + HiStock branch,official+broker,台灣摩根士丹利、永豐金、統一、元大-松江、台新-台北、元大-敦南、群益金鼎、國泰、國泰-忠孝、港商麥格理,台灣摩根士丹利,40.2,40.2
1304,,,,,2,0,1,1498633,0,423496,2026-07-22,TWSE T86 official,official-only,,,40.4,40.4
1305,,,,,1,0,0,547000,0,-61244,2026-07-22,TWSE T86 official,official-only,,,40.1,40.1
1307,,,,,2,0,0,212000,-20029,-462,2026-07-22,TWSE T86 official,official-only,,,40.0,40.0
1308,,,,,4,0,0,577004,0,-9952,2026-07-22,TWSE T86 official,official-only,,,40.1,40.1
1309,,,,,1,0,0,889000,0,-9284,2026-07-22,TWSE T86 official,official-only,,,40.2,40.2
1310,,,,,2,0,2,284000,0,919,2026-07-22,TWSE T86 official,official-only,,,40.1,40.1
1312,,,,,2,0,0,3835183,0,-152227,2026-07-22,TWSE T86 official,official-only,,,40.7,40.7
1313,,,,,1,0,0,1174000,0,-38502,2026-07-22,TWSE T86 official,official-only,,,40.2,40.2
1314,0.0,0,,0,0,0,0,-6855450,0,-347304,2026-07-22,TWSE T86 official,degraded,,,0.0,0.0
