symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,0,0,0,-34668003,0,-17900433,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
0051,,,,,10,0,0,1001,0,-5230,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
0052,,,,,0,0,0,-928410,0,-167305,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
0053,,,,,3,0,0,989,0,-34475,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
0055,,,,,0,0,0,-19635,0,-39470,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
0056,,,,,0,0,0,-5991160,0,-4089576,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
0057,,,,,0,0,0,-1000,0,-4935,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
0061,,,,,0,0,0,-4100,0,-102900,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1101,,,,,1,0,0,198819,-50000,-173629,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1102,,,,,4,3,1,7594008,31000,78065,2026-08-19,TWSE T86 official,official-only,,,41.5,41.5
1103,,,,,3,0,0,10990,0,-1000,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1104,,,,,0,0,1,-132581,0,2990,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1108,,,,,6,0,0,7000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1109,,,,,0,0,0,-28000,0,-1133,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1110,,,,,0,0,1,-19000,0,3000,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1201,,,,,3,0,0,77000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1203,,,,,0,0,1,-15000,0,3000,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1210,,,,,2,1,0,688908,51000,-397471,2026-08-19,TWSE T86 official,official-only,,,40.1,40.1
1213,,,,,2,0,0,1000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1215,,,,,0,1,0,-116628,16000,-519,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1216,,,,,10,0,0,13274283,-539000,-643234,2026-08-19,TWSE T86 official,official-only,,,42.5,42.5
1217,,,,,1,0,0,15000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1218,,,,,1,0,0,14000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1219,,,,,0,0,0,-5847,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1220,,,,,0,0,0,-7094,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1225,,,,,0,0,0,-9000,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1227,,,,,3,0,0,101313,-6000,-12000,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1229,,,,,3,0,0,1204352,-15000,-4274,2026-08-19,TWSE T86 official,official-only,,,40.2,40.2
1231,,,,,3,0,0,227819,0,-274,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1232,,,,,2,0,0,97591,-1000,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1233,,,,,0,0,0,-7000,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1234,,,,,0,0,0,-29109,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1235,,,,,0,0,0,-12000,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1236,,,,,1,0,0,5000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1256,,,,,3,0,0,7000,0,-1000,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1301,,,,,0,0,0,-10292784,-23000,-869902,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1303,0.0,11399,9,2,0,0,0,-2351542,-288000,-2176772,2026-08-18,TWSE T86 official + HiStock branch,official+broker,"統一、美林、永豐金、華南永昌、大和國泰1,0671,067200.58新加坡商瑞銀2,1142,742-627201中國信託、台灣摩根士丹利、國票-敦北法人、國泰、富邦-嘉義、國票-安和",統一,0.0,0.0
1304,,,,,0,0,1,-16725,0,1575,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1305,,,,,0,0,0,-242519,0,-19320,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1307,,,,,0,0,0,-34000,0,-3604,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1308,,,,,0,0,0,-193998,0,-6784,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1309,,,,,0,0,0,-533000,0,-18981,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1310,,,,,2,0,0,104272,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1312,,,,,0,0,0,-361270,0,-206589,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1313,,,,,0,0,3,-536093,0,37,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1314,,,,,4,0,0,49716,0,-352346,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1315,,,,,0,0,0,-5000,0,-1000,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1316,,,,,1,0,0,235000,0,-42139,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1319,,,,,10,0,0,1262374,-4000,-159868,2026-08-19,TWSE T86 official,official-only,,,40.2,40.2
1321,,,,,1,0,0,2000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1323,,,,,0,0,1,-3002,0,2000,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1324,,,,,0,0,0,-4000,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1325,,,,,3,0,0,45039,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1326,,,,,0,1,0,-9988710,789000,-3055588,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1337,,,,,5,0,0,1766,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1338,,,,,1,0,0,36000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1339,,,,,1,0,0,22925,0,-4000,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1340,,,,,0,0,0,-20000,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1341,,,,,0,0,0,-2000,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1342,,,,,7,0,1,20495,0,19178,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1402,,,,,3,10,3,6109539,901000,168665,2026-08-19,TWSE T86 official,official-only,,,41.4,41.4
1409,,,,,0,0,9,-745087,-14000,23449,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1410,,,,,2,0,0,8000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1413,,,,,0,0,1,-7000,0,7000,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1414,,,,,5,0,0,25039,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1416,,,,,6,0,1,219117,0,8000,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1417,,,,,0,0,0,-29117,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1418,,,,,3,0,0,1000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1419,,,,,0,0,0,-2492,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1423,,,,,0,0,0,-5000,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1432,,,,,1,0,0,2000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1434,,,,,1,0,0,135338,-9000,-6000,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1435,,,,,0,0,0,0,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1436,,,,,3,0,0,55000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1437,,,,,1,0,0,333226,0,-3000,2026-08-19,TWSE T86 official,official-only,,,40.1,40.1
1438,,,,,0,0,0,-10000,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1439,,,,,2,0,0,6000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1440,,,,,10,0,0,680292,0,-194747,2026-08-19,TWSE T86 official,official-only,,,40.1,40.1
1441,,,,,0,0,0,-4000,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1442,,,,,1,0,0,75015,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
1443,,,,,0,0,0,-11000,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1444,,,,,0,1,0,-261725,5000,-12000,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1445,,,,,0,0,0,-8000,0,-1000,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1446,,,,,0,0,0,-29000,0,-14000,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1447,,,,,0,1,0,-234193,4000,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1449,,,,,0,0,0,-51000,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1451,,,,,0,0,0,-15000,0,0,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1452,,,,,0,0,0,-16000,0,-10000,2026-08-19,TWSE T86 official,official-only,,,0.0,0.0
1453,,,,,1,0,0,13000,0,0,2026-08-19,TWSE T86 official,official-only,,,40.0,40.0
