symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,0,2,0,-1895368,5900000,-982882,2026-08-21,TWSE T86 official,official-only,,,40.4,40.4
0051,,,,,10,0,0,3,0,-3491,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
0052,,,,,1,0,2,1365044,-100000,1491305,2026-08-21,TWSE T86 official,official-only,,,40.4,40.4
0053,,,,,5,0,0,1012,0,-21219,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
0055,,,,,1,0,1,65000,0,218588,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
0056,,,,,1,1,1,4356979,140000,1001101,2026-08-21,TWSE T86 official,official-only,,,41.0,41.0
0057,,,,,2,0,0,4,0,-15911,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
0061,,,,,2,0,1,17000,0,16000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1101,0.0,0,,0,3,0,2,1379463,0,9582,2026-08-21,TWSE T86 official,degraded,,,40.3,40.3
1102,,,,,6,1,0,7648330,18000,-1124660,2026-08-21,TWSE T86 official,official-only,,,41.4,41.4
1103,,,,,5,0,1,100962,0,8000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1104,,,,,0,0,1,-276235,0,6944,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1108,,,,,8,0,0,6000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1109,,,,,2,0,1,1000,0,4000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1110,,,,,2,0,1,23000,0,27000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1201,,,,,5,0,1,6000,0,7000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1203,,,,,2,0,0,8000,0,-3000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1210,,,,,4,0,0,864507,-376000,-18000,2026-08-21,TWSE T86 official,official-only,,,40.1,40.1
1213,,,,,0,0,0,-1000,0,0,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1215,,,,,2,3,2,24412,34000,14854,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1216,,,,,10,0,1,10010883,-15814,242428,2026-08-21,TWSE T86 official,official-only,,,42.0,42.0
1217,,,,,0,0,1,-19001,0,7000,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1218,,,,,0,0,0,-591000,0,-39001,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1219,,,,,0,0,1,-22118,0,5000,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1220,,,,,2,0,0,13087,0,-350,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1225,,,,,2,0,0,5999,0,-1000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1227,,,,,5,0,1,296394,0,16000,2026-08-21,TWSE T86 official,official-only,,,40.1,40.1
1229,,,,,5,1,2,1412332,2000,29000,2026-08-21,TWSE T86 official,official-only,,,40.3,40.3
1231,,,,,1,0,1,23000,0,6168,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1232,,,,,4,0,1,107703,0,2000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1233,,,,,0,0,0,-26000,0,0,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1234,,,,,2,0,0,25000,0,-2113,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1235,,,,,2,0,0,19000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1236,,,,,1,0,0,11000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1256,,,,,5,0,0,1613,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1301,,,,,2,0,2,4236793,0,390198,2026-08-21,TWSE T86 official,official-only,,,40.9,40.9
1303,0.0,3362,12,1,0,2,1,-1117362,140192,1747483,2026-08-20,TWSE T86 official + HiStock branch,official+broker,台灣摩根士丹利、國泰-敦南、港商野村、台新、台新-城中、元大、凱基-中山、群益金鼎-永和、群益金鼎、華南永昌,台灣摩根士丹利,40.0,40.0
1304,,,,,2,0,0,1367339,0,-660270,2026-08-21,TWSE T86 official,official-only,,,40.2,40.2
1305,,,,,2,0,1,870310,0,1000,2026-08-21,TWSE T86 official,official-only,,,40.2,40.2
1307,,,,,2,0,0,386000,0,-1058,2026-08-21,TWSE T86 official,official-only,,,40.1,40.1
1308,,,,,2,0,1,1261216,0,17910,2026-08-21,TWSE T86 official,official-only,,,40.3,40.3
1309,,,,,2,0,0,193617,0,-16474,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1310,,,,,1,0,1,1069730,0,4549,2026-08-21,TWSE T86 official,official-only,,,40.2,40.2
1312,,,,,1,0,0,1306969,0,-196024,2026-08-21,TWSE T86 official,official-only,,,40.2,40.2
1313,,,,,2,0,1,1578465,0,34073,2026-08-21,TWSE T86 official,official-only,,,40.3,40.3
1314,,,,,6,0,2,12498827,0,899147,2026-08-21,TWSE T86 official,official-only,,,42.6,42.6
1315,,,,,2,0,0,12000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1316,,,,,0,0,0,-4000,0,-3000,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1319,,,,,10,0,0,36906,0,-11973,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1321,,,,,3,0,1,24000,0,2000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1323,,,,,2,0,0,3995,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1324,,,,,2,0,0,6000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1325,,,,,5,0,0,26000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1326,,,,,2,0,2,6120997,0,414346,2026-08-21,TWSE T86 official,official-only,,,41.3,41.3
1337,,,,,7,0,0,108117,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1338,,,,,0,0,0,-5001,0,0,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1339,,,,,3,0,1,9000,0,990,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1340,,,,,2,0,0,13000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1341,,,,,1,0,0,1000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1342,,,,,0,0,0,-21000,0,-33,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1402,0.0,0,,0,5,10,0,15090759,11110000,-615620,2026-08-21,TWSE T86 official,degraded,,,44.7,44.7
1409,,,,,0,0,10,-1817025,0,800656,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1410,,,,,0,0,0,0,0,0,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1413,,,,,2,0,0,3000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1414,,,,,7,0,0,63983,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1416,,,,,8,0,0,61653,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1417,,,,,1,0,0,30000,0,-2000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1418,,,,,4,0,0,4000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1419,,,,,2,0,0,40000,0,-5000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1423,,,,,2,0,0,4000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1432,,,,,3,0,0,13000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1434,,,,,3,0,1,1200924,0,22000,2026-08-21,TWSE T86 official,official-only,,,40.2,40.2
1435,,,,,0,0,0,-2000,0,0,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1436,,,,,5,0,0,88264,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1437,,,,,3,0,0,13976,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1438,,,,,2,0,0,8000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1439,,,,,4,0,0,4000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1440,,,,,10,0,2,1313201,0,165850,2026-08-21,TWSE T86 official,official-only,,,40.3,40.3
1441,,,,,1,0,0,1000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1442,,,,,3,0,1,171062,0,39000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1443,,,,,2,0,0,3000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1444,,,,,2,0,1,243013,0,2000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1445,,,,,2,0,1,38000,0,1000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1446,,,,,1,0,0,8000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1447,,,,,2,0,0,189464,0,-74000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1449,,,,,2,0,0,78200,0,-68,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1451,,,,,0,0,0,-14000,0,0,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1452,,,,,0,0,0,-26004,0,-5000,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1453,,,,,3,0,0,1000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1454,,,,,2,0,0,4000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1455,,,,,5,0,0,654245,0,-29529,2026-08-21,TWSE T86 official,official-only,,,40.1,40.1
1456,,,,,2,0,1,6000,0,1000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1457,,,,,1,0,1,23000,0,1000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1459,,,,,2,0,0,17805,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1460,,,,,2,0,0,1823,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1463,,,,,2,0,1,6999,0,1000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1464,,,,,5,0,0,58813,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1465,,,,,2,0,0,5000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1466,,,,,1,0,0,135704,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1467,,,,,0,0,0,-14673,0,-3000,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1468,,,,,2,0,0,2000,0,-1000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1470,,,,,2,0,0,3000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1471,,,,,0,0,0,-39000,0,-3000,2026-08-21,TWSE T86 official,official-only,,,0.0,0.0
1472,,,,,1,0,0,1000,0,0,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
1473,,,,,2,0,0,8000,0,-6000,2026-08-21,TWSE T86 official,official-only,,,40.0,40.0
