symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,0,0,0,-4722183,0,-32489254,2026-07-27,TWSE T86 official,official-only,,,0.0,0.0
0051,,,,,3,0,0,2037,0,-20421,2026-07-27,TWSE T86 official,official-only,,,0.0,0.0
0052,,,,,6,0,0,154079,0,-4962755,2026-07-27,TWSE T86 official,official-only,,,0.0,0.0
0053,,,,,0,0,1,0,0,3609,2026-07-27,TWSE T86 official,official-only,,,40.0,40.0
0055,,,,,0,0,2,-99000,0,150425,2026-07-27,TWSE T86 official,official-only,,,0.0,0.0
0056,,,,,1,0,0,1336934,-90000,-23658753,2026-07-27,TWSE T86 official,official-only,,,0.0,0.0
0057,,,,,2,0,0,2,0,-6212,2026-07-27,TWSE T86 official,official-only,,,0.0,0.0
0061,,,,,0,0,3,-3000,0,5525,2026-07-27,TWSE T86 official,official-only,,,40.0,40.0
1101,,,,,1,0,1,17345494,0,281666,2026-07-27,TWSE T86 official,official-only,,,43.5,43.5
1102,,,,,5,2,1,1594268,36016,348365,2026-07-27,TWSE T86 official,official-only,,,40.4,40.4
1103,,,,,2,0,1,449000,0,12000,2026-07-27,TWSE T86 official,official-only,,,40.1,40.1
1104,,,,,0,0,1,-18000,0,8642,2026-07-27,TWSE T86 official,official-only,,,0.0,0.0
1108,,,,,1,0,1,65000,0,25000,2026-07-27,TWSE T86 official,official-only,,,40.0,40.0
1109,,,,,1,0,2,25000,0,7000,2026-07-27,TWSE T86 official,official-only,,,40.0,40.0
1110,,,,,1,0,1,116000,0,3000,2026-07-27,TWSE T86 official,official-only,,,40.0,40.0
1201,,,,,0,0,3,-94000,0,6758,2026-07-27,TWSE T86 official,official-only,,,0.0,0.0
1203,,,,,1,0,1,20000,0,1000,2026-07-27,TWSE T86 official,official-only,,,40.0,40.0
1210,,,,,2,2,10,65393,110000,195854,2026-07-27,TWSE T86 official,official-only,,,40.1,40.1
1215,,,,,0,0,0,-745750,0,-2460,2026-07-27,TWSE T86 official,official-only,,,0.0,0.0
1216,,,,,0,10,3,-730966,1575000,958638,2026-07-27,TWSE T86 official,official-only,,,40.2,40.2
1217,,,,,2,0,3,181000,0,7000,2026-07-27,TWSE T86 official,official-only,,,40.0,40.0
1218,,,,,0,0,1,-1225980,0,79716,2026-07-27,TWSE T86 official,official-only,,,0.0,0.0
1219,,,,,2,0,2,98478,0,33000,2026-07-27,TWSE T86 official,official-only,,,40.0,40.0
