symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy,official_broker_net_buy
0050,,,,,4,0,0,6768395,0,-4406868,2026-09-09,TWSE T86 official,official-only,,,40.8,40.8,
0051,,,,,0,0,1,-1000,0,4000,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
0052,,,,,0,0,5,-1177280,0,1782390,2026-09-09,TWSE T86 official,official-only,,,0.0,0.0,
0053,,,,,0,0,0,0,0,-13902,2026-09-09,TWSE T86 official,official-only,,,0.0,0.0,
0055,,,,,0,0,0,-107779,0,-562214,2026-09-09,TWSE T86 official,official-only,,,0.0,0.0,
0056,,,,,1,0,1,1061918,0,1248500,2026-09-09,TWSE T86 official,official-only,,,40.4,40.4,
0057,,,,,0,0,1,0,0,21892,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
0061,,,,,2,0,0,55000,0,-280,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1101,,,,,1,6,1,17399680,100000,106991,2026-09-09,TWSE T86 official,official-only,,,43.5,43.5,
1102,,,,,2,8,0,4294987,95449,-311457,2026-09-09,TWSE T86 official,official-only,,,40.8,40.8,
1103,,,,,4,0,0,164981,0,-6000,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1104,,,,,3,1,0,14413,1000,-6000,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1108,,,,,0,0,0,-19000,0,0,2026-09-09,TWSE T86 official,official-only,,,0.0,0.0,
1109,,,,,0,0,0,-40000,0,-2000,2026-09-09,TWSE T86 official,official-only,,,0.0,0.0,
1110,,,,,2,0,0,20000,0,-4000,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1201,,,,,0,0,0,-59820,0,-5000,2026-09-09,TWSE T86 official,official-only,,,0.0,0.0,
1203,,,,,5,0,0,5000,0,0,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1210,,,,,6,1,0,21691,2000,-8035,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1215,,,,,4,0,0,87548,0,-38000,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1216,,,,,0,0,0,-243074,-80534,-148890,2026-09-09,TWSE T86 official,official-only,,,0.0,0.0,
1217,,,,,2,0,0,91561,0,-4000,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1218,,,,,4,0,0,103000,0,-4000,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1219,,,,,1,0,0,27079,0,-2000,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1220,,,,,0,0,0,-9559,0,-648,2026-09-09,TWSE T86 official,official-only,,,0.0,0.0,
1225,,,,,1,0,1,8041,0,2000,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1227,,,,,2,1,0,26228,1000,-9000,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1229,,,,,3,2,0,1127694,3000,-17000,2026-09-09,TWSE T86 official,official-only,,,40.2,40.2,
1231,,,,,2,0,0,30508,0,-4133,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1232,,,,,4,0,0,15111,0,-2000,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1233,,,,,2,0,0,5000,0,0,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1234,,,,,6,0,0,25000,0,0,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1235,,,,,5,0,0,13000,0,0,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1236,,,,,1,0,0,1000,0,0,2026-09-09,TWSE T86 official,official-only,,,40.0,40.0,
1256,,,,,0,0,0,-3948,0,0,2026-09-09,TWSE T86 official,official-only,,,0.0,0.0,
