symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy,official_broker_net_buy
0050,,,,,3,2,0,20896175,37015,-8059188,2026-09-08,TWSE T86 official,official-only,,,43.2,43.2,
0051,,,,,0,0,0,-973,0,-10152,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
0052,,,,,3,0,4,3758755,-100000,1556854,2026-09-08,TWSE T86 official,official-only,,,40.9,40.9,
0053,,,,,4,0,0,2,0,-17789,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
0055,,,,,1,0,0,65016,0,-162312,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
0056,,,,,0,2,0,-897393,390000,-1425590,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
0057,,,,,0,0,0,-995,0,-3000,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
0061,,,,,1,0,0,12000,0,-26985,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1101,,,,,0,5,0,-1521887,46000,-1262935,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1102,,,,,1,7,0,2782519,162494,-61526,2026-09-08,TWSE T86 official,official-only,,,40.6,40.6,
1103,,,,,3,0,0,29897,0,-8000,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1104,,,,,2,0,0,174565,0,-7000,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1108,,,,,0,0,0,-13616,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1109,,,,,3,0,0,11009,0,-3681,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1110,,,,,1,0,0,33369,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1201,,,,,0,0,0,-97019,0,-6000,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1203,,,,,4,0,0,6414,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1210,,,,,5,0,0,775549,0,-31000,2026-09-08,TWSE T86 official,official-only,,,40.2,40.2,
1215,,,,,3,0,0,35537,0,-4048,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1216,,,,,1,0,0,6184731,-9233,-68798,2026-09-08,TWSE T86 official,official-only,,,41.2,41.2,
1217,,,,,1,0,0,188913,0,-6000,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1218,,,,,3,0,0,233945,0,-6000,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1219,,,,,0,0,0,-21276,0,-4000,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1220,,,,,10,0,0,18423,0,-2083,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1225,,,,,0,0,0,-8572,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1227,,,,,1,0,0,265776,0,-11000,2026-09-08,TWSE T86 official,official-only,,,40.1,40.1,
1229,,,,,2,1,3,466053,30000,20861,2026-09-08,TWSE T86 official,official-only,,,40.1,40.1,
1231,,,,,1,0,4,78934,0,3000,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1232,,,,,3,0,0,41816,0,-2000,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1233,,,,,1,0,0,4764,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1234,,,,,5,0,0,37367,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1235,,,,,4,0,0,11056,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1236,,,,,0,0,0,-1118,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1256,,,,,1,0,0,12241,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1301,,,,,2,0,0,4554565,0,-1009707,2026-09-08,TWSE T86 official,official-only,,,40.8,40.8,
1303,,,,,0,2,0,-857481,4411483,-718857,2026-09-08,TWSE T86 official,official-only,,,40.4,40.4,
1304,,,,,2,0,0,1376899,0,-53121,2026-09-08,TWSE T86 official,official-only,,,40.3,40.3,
1305,,,,,2,0,0,146394,0,-5000,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1307,,,,,1,0,0,113721,0,-36000,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1308,,,,,1,0,0,846282,0,-10110,2026-09-08,TWSE T86 official,official-only,,,40.2,40.2,
1309,,,,,1,0,0,673511,0,-2347,2026-09-08,TWSE T86 official,official-only,,,40.1,40.1,
1310,,,,,2,0,0,562432,0,-4227,2026-09-08,TWSE T86 official,official-only,,,40.1,40.1,
1312,,,,,1,0,0,1504896,0,-177622,2026-09-08,TWSE T86 official,official-only,,,40.3,40.3,
1313,,,,,1,0,0,159598,0,-85750,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1314,,,,,1,0,0,2900832,0,-25000,2026-09-08,TWSE T86 official,official-only,,,40.6,40.6,
1315,,,,,2,0,0,2881,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1316,,,,,1,0,0,224794,0,-62,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1319,,,,,0,0,0,-1422539,-1000,-160328,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1321,,,,,1,0,0,12259,0,-2003,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1323,,,,,2,0,0,1810,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1324,,,,,5,0,0,2663,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1325,,,,,2,0,0,2718,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1326,,,,,0,0,0,-6522487,0,-472892,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1337,,,,,0,0,0,-72416,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1338,,,,,2,0,0,22742,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1339,,,,,0,0,0,-10343,0,-207,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1340,,,,,1,0,0,27369,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1341,,,,,2,0,0,1468,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1342,,,,,0,0,0,-77207,0,-132,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1402,,,,,1,0,0,2898548,-2889544,-277197,2026-09-08,TWSE T86 official,official-only,,,40.1,40.1,
1409,,,,,1,0,0,318205,0,-322033,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1410,,,,,0,0,0,-1451,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1413,,,,,2,0,0,1913,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1414,,,,,1,0,0,23206,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1416,,,,,0,0,0,-14009,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1417,,,,,0,0,0,-17881,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1418,,,,,0,0,0,-3585,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1419,,,,,0,0,0,-8233,0,-1000,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1423,,,,,2,0,0,1885,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1432,,,,,6,0,0,14801,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1434,,,,,1,0,0,5471,0,-19090,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1435,,,,,4,0,0,8244,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1436,,,,,1,0,0,60144,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1437,,,,,0,0,0,-12077,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1438,,,,,5,0,0,41992,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1439,,,,,4,0,0,5815,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1440,,,,,1,0,0,1495409,0,-14000,2026-09-08,TWSE T86 official,official-only,,,40.3,40.3,
1441,,,,,2,0,0,3560,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1442,,,,,6,0,0,45847,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1443,,,,,2,0,0,4201,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1444,,,,,0,0,0,-961136,0,-11000,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1445,,,,,6,0,1,8164,0,1000,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1446,,,,,0,0,0,-7772,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1447,,,,,2,0,0,171603,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1449,,,,,1,0,0,3128,0,-47,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1451,,,,,4,0,0,5166,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1452,,,,,0,0,0,-6871,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1453,,,,,3,0,0,8,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1454,,,,,3,0,0,10157,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1455,,,,,1,0,0,629263,0,-65000,2026-09-08,TWSE T86 official,official-only,,,40.1,40.1,
1456,,,,,0,0,0,-1163,0,-4000,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1457,,,,,1,0,0,19866,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1459,,,,,1,0,0,65584,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1460,,,,,0,0,0,-10908,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1463,,,,,4,0,1,8021,0,1000,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1464,,,,,1,0,0,10507,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
1465,,,,,0,0,0,-30077,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1466,,,,,0,0,0,-47012,0,0,2026-09-08,TWSE T86 official,official-only,,,0.0,0.0,
1467,,,,,1,0,0,23499,0,0,2026-09-08,TWSE T86 official,official-only,,,40.0,40.0,
