symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy,official_broker_net_buy
0050,,,,,0,0,1,-38426153,0,5058489,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
0051,,,,,0,0,0,-971,0,-60730,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
0052,,,,,0,1,1,-4074788,30000,1774399,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
0053,,,,,0,0,0,-5925,0,-245826,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
0055,,,,,1,0,0,44090,0,-748666,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
0056,,,,,0,0,1,-14399210,0,1483425,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
0057,,,,,0,0,0,0,0,-8000,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
0061,,,,,3,0,0,39000,0,-13226,2026-09-15,TWSE T86 official,official-only,,,40.0,40.0,
1101,,,,,0,0,1,-11863321,-201000,377641,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1102,,,,,6,1,0,710351,230952,-61196,2026-09-15,TWSE T86 official,official-only,,,40.2,40.2,
1103,,,,,0,0,1,-161000,0,8000,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1104,,,,,0,1,1,-217418,32000,7000,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1108,,,,,0,0,0,-14000,0,0,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1109,,,,,0,0,2,-19000,0,4000,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1110,,,,,0,0,0,-76000,0,-21000,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1201,,,,,0,0,2,-131000,0,7000,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1203,,,,,0,0,0,-14000,0,0,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1210,,,,,0,1,0,-356578,7000,-100426,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1215,,,,,0,0,2,-624922,-20000,6927,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1216,,,,,0,0,3,-2092996,-221421,97116,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1217,,,,,0,0,1,-7000,0,49000,2026-09-15,TWSE T86 official,official-only,,,40.0,40.0,
1218,,,,,0,0,1,-86000,0,6953,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1219,,,,,0,0,1,-39000,0,4000,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1220,,,,,0,0,0,-4666,0,0,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1225,,,,,0,0,0,-1000,0,0,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1227,,,,,0,0,3,-130000,-92000,11955,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1229,,,,,0,1,1,-375387,90000,28401,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1231,,,,,0,0,1,-190000,-42000,7832,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1232,,,,,0,0,2,-14001,-16000,4000,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1233,,,,,0,0,0,0,0,0,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1234,,,,,0,0,0,-2462,0,-343,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1235,,,,,0,0,0,-8000,0,0,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1236,,,,,0,0,1,-13000,0,1000,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1256,,,,,0,0,0,-4000,0,-3000,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1301,,,,,0,0,0,-5809722,-5000,-51270,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1303,,,,,0,7,0,-16389070,3289,-763664,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1304,,,,,0,0,0,-391307,0,-48854,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1305,,,,,0,0,1,-249687,0,7983,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1307,,,,,0,0,0,-158000,0,-8597,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1308,,,,,0,0,1,-93676,0,500,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
1309,,,,,1,0,1,71051,0,1672,2026-09-15,TWSE T86 official,official-only,,,40.0,40.0,
1310,,,,,0,0,1,-535000,0,7000,2026-09-15,TWSE T86 official,official-only,,,0.0,0.0,
