symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy
0050,,,,,0,8,1,-22723224,50000,8195918,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
0051,,,,,4,0,0,50,0,-26552,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
0052,,,,,0,0,4,-2546670,0,1764435,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
0053,,,,,3,0,0,1,0,-1396,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
0055,,,,,0,0,1,-17000,0,56060,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
0056,,,,,1,4,3,679289,230000,735105,2026-08-07,TWSE T86 official,official-only,,,40.3,40.3
0057,,,,,2,0,0,963,0,-4629,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
0061,,,,,1,0,0,125000,0,-3502,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1101,,,,,3,0,0,3459974,-2000,-158560,2026-08-07,TWSE T86 official,official-only,,,40.7,40.7
1102,,,,,3,3,0,195022,121000,-20937,2026-08-07,TWSE T86 official,official-only,,,40.1,40.1
1103,,,,,1,0,1,106999,0,5000,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1104,,,,,1,0,1,159295,0,7932,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1108,,,,,1,0,1,86351,0,17000,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1109,,,,,1,0,1,29000,0,3000,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1110,,,,,1,0,1,65000,0,3000,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1201,,,,,0,0,0,-8000,0,-3000,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
1203,,,,,0,0,1,-3000,0,2000,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
1210,,,,,1,2,0,55000,200000,-464966,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
1215,,,,,0,0,2,-104157,0,4000,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
1216,,,,,8,0,0,20335509,-97000,-4412,2026-08-07,TWSE T86 official,official-only,,,44.1,44.1
1217,,,,,1,0,1,3000,0,7000,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1218,,,,,1,0,1,400000,0,7000,2026-08-07,TWSE T86 official,official-only,,,40.1,40.1
1219,,,,,2,0,1,199568,0,5000,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1220,,,,,0,0,0,-7000,0,0,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
1225,,,,,1,0,0,46095,0,-8000,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1227,,,,,2,0,1,267020,0,38000,2026-08-07,TWSE T86 official,official-only,,,40.1,40.1
1229,,,,,2,0,1,400169,-10626,18205,2026-08-07,TWSE T86 official,official-only,,,40.1,40.1
1231,,,,,1,0,1,11000,0,5000,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1232,,,,,1,0,1,40834,0,1000,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1233,,,,,0,0,1,-2000,0,1000,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
1234,,,,,0,0,0,-10000,0,0,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
1235,,,,,0,0,0,-1000,0,0,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
1236,,,,,1,0,0,100000,0,0,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1256,,,,,2,0,2,8998,0,2000,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1301,,,,,1,0,1,955684,0,351097,2026-08-07,TWSE T86 official,official-only,,,40.2,40.2
1303,,,,,0,1,2,-7333983,1758000,376546,2026-08-07,TWSE T86 official,official-only,,,0.0,0.0
1304,,,,,3,0,0,352788,0,-41668,2026-08-07,TWSE T86 official,official-only,,,40.1,40.1
1305,,,,,3,0,0,226000,0,-23238,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1307,,,,,3,0,1,116001,-2000,4000,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
1308,,,,,4,0,1,377238,0,27862,2026-08-07,TWSE T86 official,official-only,,,40.1,40.1
1309,,,,,2,0,0,80657,0,-10996,2026-08-07,TWSE T86 official,official-only,,,40.0,40.0
