symbol,top10_main_force_buy_strength,top10_main_force_net_buy,top10_main_force_buy_rank,branch_main_force_buy_streak_days,foreign_buy_streak_days,investment_trust_buy_streak_days,dealer_buy_streak_days,foreign_net_buy,investment_trust_net_buy,dealer_net_buy,chip_data_date,chip_data_source,chip_data_source_status,top10_main_force_brokers,branch_main_force_leader,top10_main_force_buy_strength_proxy,institutional_main_force_strength_proxy,official_broker_net_buy
0050,,,,,1,5,4,7840432,487000,1144866,2026-09-22,TWSE T86 official,official-only,,,41.8,41.8,
0051,,,,,0,0,0,-1058,0,-1332,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
0052,,,,,3,0,6,2257585,0,3946009,2026-09-22,TWSE T86 official,official-only,,,40.9,40.9,
0053,,,,,0,0,1,0,0,2350,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
0055,,,,,0,0,0,-96998,0,-204201,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
0056,,,,,0,5,0,-8707052,2450000,-15359779,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
0057,,,,,0,0,3,0,0,1047,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
0061,,,,,8,0,0,45000,0,-1321,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1101,,,,,1,0,6,14828392,-31000,514791,2026-09-22,TWSE T86 official,official-only,,,43.0,43.0,
1102,,,,,2,6,5,3175019,172440,95755,2026-09-22,TWSE T86 official,official-only,,,40.7,40.7,
1103,,,,,0,0,0,-115600,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1104,,,,,0,0,0,-166000,0,-76,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1108,,,,,0,0,0,-2000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1109,,,,,4,0,0,9100,0,0,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1110,,,,,0,0,0,-47000,0,-32000,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1201,,,,,2,0,0,17000,0,-149000,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1203,,,,,0,0,0,-1000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1210,,,,,0,0,0,-359023,0,-164,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1215,,,,,0,0,0,-1046950,0,-475,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1216,,,,,0,2,3,-181703,199411,155857,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1217,,,,,4,0,0,37510,0,-20000,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1218,,,,,1,0,4,37000,0,440,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1219,,,,,4,0,0,12911,0,0,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1220,,,,,5,0,0,5749,0,0,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1225,,,,,1,0,0,4000,0,0,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1227,,,,,0,0,4,-229000,0,907,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1229,,,,,0,0,2,-1276923,0,1595,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1231,,,,,0,0,0,-7662,0,-291,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1232,,,,,1,0,0,19678,0,0,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1233,,,,,0,0,0,-1000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1234,,,,,0,0,0,-10000,0,-1,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1235,,,,,0,0,0,-1000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1236,,,,,4,0,0,1000,0,0,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1256,,,,,0,0,0,-19000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1301,,,,,0,0,0,-4923711,0,-255468,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1303,,,,,0,10,0,-24347573,638422,-870108,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1304,,,,,2,0,0,158540,0,-9032,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1305,,,,,2,0,0,218281,0,-8000,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1307,,,,,0,0,0,-142000,0,-1,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1308,,,,,2,0,3,38030,0,399,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1309,,,,,2,0,0,154793,0,-1711,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1310,,,,,0,0,0,-246838,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1312,,,,,2,0,1,3753590,0,199067,2026-09-22,TWSE T86 official,official-only,,,40.8,40.8,
1313,,,,,0,0,0,-476043,0,-45978,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1314,,,,,0,0,0,-26529722,0,-1524357,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1315,,,,,4,0,0,1000,0,0,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1316,,,,,0,0,0,-312373,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1319,,,,,0,0,0,-231339,0,-367,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1321,,,,,0,0,0,-30000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1323,,,,,0,0,0,-1000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1324,,,,,0,0,0,-1000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1325,,,,,8,0,0,35456,0,0,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1326,,,,,0,0,0,-233074,0,-118592,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1337,,,,,4,0,0,22000,0,0,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1338,,,,,0,0,0,-17000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1339,,,,,0,0,0,0,0,-1153,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1340,,,,,3,0,0,21000,0,0,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1341,,,,,0,0,1,0,0,1000,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1342,,,,,1,0,4,15759,0,24,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1402,,,,,0,1,1,-1607910,159144,1793,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1409,,,,,0,0,1,-2699481,0,8756,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1410,,,,,0,0,0,-2000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1413,,,,,0,0,0,0,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1414,,,,,0,0,0,-1000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1416,,,,,0,0,2,-70568,0,1000,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1417,,,,,0,0,0,-15000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1418,,,,,4,0,0,6000,0,0,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1419,,,,,0,0,0,-16023,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1423,,,,,0,0,0,0,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1432,,,,,4,0,0,4000,0,0,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1434,,,,,0,0,0,-39331,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1435,,,,,0,0,0,0,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1436,,,,,1,0,0,69213,0,-3000,2026-09-22,TWSE T86 official,official-only,,,40.0,40.0,
1437,,,,,0,0,0,-22000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1438,,,,,0,0,0,-21000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1439,,,,,0,0,0,0,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1440,,,,,0,0,4,-31249,0,14000,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1441,,,,,0,0,0,-6000,0,0,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
1442,,,,,0,0,0,-496000,0,-7698,2026-09-22,TWSE T86 official,official-only,,,0.0,0.0,
